n,p,or,r,alpha,n.sim,prop.drivers
1500,0.2,1.25,0.25,0.005,10,0.39
2000,0.2,1.25,0.25,0.005,10,0.5
2500,0.2,1.25,0.25,0.005,10,0.57
3000,0.2,1.25,0.25,0.005,10,0.62
500,0.25,1.25,0.25,0.005,10,0.12
1000,0.25,1.25,0.25,0.005,10,0.31
1500,0.25,1.25,0.25,0.005,10,0.41
2000,0.25,1.25,0.25,0.005,10,0.51
2500,0.25,1.25,0.25,0.005,10,0.61
3000,0.25,1.25,0.25,0.005,10,0.64
500,0.3,1.25,0.25,0.005,10,0.1
1000,0.3,1.25,0.25,0.005,10,0.3
1500,0.3,1.25,0.25,0.005,10,0.5
2000,0.3,1.25,0.25,0.005,10,0.54
2500,0.3,1.25,0.25,0.005,10,0.66
3000,0.3,1.25,0.25,0.005,10,0.68
500,0.05,1.5,0.25,0.005,10,0.19
1000,0.05,1.5,0.25,0.005,10,0.29
1500,0.05,1.5,0.25,0.005,10,0.45
2000,0.05,1.5,0.25,0.005,10,0.57
2500,0.05,1.5,0.25,0.005,10,0.57
3000,0.05,1.5,0.25,0.005,10,0.69
500,0.1,1.5,0.25,0.005,10,0.26
1000,0.1,1.5,0.25,0.005,10,0.49
1500,0.1,1.5,0.25,0.005,10,0.63
2000,0.1,1.5,0.25,0.005,10,0.67
2500,0.1,1.5,0.25,0.005,10,0.75
3000,0.1,1.5,0.25,0.005,10,0.74
500,0.15,1.5,0.25,0.005,10,0.26
1000,0.15,1.5,0.25,0.005,10,0.51
1500,0.15,1.5,0.25,0.005,10,0.64
2000,0.15,1.5,0.25,0.005,10,0.71
2500,0.15,1.5,0.25,0.005,10,0.79
3000,0.15,1.5,0.25,0.005,10,0.79
500,0.2,1.5,0.25,0.005,10,0.35
1000,0.2,1.5,0.25,0.005,10,0.57
1500,0.2,1.5,0.25,0.005,10,0.69
2000,0.2,1.5,0.25,0.005,10,0.74
2500,0.2,1.5,0.25,0.005,10,0.83
3000,0.2,1.5,0.25,0.005,10,0.84
500,0.25,1.5,0.25,0.005,10,0.36
1000,0.25,1.5,0.25,0.005,10,0.66
1500,0.25,1.5,0.25,0.005,10,0.72
2000,0.25,1.5,0.25,0.005,10,0.81
2500,0.25,1.5,0.25,0.005,10,0.84
3000,0.25,1.5,0.25,0.005,10,0.85
500,0.3,1.5,0.25,0.005,10,0.5
1000,0.3,1.5,0.25,0.005,10,0.64
1500,0.3,1.5,0.25,0.005,10,0.74
2000,0.3,1.5,0.25,0.005,10,0.78
2500,0.3,1.5,0.25,0.005,10,0.85
3000,0.3,1.5,0.25,0.005,10,0.92
500,0.05,1.75,0.25,0.005,10,0.36
1000,0.05,1.75,0.25,0.005,10,0.55
1500,0.05,1.75,0.25,0.005,10,0.65
2000,0.05,1.75,0.25,0.005,10,0.7
2500,0.05,1.75,0.25,0.005,10,0.75
3000,0.05,1.75,0.25,0.005,10,0.76
500,0.1,1.75,0.25,0.005,10,0.5
1000,0.1,1.75,0.25,0.005,10,0.74
1500,0.1,1.75,0.25,0.005,10,0.75
2000,0.1,1.75,0.25,0.005,10,0.74
2500,0.1,1.75,0.25,0.005,10,0.86
3000,0.1,1.75,0.25,0.005,10,0.88
500,0.15,1.75,0.25,0.005,10,0.48
1000,0.15,1.75,0.25,0.005,10,0.68
1500,0.15,1.75,0.25,0.005,10,0.81
2000,0.15,1.75,0.25,0.005,10,0.88
2500,0.15,1.75,0.25,0.005,10,0.91
3000,0.15,1.75,0.25,0.005,10,0.9
500,0.2,1.75,0.25,0.005,10,0.52
1000,0.2,1.75,0.25,0.005,10,0.69
1500,0.2,1.75,0.25,0.005,10,0.79
2000,0.2,1.75,0.25,0.005,10,0.85
2500,0.2,1.75,0.25,0.005,10,0.93
3000,0.2,1.75,0.25,0.005,10,0.95
500,0.25,1.75,0.25,0.005,10,0.57
1000,0.25,1.75,0.25,0.005,10,0.69
1500,0.25,1.75,0.25,0.005,10,0.82
2000,0.25,1.75,0.25,0.005,10,0.89
2500,0.25,1.75,0.25,0.005,10,0.95
3000,0.25,1.75,0.25,0.005,10,0.97
500,0.3,1.75,0.25,0.005,10,0.55
1000,0.3,1.75,0.25,0.005,10,0.76
1500,0.3,1.75,0.25,0.005,10,0.75
2000,0.3,1.75,0.25,0.005,10,0.91
2500,0.3,1.75,0.25,0.005,10,0.95
3000,0.3,1.75,0.25,0.005,10,0.96
500,0.05,2,0.25,0.005,10,0.51
1000,0.05,2,0.25,0.005,10,0.71
1500,0.05,2,0.25,0.005,10,0.78
2000,0.05,2,0.25,0.005,10,0.82
2500,0.05,2,0.25,0.005,10,0.85
3000,0.05,2,0.25,0.005,10,0.88
500,0.1,2,0.25,0.005,10,0.55
1000,0.1,2,0.25,0.005,10,0.7
1500,0.1,2,0.25,0.005,10,0.79
2000,0.1,2,0.25,0.005,10,0.86
2500,0.1,2,0.25,0.005,10,0.92
3000,0.1,2,0.25,0.005,10,0.93
500,0.15,2,0.25,0.005,10,0.61
1000,0.15,2,0.25,0.005,10,0.71
1500,0.15,2,0.25,0.005,10,0.87
2000,0.15,2,0.25,0.005,10,0.88
2500,0.15,2,0.25,0.005,10,0.92
3000,0.15,2,0.25,0.005,10,0.98
500,0.2,2,0.25,0.005,10,0.64
1000,0.2,2,0.25,0.005,10,0.81
1500,0.2,2,0.25,0.005,10,0.86
2000,0.2,2,0.25,0.005,10,0.93
2500,0.2,2,0.25,0.005,10,0.96
3000,0.2,2,0.25,0.005,10,1
500,0.25,2,0.25,0.005,10,0.71
1000,0.25,2,0.25,0.005,10,0.83
1500,0.25,2,0.25,0.005,10,0.9
2000,0.25,2,0.25,0.005,10,0.94
2500,0.25,2,0.25,0.005,10,0.93
3000,0.25,2,0.25,0.005,10,0.99
500,0.3,2,0.25,0.005,10,0.67
1000,0.3,2,0.25,0.005,10,0.8
1500,0.3,2,0.25,0.005,10,0.92
2000,0.3,2,0.25,0.005,10,0.97
2500,0.3,2,0.25,0.005,10,0.98
3000,0.3,2,0.25,0.005,10,1
