n,p,or,r,alpha,n.sim,prop.drivers
1000,0.2,1.75,0.25,0.005,2000,0.7986
1500,0.2,1.75,0.25,0.005,2000,0.86
2000,0.2,1.75,0.25,0.005,2000,0.9065
2500,0.2,1.75,0.25,0.005,2000,0.9376
3000,0.2,1.75,0.25,0.005,2000,0.95985
1000,0.25,1.75,0.25,0.005,2000,0.812
1500,0.25,1.75,0.25,0.005,2000,0.87575
2000,0.25,1.75,0.25,0.005,2000,0.9177
2500,0.25,1.75,0.25,0.005,2000,0.94775
3000,0.25,1.75,0.25,0.005,2000,0.97015
1000,0.3,1.75,0.25,0.005,2000,0.81965
1500,0.3,1.75,0.25,0.005,2000,0.88345
2000,0.3,1.75,0.25,0.005,2000,0.93005
2500,0.3,1.75,0.25,0.005,2000,0.95645
3000,0.3,1.75,0.25,0.005,2000,0.975
1000,0.05,2,0.25,0.005,2000,0.7756
1500,0.05,2,0.25,0.005,2000,0.8381
2000,0.05,2,0.25,0.005,2000,0.8763
2500,0.05,2,0.25,0.005,2000,0.90735
3000,0.05,2,0.25,0.005,2000,0.93575
1000,0.1,2,0.25,0.005,2000,0.815
1500,0.1,2,0.25,0.005,2000,0.8751
2000,0.1,2,0.25,0.005,2000,0.9189
2500,0.1,2,0.25,0.005,2000,0.9488
3000,0.1,2,0.25,0.005,2000,0.96635
1000,0.15,2,0.25,0.005,2000,0.8343
1500,0.15,2,0.25,0.005,2000,0.9006
2000,0.15,2,0.25,0.005,2000,0.93655
2500,0.15,2,0.25,0.005,2000,0.9655
3000,0.15,2,0.25,0.005,2000,0.97935
1000,0.2,2,0.25,0.005,2000,0.84865
1500,0.2,2,0.25,0.005,2000,0.9091
2000,0.2,2,0.25,0.005,2000,0.95265
2500,0.2,2,0.25,0.005,2000,0.97395
3000,0.2,2,0.25,0.005,2000,0.98715
1000,0.25,2,0.25,0.005,2000,0.8571
1500,0.25,2,0.25,0.005,2000,0.9219
2000,0.25,2,0.25,0.005,2000,0.9593
2500,0.25,2,0.25,0.005,2000,0.98045
3000,0.25,2,0.25,0.005,2000,0.99065
1000,0.3,2,0.25,0.005,2000,0.86475
1500,0.3,2,0.25,0.005,2000,0.93105
2000,0.3,2,0.25,0.005,2000,0.9649
2500,0.3,2,0.25,0.005,2000,0.98405
3000,0.3,2,0.25,0.005,2000,0.99375
