n,n.communities,p,community.var,or,r,alpha,n.sim,n.per.community,prop.drivers,or.margin.of.error
2400,25,0.1,2.73,1.25,0.25,0.0125,25,96,0.115,1.04841
2400,50,0.1,2.73,1.25,0.25,0.0125,25,48,0.075,0.6905
2400,100,0.1,2.73,1.25,0.25,0.0125,25,24,0.115,0.46761
2400,25,0.5,2.73,1.25,0.25,0.0125,25,96,0.075,1.00325
2400,50,0.5,2.73,1.25,0.25,0.0125,25,48,0.05,0.67033
2400,100,0.5,2.73,1.25,0.25,0.0125,25,24,0.13,0.43346
2400,25,0.1,2.73,1.5,0.25,0.0125,25,96,0.15,0.9849
2400,50,0.1,2.73,1.5,0.25,0.0125,25,48,0.16,0.68467
2400,100,0.1,2.73,1.5,0.25,0.0125,25,24,0.325,0.47492
2400,25,0.5,2.73,1.5,0.25,0.0125,25,96,0.145,1.01782
2400,50,0.5,2.73,1.5,0.25,0.0125,25,48,0.185,0.66769
2400,100,0.5,2.73,1.5,0.25,0.0125,25,24,0.37,0.45197
2400,25,0.1,2.73,1.75,0.25,0.0125,25,96,0.205,1.0046
2400,50,0.1,2.73,1.75,0.25,0.0125,25,48,0.38,0.73024
2400,100,0.1,2.73,1.75,0.25,0.0125,25,24,0.605,0.48463
2400,25,0.5,2.73,1.75,0.25,0.0125,25,96,0.19,1.04792
2400,50,0.5,2.73,1.75,0.25,0.0125,25,48,0.375,0.69302
2400,100,0.5,2.73,1.75,0.25,0.0125,25,24,0.72,0.4627
2400,25,0.1,2.73,2,0.25,0.0125,25,96,0.31,1.09915
2400,50,0.1,2.73,2,0.25,0.0125,25,48,0.535,0.71589
2400,100,0.1,2.73,2,0.25,0.0125,25,24,0.76,0.50083
2400,25,0.5,2.73,2,0.25,0.0125,25,96,0.35,1.03264
2400,50,0.5,2.73,2,0.25,0.0125,25,48,0.51,0.67866
2400,100,0.5,2.73,2,0.25,0.0125,25,24,0.835,0.48138
