n,p,or,r,alpha,n.sim,prop.drivers
1800,0.2,1.75,0.25,0.005,1000,0.8874
2400,0.2,1.75,0.25,0.005,1000,0.9289
3600,0.2,1.75,0.25,0.005,1000,0.978
4800,0.2,1.75,0.25,0.005,1000,0.993
6000,0.2,1.75,0.25,0.005,1000,0.9981
7200,0.2,1.75,0.25,0.005,1000,0.9996
8400,0.2,1.75,0.25,0.005,1000,1
9600,0.2,1.75,0.25,0.005,1000,0.9999
600,0.3,1.75,0.25,0.005,1000,0.7188
1200,0.3,1.75,0.25,0.005,1000,0.8537
1800,0.3,1.75,0.25,0.005,1000,0.9153
2400,0.3,1.75,0.25,0.005,1000,0.9549
3600,0.3,1.75,0.25,0.005,1000,0.9869
4800,0.3,1.75,0.25,0.005,1000,0.9971
6000,0.3,1.75,0.25,0.005,1000,0.9994
7200,0.3,1.75,0.25,0.005,1000,1
8400,0.3,1.75,0.25,0.005,1000,1
9600,0.3,1.75,0.25,0.005,1000,1
600,0.1,2,0.25,0.005,1000,0.7247
1200,0.1,2,0.25,0.005,1000,0.8381
1800,0.1,2,0.25,0.005,1000,0.9024
2400,0.1,2,0.25,0.005,1000,0.9411
3600,0.1,2,0.25,0.005,1000,0.9805
4800,0.1,2,0.25,0.005,1000,0.9945
6000,0.1,2,0.25,0.005,1000,0.9983
7200,0.1,2,0.25,0.005,1000,0.9995
8400,0.1,2,0.25,0.005,1000,1
9600,0.1,2,0.25,0.005,1000,0.9998
600,0.2,2,0.25,0.005,1000,0.7627
1200,0.2,2,0.25,0.005,1000,0.8743
1800,0.2,2,0.25,0.005,1000,0.9378
2400,0.2,2,0.25,0.005,1000,0.9696
3600,0.2,2,0.25,0.005,1000,0.9952
4800,0.2,2,0.25,0.005,1000,0.9988
6000,0.2,2,0.25,0.005,1000,1
7200,0.2,2,0.25,0.005,1000,1
8400,0.2,2,0.25,0.005,1000,1
9600,0.2,2,0.25,0.005,1000,1
600,0.3,2,0.25,0.005,1000,0.7836
1200,0.3,2,0.25,0.005,1000,0.8999
1800,0.3,2,0.25,0.005,1000,0.9527
2400,0.3,2,0.25,0.005,1000,0.982
3600,0.3,2,0.25,0.005,1000,0.9974
4800,0.3,2,0.25,0.005,1000,0.9998
6000,0.3,2,0.25,0.005,1000,1
7200,0.3,2,0.25,0.005,1000,1
8400,0.3,2,0.25,0.005,1000,1
9600,0.3,2,0.25,0.005,1000,1
