n,n.communities,p,community.var,or,r,alpha,n.sim,n.per.community,prop.drivers,or.margin.of.error
9600,100,0.1,2.73,1.5,0.25,0.0125,5,96,0.475,0.41939
600,25,0.5,2.73,1.5,0.25,0.0125,5,24,0.125,1.0393
1200,25,0.5,2.73,1.5,0.25,0.0125,5,48,0.125,1.07063
1800,25,0.5,2.73,1.5,0.25,0.0125,5,72,0.125,0.91292
2400,25,0.5,2.73,1.5,0.25,0.0125,5,96,0.225,0.95062
3600,25,0.5,2.73,1.5,0.25,0.0125,5,144,0.05,1.09572
4800,25,0.5,2.73,1.5,0.25,0.0125,5,192,0.15,1.00051
6000,25,0.5,2.73,1.5,0.25,0.0125,5,240,0.075,0.93784
7200,25,0.5,2.73,1.5,0.25,0.0125,5,288,0.025,1.14127
8400,25,0.5,2.73,1.5,0.25,0.0125,5,336,0.125,0.99904
9600,25,0.5,2.73,1.5,0.25,0.0125,5,384,0.15,0.8992
600,50,0.5,2.73,1.5,0.25,0.0125,5,12,0.175,0.76202
1200,50,0.5,2.73,1.5,0.25,0.0125,5,24,0.225,0.66325
1800,50,0.5,2.73,1.5,0.25,0.0125,5,36,0.175,0.68956
2400,50,0.5,2.73,1.5,0.25,0.0125,5,48,0.1,0.758
3600,50,0.5,2.73,1.5,0.25,0.0125,5,72,0.15,0.62999
4800,50,0.5,2.73,1.5,0.25,0.0125,5,96,0.2,0.62717
6000,50,0.5,2.73,1.5,0.25,0.0125,5,120,0.375,0.60947
7200,50,0.5,2.73,1.5,0.25,0.0125,5,144,0.2,0.67486
8400,50,0.5,2.73,1.5,0.25,0.0125,5,168,0.325,0.65762
9600,50,0.5,2.73,1.5,0.25,0.0125,5,192,0.075,0.62717
600,100,0.5,2.73,1.5,0.25,0.0125,5,6,0.325,0.53654
1200,100,0.5,2.73,1.5,0.25,0.0125,5,12,0.375,0.44373
1800,100,0.5,2.73,1.5,0.25,0.0125,5,18,0.325,0.43297
2400,100,0.5,2.73,1.5,0.25,0.0125,5,24,0.225,0.4643
3600,100,0.5,2.73,1.5,0.25,0.0125,5,36,0.325,0.46197
4800,100,0.5,2.73,1.5,0.25,0.0125,5,48,0.4,0.45018
6000,100,0.5,2.73,1.5,0.25,0.0125,5,60,0.325,0.44529
7200,100,0.5,2.73,1.5,0.25,0.0125,5,72,0.4,0.40358
8400,100,0.5,2.73,1.5,0.25,0.0125,5,84,0.35,0.42418
9600,100,0.5,2.73,1.5,0.25,0.0125,5,96,0.45,0.45707
600,25,0.1,2.73,1.75,0.25,0.0125,5,24,0.225,1.78596
1200,25,0.1,2.73,1.75,0.25,0.0125,5,48,0.175,1.11891
1800,25,0.1,2.73,1.75,0.25,0.0125,5,72,0.1,0.98193
2400,25,0.1,2.73,1.75,0.25,0.0125,5,96,0.2,1.01693
3600,25,0.1,2.73,1.75,0.25,0.0125,5,144,0.15,1.06813
4800,25,0.1,2.73,1.75,0.25,0.0125,5,192,0.225,1.06361
6000,25,0.1,2.73,1.75,0.25,0.0125,5,240,0.2,0.99513
7200,25,0.1,2.73,1.75,0.25,0.0125,5,288,0.2,1.09516
8400,25,0.1,2.73,1.75,0.25,0.0125,5,336,0.275,0.97047
9600,25,0.1,2.73,1.75,0.25,0.0125,5,384,0.175,1.23319
600,50,0.1,2.73,1.75,0.25,0.0125,5,12,0.15,0.90826
1200,50,0.1,2.73,1.75,0.25,0.0125,5,24,0.35,0.68278
1800,50,0.1,2.73,1.75,0.25,0.0125,5,36,0.225,0.79705
2400,50,0.1,2.73,1.75,0.25,0.0125,5,48,0.325,0.7029
3600,50,0.1,2.73,1.75,0.25,0.0125,5,72,0.375,0.71448
4800,50,0.1,2.73,1.75,0.25,0.0125,5,96,0.425,0.63479
6000,50,0.1,2.73,1.75,0.25,0.0125,5,120,0.475,0.64181
7200,50,0.1,2.73,1.75,0.25,0.0125,5,144,0.425,0.69742
8400,50,0.1,2.73,1.75,0.25,0.0125,5,168,0.425,0.63818
9600,50,0.1,2.73,1.75,0.25,0.0125,5,192,0.35,0.68949
600,100,0.1,2.73,1.75,0.25,0.0125,5,6,0.325,0.66206
1200,100,0.1,2.73,1.75,0.25,0.0125,5,12,0.525,0.5587
1800,100,0.1,2.73,1.75,0.25,0.0125,5,18,0.675,0.50165
2400,100,0.1,2.73,1.75,0.25,0.0125,5,24,0.55,0.50424
3600,100,0.1,2.73,1.75,0.25,0.0125,5,36,0.675,0.47174
4800,100,0.1,2.73,1.75,0.25,0.0125,5,48,0.65,0.47851
6000,100,0.1,2.73,1.75,0.25,0.0125,5,60,0.575,0.45374
7200,100,0.1,2.73,1.75,0.25,0.0125,5,72,0.75,0.46616
8400,100,0.1,2.73,1.75,0.25,0.0125,5,84,0.6,0.43095
9600,100,0.1,2.73,1.75,0.25,0.0125,5,96,0.625,0.45578
600,25,0.5,2.73,1.75,0.25,0.0125,5,24,0.15,1.1553
1200,25,0.5,2.73,1.75,0.25,0.0125,5,48,0.15,1.14274
1800,25,0.5,2.73,1.75,0.25,0.0125,5,72,0.275,1.02859
2400,25,0.5,2.73,1.75,0.25,0.0125,5,96,0.225,0.99978
3600,25,0.5,2.73,1.75,0.25,0.0125,5,144,0.15,0.98643
4800,25,0.5,2.73,1.75,0.25,0.0125,5,192,0.125,1.2104
6000,25,0.5,2.73,1.75,0.25,0.0125,5,240,0.2,0.98956
7200,25,0.5,2.73,1.75,0.25,0.0125,5,288,0.225,0.9587
8400,25,0.5,2.73,1.75,0.25,0.0125,5,336,0.2,1.00704
9600,25,0.5,2.73,1.75,0.25,0.0125,5,384,0.1,1.15202
600,50,0.5,2.73,1.75,0.25,0.0125,5,12,0.3,0.73116
1200,50,0.5,2.73,1.75,0.25,0.0125,5,24,0.275,0.76129
1800,50,0.5,2.73,1.75,0.25,0.0125,5,36,0.35,0.74125
2400,50,0.5,2.73,1.75,0.25,0.0125,5,48,0.375,0.67347
3600,50,0.5,2.73,1.75,0.25,0.0125,5,72,0.4,0.7011
4800,50,0.5,2.73,1.75,0.25,0.0125,5,96,0.3,0.73201
6000,50,0.5,2.73,1.75,0.25,0.0125,5,120,0.35,0.61519
7200,50,0.5,2.73,1.75,0.25,0.0125,5,144,0.4,0.64058
8400,50,0.5,2.73,1.75,0.25,0.0125,5,168,0.4,0.65422
9600,50,0.5,2.73,1.75,0.25,0.0125,5,192,0.45,0.64669
600,100,0.5,2.73,1.75,0.25,0.0125,5,6,0.575,0.54706
1200,100,0.5,2.73,1.75,0.25,0.0125,5,12,0.75,0.51813
1800,100,0.5,2.73,1.75,0.25,0.0125,5,18,0.65,0.46508
2400,100,0.5,2.73,1.75,0.25,0.0125,5,24,0.625,0.47323
3600,100,0.5,2.73,1.75,0.25,0.0125,5,36,0.825,0.4598
4800,100,0.5,2.73,1.75,0.25,0.0125,5,48,0.7,0.43275
6000,100,0.5,2.73,1.75,0.25,0.0125,5,60,0.625,0.43366
7200,100,0.5,2.73,1.75,0.25,0.0125,5,72,0.7,0.40239
8400,100,0.5,2.73,1.75,0.25,0.0125,5,84,0.575,0.44394
9600,100,0.5,2.73,1.75,0.25,0.0125,5,96,0.775,0.43092
600,25,0.1,2.73,2,0.25,0.0125,5,24,0.15,1.37074
1200,25,0.1,2.73,2,0.25,0.0125,5,48,0.2,1.29542
1800,25,0.1,2.73,2,0.25,0.0125,5,72,0.325,1.01945
2400,25,0.1,2.73,2,0.25,0.0125,5,96,0.3,1.11587
3600,25,0.1,2.73,2,0.25,0.0125,5,144,0.325,1.01874
4800,25,0.1,2.73,2,0.25,0.0125,5,192,0.35,0.9898
6000,25,0.1,2.73,2,0.25,0.0125,5,240,0.225,1.04826
7200,25,0.1,2.73,2,0.25,0.0125,5,288,0.45,0.92372
8400,25,0.1,2.73,2,0.25,0.0125,5,336,0.275,1.17629
9600,25,0.1,2.73,2,0.25,0.0125,5,384,0.35,1.02738
600,50,0.1,2.73,2,0.25,0.0125,5,12,0.3,0.93547
1200,50,0.1,2.73,2,0.25,0.0125,5,24,0.525,0.83267
1800,50,0.1,2.73,2,0.25,0.0125,5,36,0.45,0.74729
2400,50,0.1,2.73,2,0.25,0.0125,5,48,0.625,0.71055
3600,50,0.1,2.73,2,0.25,0.0125,5,72,0.525,0.73385
4800,50,0.1,2.73,2,0.25,0.0125,5,96,0.55,0.68403
6000,50,0.1,2.73,2,0.25,0.0125,5,120,0.575,0.64391
7200,50,0.1,2.73,2,0.25,0.0125,5,144,0.5,0.64149
8400,50,0.1,2.73,2,0.25,0.0125,5,168,0.625,0.62006
9600,50,0.1,2.73,2,0.25,0.0125,5,192,0.625,0.72652
600,100,0.1,2.73,2,0.25,0.0125,5,6,0.6,0.67343
1200,100,0.1,2.73,2,0.25,0.0125,5,12,0.825,0.60048
1800,100,0.1,2.73,2,0.25,0.0125,5,18,0.675,0.53468
2400,100,0.1,2.73,2,0.25,0.0125,5,24,0.85,0.50061
3600,100,0.1,2.73,2,0.25,0.0125,5,36,0.9,0.47004
4800,100,0.1,2.73,2,0.25,0.0125,5,48,0.85,0.45353
6000,100,0.1,2.73,2,0.25,0.0125,5,60,0.875,0.46527
7200,100,0.1,2.73,2,0.25,0.0125,5,72,0.85,0.47252
8400,100,0.1,2.73,2,0.25,0.0125,5,84,0.85,0.47809
9600,100,0.1,2.73,2,0.25,0.0125,5,96,0.85,0.43778
600,25,0.5,2.73,2,0.25,0.0125,5,24,0.35,1.08079
1200,25,0.5,2.73,2,0.25,0.0125,5,48,0.275,1.37379
1800,25,0.5,2.73,2,0.25,0.0125,5,72,0.275,1.15223
2400,25,0.5,2.73,2,0.25,0.0125,5,96,0.2,1.18651
3600,25,0.5,2.73,2,0.25,0.0125,5,144,0.325,1.03666
4800,25,0.5,2.73,2,0.25,0.0125,5,192,0.25,0.96475
6000,25,0.5,2.73,2,0.25,0.0125,5,240,0.4,1.11847
7200,25,0.5,2.73,2,0.25,0.0125,5,288,0.35,1.03487
8400,25,0.5,2.73,2,0.25,0.0125,5,336,0.375,0.90628
9600,25,0.5,2.73,2,0.25,0.0125,5,384,0.375,0.92931
600,50,0.5,2.73,2,0.25,0.0125,5,12,0.45,0.84503
1200,50,0.5,2.73,2,0.25,0.0125,5,24,0.55,0.74585
1800,50,0.5,2.73,2,0.25,0.0125,5,36,0.6,0.68869
2400,50,0.5,2.73,2,0.25,0.0125,5,48,0.55,0.69898
3600,50,0.5,2.73,2,0.25,0.0125,5,72,0.45,0.74557
4800,50,0.5,2.73,2,0.25,0.0125,5,96,0.575,0.76014
6000,50,0.5,2.73,2,0.25,0.0125,5,120,0.65,0.61347
7200,50,0.5,2.73,2,0.25,0.0125,5,144,0.6,0.70633
8400,50,0.5,2.73,2,0.25,0.0125,5,168,0.625,0.60233
9600,50,0.5,2.73,2,0.25,0.0125,5,192,0.575,0.65758
600,100,0.5,2.73,2,0.25,0.0125,5,6,0.55,0.62627
1200,100,0.5,2.73,2,0.25,0.0125,5,12,0.8,0.52937
1800,100,0.5,2.73,2,0.25,0.0125,5,18,0.85,0.48031
2400,100,0.5,2.73,2,0.25,0.0125,5,24,0.775,0.49056
3600,100,0.5,2.73,2,0.25,0.0125,5,36,0.85,0.47239
4800,100,0.5,2.73,2,0.25,0.0125,5,48,0.9,0.44479
6000,100,0.5,2.73,2,0.25,0.0125,5,60,0.9,0.45373
7200,100,0.5,2.73,2,0.25,0.0125,5,72,0.85,0.44049
8400,100,0.5,2.73,2,0.25,0.0125,5,84,0.85,0.41315
9600,100,0.5,2.73,2,0.25,0.0125,5,96,0.85,0.45759
