n,n.communities,p,community.var,or,r,alpha,n.sim,n.per.community,prop.drivers,or.margin.of.error
2500,50,0.1,2.73,1.25,0.25,0.0125,500,50,0.06325,0.68373
3000,50,0.1,2.73,1.25,0.25,0.0125,500,60,0.066,0.67543
1000,100,0.1,2.73,1.25,0.25,0.0125,500,10,0.08375,0.52942
1500,100,0.1,2.73,1.25,0.25,0.0125,500,15,0.09,0.49409
2000,100,0.1,2.73,1.25,0.25,0.0125,500,20,0.09625,0.48542
2500,100,0.1,2.73,1.25,0.25,0.0125,500,25,0.1025,0.47141
3000,100,0.1,2.73,1.25,0.25,0.0125,500,30,0.10575,0.46295
1000,25,0.5,2.73,1.25,0.25,0.0125,500,40,0.05825,1.04878
1500,25,0.5,2.73,1.25,0.25,0.0125,500,60,0.06675,1.02564
2000,25,0.5,2.73,1.25,0.25,0.0125,500,80,0.06825,1.01991
2500,25,0.5,2.73,1.25,0.25,0.0125,500,100,0.0655,1.00388
3000,25,0.5,2.73,1.25,0.25,0.0125,500,120,0.0685,0.98289
1000,50,0.5,2.73,1.25,0.25,0.0125,500,20,0.06075,0.67816
1500,50,0.5,2.73,1.25,0.25,0.0125,500,30,0.07325,0.66739
2000,50,0.5,2.73,1.25,0.25,0.0125,500,40,0.073,0.65316
2500,50,0.5,2.73,1.25,0.25,0.0125,500,50,0.064,0.65849
3000,50,0.5,2.73,1.25,0.25,0.0125,500,60,0.0735,0.64916
1000,100,0.5,2.73,1.25,0.25,0.0125,500,10,0.1,0.4707
1500,100,0.5,2.73,1.25,0.25,0.0125,500,15,0.10625,0.45387
2000,100,0.5,2.73,1.25,0.25,0.0125,500,20,0.10175,0.44488
2500,100,0.5,2.73,1.25,0.25,0.0125,500,25,0.11375,0.43731
3000,100,0.5,2.73,1.25,0.25,0.0125,500,30,0.11475,0.43861
1000,25,0.1,2.73,1.5,0.25,0.0125,500,40,0.12075,1.1547
1500,25,0.1,2.73,1.5,0.25,0.0125,500,60,0.11775,1.08639
2000,25,0.1,2.73,1.5,0.25,0.0125,500,80,0.12325,1.09209
2500,25,0.1,2.73,1.5,0.25,0.0125,500,100,0.12125,1.08987
3000,25,0.1,2.73,1.5,0.25,0.0125,500,120,0.1275,1.03925
1000,50,0.1,2.73,1.5,0.25,0.0125,500,20,0.1555,0.76548
1500,50,0.1,2.73,1.5,0.25,0.0125,500,30,0.17025,0.73224
2000,50,0.1,2.73,1.5,0.25,0.0125,500,40,0.17425,0.71521
2500,50,0.1,2.73,1.5,0.25,0.0125,500,50,0.18425,0.70174
3000,50,0.1,2.73,1.5,0.25,0.0125,500,60,0.18875,0.68877
1000,100,0.1,2.73,1.5,0.25,0.0125,500,10,0.26475,0.54304
1500,100,0.1,2.73,1.5,0.25,0.0125,500,15,0.2995,0.5116
2000,100,0.1,2.73,1.5,0.25,0.0125,500,20,0.32775,0.49293
2500,100,0.1,2.73,1.5,0.25,0.0125,500,25,0.322,0.47984
3000,100,0.1,2.73,1.5,0.25,0.0125,500,30,0.34325,0.47219
1000,25,0.5,2.73,1.5,0.25,0.0125,500,40,0.1275,1.07297
1500,25,0.5,2.73,1.5,0.25,0.0125,500,60,0.122,1.04396
2000,25,0.5,2.73,1.5,0.25,0.0125,500,80,0.1295,1.03178
2500,25,0.5,2.73,1.5,0.25,0.0125,500,100,0.13175,1.01665
3000,25,0.5,2.73,1.5,0.25,0.0125,500,120,0.13975,1.00717
1000,50,0.5,2.73,1.5,0.25,0.0125,500,20,0.17875,0.69646
1500,50,0.5,2.73,1.5,0.25,0.0125,500,30,0.19325,0.6799
2000,50,0.5,2.73,1.5,0.25,0.0125,500,40,0.194,0.67062
2500,50,0.5,2.73,1.5,0.25,0.0125,500,50,0.207,0.65706
3000,50,0.5,2.73,1.5,0.25,0.0125,500,60,0.20675,0.65885
1000,100,0.5,2.73,1.5,0.25,0.0125,500,10,0.337,0.48171
1500,100,0.5,2.73,1.5,0.25,0.0125,500,15,0.352,0.46471
2000,100,0.5,2.73,1.5,0.25,0.0125,500,20,0.36025,0.45453
2500,100,0.5,2.73,1.5,0.25,0.0125,500,25,0.36675,0.44893
3000,100,0.5,2.73,1.5,0.25,0.0125,500,30,0.38575,0.44438
1000,25,0.1,2.73,1.75,0.25,0.0125,500,40,0.18775,1.16769
1500,25,0.1,2.73,1.75,0.25,0.0125,500,60,0.195,1.12974
2000,25,0.1,2.73,1.75,0.25,0.0125,500,80,0.2055,1.0947
2500,25,0.1,2.73,1.75,0.25,0.0125,500,100,0.1975,1.09499
3000,25,0.1,2.73,1.75,0.25,0.0125,500,120,0.22025,1.07255
1000,50,0.1,2.73,1.75,0.25,0.0125,500,20,0.29925,0.78857
1500,50,0.1,2.73,1.75,0.25,0.0125,500,30,0.325,0.75189
2000,50,0.1,2.73,1.75,0.25,0.0125,500,40,0.33675,0.73154
2500,50,0.1,2.73,1.75,0.25,0.0125,500,50,0.3565,0.71228
3000,50,0.1,2.73,1.75,0.25,0.0125,500,60,0.365,0.69441
1000,100,0.1,2.73,1.75,0.25,0.0125,500,10,0.50075,0.56297
1500,100,0.1,2.73,1.75,0.25,0.0125,500,15,0.54575,0.52379
2000,100,0.1,2.73,1.75,0.25,0.0125,500,20,0.57975,0.50906
2500,100,0.1,2.73,1.75,0.25,0.0125,500,25,0.6,0.4966
3000,100,0.1,2.73,1.75,0.25,0.0125,500,30,0.6185,0.48505
1000,25,0.5,2.73,1.75,0.25,0.0125,500,40,0.207,1.07571
1500,25,0.5,2.73,1.75,0.25,0.0125,500,60,0.21775,1.06291
2000,25,0.5,2.73,1.75,0.25,0.0125,500,80,0.219,1.04471
2500,25,0.5,2.73,1.75,0.25,0.0125,500,100,0.214,1.03274
3000,25,0.5,2.73,1.75,0.25,0.0125,500,120,0.232,1.03872
1000,50,0.5,2.73,1.75,0.25,0.0125,500,20,0.335,0.71195
1500,50,0.5,2.73,1.75,0.25,0.0125,500,30,0.362,0.69355
2000,50,0.5,2.73,1.75,0.25,0.0125,500,40,0.3675,0.68062
2500,50,0.5,2.73,1.75,0.25,0.0125,500,50,0.3745,0.67222
3000,50,0.5,2.73,1.75,0.25,0.0125,500,60,0.3905,0.66814
1000,100,0.5,2.73,1.75,0.25,0.0125,500,10,0.5865,0.50058
1500,100,0.5,2.73,1.75,0.25,0.0125,500,15,0.6315,0.47517
2000,100,0.5,2.73,1.75,0.25,0.0125,500,20,0.65175,0.46359
2500,100,0.5,2.73,1.75,0.25,0.0125,500,25,0.661,0.45899
3000,100,0.5,2.73,1.75,0.25,0.0125,500,30,0.665,0.45376
1000,25,0.1,2.73,2,0.25,0.0125,500,40,0.25875,1.21278
1500,25,0.1,2.73,2,0.25,0.0125,500,60,0.29375,1.16128
2000,25,0.1,2.73,2,0.25,0.0125,500,80,0.28325,1.1483
2500,25,0.1,2.73,2,0.25,0.0125,500,100,0.295,1.10776
3000,25,0.1,2.73,2,0.25,0.0125,500,120,0.311,1.0898
1000,50,0.1,2.73,2,0.25,0.0125,500,20,0.433,0.8062
1500,50,0.1,2.73,2,0.25,0.0125,500,30,0.47025,0.76099
2000,50,0.1,2.73,2,0.25,0.0125,500,40,0.48525,0.74755
2500,50,0.1,2.73,2,0.25,0.0125,500,50,0.5185,0.72711
3000,50,0.1,2.73,2,0.25,0.0125,500,60,0.52025,0.71713
1000,100,0.1,2.73,2,0.25,0.0125,500,10,0.6915,0.58435
1500,100,0.1,2.73,2,0.25,0.0125,500,15,0.744,0.53998
2000,100,0.1,2.73,2,0.25,0.0125,500,20,0.77875,0.51691
2500,100,0.1,2.73,2,0.25,0.0125,500,25,0.796,0.50599
3000,100,0.1,2.73,2,0.25,0.0125,500,30,0.80225,0.49867
1000,25,0.5,2.73,2,0.25,0.0125,500,40,0.312,1.08849
1500,25,0.5,2.73,2,0.25,0.0125,500,60,0.31225,1.07377
2000,25,0.5,2.73,2,0.25,0.0125,500,80,0.31425,1.07181
2500,25,0.5,2.73,2,0.25,0.0125,500,100,0.325,1.06148
3000,25,0.5,2.73,2,0.25,0.0125,500,120,0.318,1.05027
1000,50,0.5,2.73,2,0.25,0.0125,500,20,0.49875,0.73172
1500,50,0.5,2.73,2,0.25,0.0125,500,30,0.54075,0.70948
2000,50,0.5,2.73,2,0.25,0.0125,500,40,0.5325,0.69855
2500,50,0.5,2.73,2,0.25,0.0125,500,50,0.55475,0.68199
3000,50,0.5,2.73,2,0.25,0.0125,500,60,0.5555,0.67825
1000,100,0.5,2.73,2,0.25,0.0125,500,10,0.78075,0.51936
1500,100,0.5,2.73,2,0.25,0.0125,500,15,0.81225,0.4938
2000,100,0.5,2.73,2,0.25,0.0125,500,20,0.82975,0.47712
2500,100,0.5,2.73,2,0.25,0.0125,500,25,0.849,0.46894
3000,100,0.5,2.73,2,0.25,0.0125,500,30,0.86375,0.45958
