n,n.communities,p,community.var,or,r,alpha,n.sim,n.per.community,prop.drivers,or.margin.of.error
500,25,0.1,2.73,1,0.25,0.0125,1000,20,0.0346249999999999,1.2111053009638
1000,25,0.1,2.73,1,0.25,0.0125,1000,40,0.03575,1.11063699204163
1500,25,0.1,2.73,1,0.25,0.0125,1000,60,0.03475,1.07186630188791
2000,25,0.1,2.73,1,0.25,0.0125,1000,80,0.035,1.05166974751656
500,50,0.1,2.73,1,0.25,0.0125,1000,10,0.01975,0.827325057702748
1000,50,0.1,2.73,1,0.25,0.0125,1000,20,0.0216250000000001,0.747054464012632
1500,50,0.1,2.73,1,0.25,0.0125,1000,30,0.023125,0.70981947929579
2000,50,0.1,2.73,1,0.25,0.0125,1000,40,0.02175,0.689450471064495
500,100,0.1,2.73,1,0.25,0.0125,1000,5,0.0166250000000001,0.60728521952231
1000,100,0.1,2.73,1,0.25,0.0125,1000,10,0.01825,0.523103868978202
1500,100,0.1,2.73,1,0.25,0.0125,1000,15,0.015625,0.49236663798299
2000,100,0.1,2.73,1,0.25,0.0125,1000,20,0.0185,0.476240366065086
500,25,0.5,2.73,1,0.25,0.0125,1000,20,0.033125,1.09139652325016
1000,25,0.5,2.73,1,0.25,0.0125,1000,40,0.0340000000000001,1.04013064570169
1500,25,0.5,2.73,1,0.25,0.0125,1000,60,0.0346249999999999,1.0282605454271
2000,25,0.5,2.73,1,0.25,0.0125,1000,80,0.038875,1.01506065626818
500,50,0.5,2.73,1,0.25,0.0125,1000,10,0.020875,0.726970012285643
1000,50,0.5,2.73,1,0.25,0.0125,1000,20,0.020875,0.678021569507414
1500,50,0.5,2.73,1,0.25,0.0125,1000,30,0.021875,0.663563250258917
2000,50,0.5,2.73,1,0.25,0.0125,1000,40,0.02125,0.657899463806082
500,100,0.5,2.73,1,0.25,0.0125,1000,5,0.017625,0.502461371498302
1000,100,0.5,2.73,1,0.25,0.0125,1000,10,0.013875,0.46615910300695
1500,100,0.5,2.73,1,0.25,0.0125,1000,15,0.013625,0.449495492251942
2000,100,0.5,2.73,1,0.25,0.0125,1000,20,0.018625,0.443326957569741
500,25,0.1,2.73,1.25,0.25,0.0125,1000,20,0.06175,1.20613370810169
1000,25,0.1,2.73,1.25,0.25,0.0125,1000,40,0.057875,1.12356488145925
1500,25,0.1,2.73,1.25,0.25,0.0125,1000,60,0.061125,1.09562638169836
2000,25,0.1,2.73,1.25,0.25,0.0125,1000,80,0.06675,1.06384134261022
500,50,0.1,2.73,1.25,0.25,0.0125,1000,10,0.0518750000000001,0.828008785368354
1000,50,0.1,2.73,1.25,0.25,0.0125,1000,20,0.060625,0.742039353452757
1500,50,0.1,2.73,1.25,0.25,0.0125,1000,30,0.06625,0.71945715701747
2000,50,0.1,2.73,1.25,0.25,0.0125,1000,40,0.0645000000000001,0.695316791115973
500,100,0.1,2.73,1.25,0.25,0.0125,1000,5,0.0630000000000001,0.615373925496355
1000,100,0.1,2.73,1.25,0.25,0.0125,1000,10,0.0795,0.529301837522623
1500,100,0.1,2.73,1.25,0.25,0.0125,1000,15,0.0958749999999999,0.500024973534663
2000,100,0.1,2.73,1.25,0.25,0.0125,1000,20,0.0920000000000001,0.480722160078119
500,25,0.5,2.73,1.25,0.25,0.0125,1000,20,0.06225,1.08758460307511
1000,25,0.5,2.73,1.25,0.25,0.0125,1000,40,0.062625,1.04718303956368
1500,25,0.5,2.73,1.25,0.25,0.0125,1000,60,0.0569999999999999,1.03150195849963
2000,25,0.5,2.73,1.25,0.25,0.0125,1000,80,0.0652500000000001,1.01121751544471
