n,n.communities,p,community.var,or,r,alpha,n.sim,n.per.community,prop.drivers,or.margin.of.error
2000,50,0.5,2.73,1.25,0.25,0.0125,500,40,0.0685,0.66056
2500,50,0.5,2.73,1.25,0.25,0.0125,500,50,0.0705,0.656
3000,50,0.5,2.73,1.25,0.25,0.0125,500,60,0.07,0.64794
1000,100,0.5,2.73,1.25,0.25,0.0125,500,10,0.10175,0.46992
1500,100,0.5,2.73,1.25,0.25,0.0125,500,15,0.10675,0.45577
2000,100,0.5,2.73,1.25,0.25,0.0125,500,20,0.11225,0.44583
2500,100,0.5,2.73,1.25,0.25,0.0125,500,25,0.10275,0.44101
3000,100,0.5,2.73,1.25,0.25,0.0125,500,30,0.12425,0.43325
1000,25,0.1,2.73,1.5,0.25,0.0125,500,40,0.1175,1.14474
1500,25,0.1,2.73,1.5,0.25,0.0125,500,60,0.1185,1.10659
2000,25,0.1,2.73,1.5,0.25,0.0125,500,80,0.128,1.09146
2500,25,0.1,2.73,1.5,0.25,0.0125,500,100,0.12925,1.06523
3000,25,0.1,2.73,1.5,0.25,0.0125,500,120,0.1245,1.05542
1000,50,0.1,2.73,1.5,0.25,0.0125,500,20,0.155,0.76442
1500,50,0.1,2.73,1.5,0.25,0.0125,500,30,0.176,0.73325
2000,50,0.1,2.73,1.5,0.25,0.0125,500,40,0.18125,0.71075
2500,50,0.1,2.73,1.5,0.25,0.0125,500,50,0.18125,0.69824
3000,50,0.1,2.73,1.5,0.25,0.0125,500,60,0.20225,0.68684
1000,100,0.1,2.73,1.5,0.25,0.0125,500,10,0.26775,0.54472
1500,100,0.1,2.73,1.5,0.25,0.0125,500,15,0.3055,0.51039
2000,100,0.1,2.73,1.5,0.25,0.0125,500,20,0.32425,0.49255
2500,100,0.1,2.73,1.5,0.25,0.0125,500,25,0.3385,0.48104
3000,100,0.1,2.73,1.5,0.25,0.0125,500,30,0.3425,0.47199
1000,25,0.5,2.73,1.5,0.25,0.0125,500,40,0.1235,1.05892
1500,25,0.5,2.73,1.5,0.25,0.0125,500,60,0.12425,1.04923
2000,25,0.5,2.73,1.5,0.25,0.0125,500,80,0.133,1.04357
2500,25,0.5,2.73,1.5,0.25,0.0125,500,100,0.141,1.00852
3000,25,0.5,2.73,1.5,0.25,0.0125,500,120,0.13,1.03305
1000,50,0.5,2.73,1.5,0.25,0.0125,500,20,0.18175,0.69789
1500,50,0.5,2.73,1.5,0.25,0.0125,500,30,0.195,0.67872
2000,50,0.5,2.73,1.5,0.25,0.0125,500,40,0.19575,0.67293
2500,50,0.5,2.73,1.5,0.25,0.0125,500,50,0.1945,0.66838
3000,50,0.5,2.73,1.5,0.25,0.0125,500,60,0.204,0.65404
1000,100,0.5,2.73,1.5,0.25,0.0125,500,10,0.328,0.48132
1500,100,0.5,2.73,1.5,0.25,0.0125,500,15,0.35075,0.46181
2000,100,0.5,2.73,1.5,0.25,0.0125,500,20,0.376,0.45148
2500,100,0.5,2.73,1.5,0.25,0.0125,500,25,0.37675,0.44455
3000,100,0.5,2.73,1.5,0.25,0.0125,500,30,0.38375,0.44189
1000,25,0.1,2.73,1.75,0.25,0.0125,500,40,0.1915,1.16596
1500,25,0.1,2.73,1.75,0.25,0.0125,500,60,0.192,1.12554
2000,25,0.1,2.73,1.75,0.25,0.0125,500,80,0.20625,1.09516
2500,25,0.1,2.73,1.75,0.25,0.0125,500,100,0.22,1.08513
3000,25,0.1,2.73,1.75,0.25,0.0125,500,120,0.2135,1.07194
1000,50,0.1,2.73,1.75,0.25,0.0125,500,20,0.284,0.78992
1500,50,0.1,2.73,1.75,0.25,0.0125,500,30,0.321,0.75164
2000,50,0.1,2.73,1.75,0.25,0.0125,500,40,0.33725,0.73439
2500,50,0.1,2.73,1.75,0.25,0.0125,500,50,0.361,0.71231
3000,50,0.1,2.73,1.75,0.25,0.0125,500,60,0.349,0.70065
1000,100,0.1,2.73,1.75,0.25,0.0125,500,10,0.49325,0.55898
1500,100,0.1,2.73,1.75,0.25,0.0125,500,15,0.55425,0.52355
2000,100,0.1,2.73,1.75,0.25,0.0125,500,20,0.57575,0.50778
2500,100,0.1,2.73,1.75,0.25,0.0125,500,25,0.603,0.49196
3000,100,0.1,2.73,1.75,0.25,0.0125,500,30,0.6255,0.48573
1000,25,0.5,2.73,1.75,0.25,0.0125,500,40,0.20375,1.09041
1500,25,0.5,2.73,1.75,0.25,0.0125,500,60,0.209,1.06262
2000,25,0.5,2.73,1.75,0.25,0.0125,500,80,0.21975,1.04731
2500,25,0.5,2.73,1.75,0.25,0.0125,500,100,0.2235,1.03036
3000,25,0.5,2.73,1.75,0.25,0.0125,500,120,0.2155,1.02965
1000,50,0.5,2.73,1.75,0.25,0.0125,500,20,0.34025,0.71937
1500,50,0.5,2.73,1.75,0.25,0.0125,500,30,0.3655,0.69375
2000,50,0.5,2.73,1.75,0.25,0.0125,500,40,0.366,0.68466
2500,50,0.5,2.73,1.75,0.25,0.0125,500,50,0.38075,0.67337
3000,50,0.5,2.73,1.75,0.25,0.0125,500,60,0.397,0.66867
1000,100,0.5,2.73,1.75,0.25,0.0125,500,10,0.586,0.4988
1500,100,0.5,2.73,1.75,0.25,0.0125,500,15,0.63425,0.47745
2000,100,0.5,2.73,1.75,0.25,0.0125,500,20,0.6475,0.46364
2500,100,0.5,2.73,1.75,0.25,0.0125,500,25,0.6665,0.45548
3000,100,0.5,2.73,1.75,0.25,0.0125,500,30,0.67375,0.44874
1000,25,0.1,2.73,2,0.25,0.0125,500,40,0.2655,1.20923
1500,25,0.1,2.73,2,0.25,0.0125,500,60,0.2765,1.17365
2000,25,0.1,2.73,2,0.25,0.0125,500,80,0.292,1.1285
2500,25,0.1,2.73,2,0.25,0.0125,500,100,0.30025,1.1063
3000,25,0.1,2.73,2,0.25,0.0125,500,120,0.31725,1.08966
1000,50,0.1,2.73,2,0.25,0.0125,500,20,0.442,0.81457
1500,50,0.1,2.73,2,0.25,0.0125,500,30,0.4755,0.76099
2000,50,0.1,2.73,2,0.25,0.0125,500,40,0.4965,0.73931
2500,50,0.1,2.73,2,0.25,0.0125,500,50,0.4995,0.73796
3000,50,0.1,2.73,2,0.25,0.0125,500,60,0.50575,0.72542
1000,100,0.1,2.73,2,0.25,0.0125,500,10,0.69425,0.58262
1500,100,0.1,2.73,2,0.25,0.0125,500,15,0.74075,0.54198
2000,100,0.1,2.73,2,0.25,0.0125,500,20,0.77825,0.5192
2500,100,0.1,2.73,2,0.25,0.0125,500,25,0.79375,0.50907
3000,100,0.1,2.73,2,0.25,0.0125,500,30,0.80575,0.49629
1000,25,0.5,2.73,2,0.25,0.0125,500,40,0.30175,1.11585
1500,25,0.5,2.73,2,0.25,0.0125,500,60,0.3045,1.0965
2000,25,0.5,2.73,2,0.25,0.0125,500,80,0.31975,1.05119
2500,25,0.5,2.73,2,0.25,0.0125,500,100,0.32575,1.04842
3000,25,0.5,2.73,2,0.25,0.0125,500,120,0.332,1.03338
1000,50,0.5,2.73,2,0.25,0.0125,500,20,0.51325,0.739
1500,50,0.5,2.73,2,0.25,0.0125,500,30,0.53,0.70585
2000,50,0.5,2.73,2,0.25,0.0125,500,40,0.54675,0.68883
2500,50,0.5,2.73,2,0.25,0.0125,500,50,0.55125,0.68023
3000,50,0.5,2.73,2,0.25,0.0125,500,60,0.56775,0.6823
1000,100,0.5,2.73,2,0.25,0.0125,500,10,0.7885,0.51673
1500,100,0.5,2.73,2,0.25,0.0125,500,15,0.82125,0.49006
2000,100,0.5,2.73,2,0.25,0.0125,500,20,0.85025,0.47335
2500,100,0.5,2.73,2,0.25,0.0125,500,25,0.84875,0.4655
3000,100,0.5,2.73,2,0.25,0.0125,500,30,0.859,0.46133
