n,p,or,r,alpha,n.sim,prop.drivers
500,0.05,1,0.25,0.00625,1000,0.007875
1000,0.05,1,0.25,0.00625,1000,0.005
1500,0.05,1,0.25,0.00625,1000,0.006
2000,0.05,1,0.25,0.00625,1000,0.00575
2500,0.05,1,0.25,0.00625,1000,0.006125
3000,0.05,1,0.25,0.00625,1000,0.007625
500,0.1,1,0.25,0.00625,1000,0.004625
1000,0.1,1,0.25,0.00625,1000,0.004625
1500,0.1,1,0.25,0.00625,1000,0.00625
2000,0.1,1,0.25,0.00625,1000,0.006375
2500,0.1,1,0.25,0.00625,1000,0.006
3000,0.1,1,0.25,0.00625,1000,0.00575
500,0.15,1,0.25,0.00625,1000,0.0055
1000,0.15,1,0.25,0.00625,1000,0.00675
1500,0.15,1,0.25,0.00625,1000,0.007
2000,0.15,1,0.25,0.00625,1000,0.0055
2500,0.15,1,0.25,0.00625,1000,0.007125
3000,0.15,1,0.25,0.00625,1000,0.00625
500,0.2,1,0.25,0.00625,1000,0.00775
1000,0.2,1,0.25,0.00625,1000,0.006875
1500,0.2,1,0.25,0.00625,1000,0.006
2000,0.2,1,0.25,0.00625,1000,0.006875
2500,0.2,1,0.25,0.00625,1000,0.006375
3000,0.2,1,0.25,0.00625,1000,0.0065
500,0.25,1,0.25,0.00625,1000,0.006875
1000,0.25,1,0.25,0.00625,1000,0.0065
1500,0.25,1,0.25,0.00625,1000,0.006125
2000,0.25,1,0.25,0.00625,1000,0.006125
2500,0.25,1,0.25,0.00625,1000,0.00725
3000,0.25,1,0.25,0.00625,1000,0.006625
500,0.3,1,0.25,0.00625,1000,0.005875
1000,0.3,1,0.25,0.00625,1000,0.0055
1500,0.3,1,0.25,0.00625,1000,0.005
2000,0.3,1,0.25,0.00625,1000,0.005125
2500,0.3,1,0.25,0.00625,1000,0.00625
3000,0.3,1,0.25,0.00625,1000,0.0055
500,0.05,1.25,0.25,0.00625,1000,0.032125
1000,0.05,1.25,0.25,0.00625,1000,0.07575
1500,0.05,1.25,0.25,0.00625,1000,0.131875
2000,0.05,1.25,0.25,0.00625,1000,0.19275
2500,0.05,1.25,0.25,0.00625,1000,0.26075
3000,0.05,1.25,0.25,0.00625,1000,0.334
500,0.1,1.25,0.25,0.00625,1000,0.066625
1000,0.1,1.25,0.25,0.00625,1000,0.165
1500,0.1,1.25,0.25,0.00625,1000,0.27525
2000,0.1,1.25,0.25,0.00625,1000,0.391375
2500,0.1,1.25,0.25,0.00625,1000,0.484625
3000,0.1,1.25,0.25,0.00625,1000,0.561375
500,0.15,1.25,0.25,0.00625,1000,0.092
1000,0.15,1.25,0.25,0.00625,1000,0.242125
1500,0.15,1.25,0.25,0.00625,1000,0.39175
2000,0.15,1.25,0.25,0.00625,1000,0.519375
2500,0.15,1.25,0.25,0.00625,1000,0.61875
3000,0.15,1.25,0.25,0.00625,1000,0.690625
500,0.2,1.25,0.25,0.00625,1000,0.128625
1000,0.2,1.25,0.25,0.00625,1000,0.305875
1500,0.2,1.25,0.25,0.00625,1000,0.48325
2000,0.2,1.25,0.25,0.00625,1000,0.60725
2500,0.2,1.25,0.25,0.00625,1000,0.68925
3000,0.2,1.25,0.25,0.00625,1000,0.7435
500,0.25,1.25,0.25,0.00625,1000,0.14775
1000,0.25,1.25,0.25,0.00625,1000,0.357625
1500,0.25,1.25,0.25,0.00625,1000,0.53675
2000,0.25,1.25,0.25,0.00625,1000,0.662
2500,0.25,1.25,0.25,0.00625,1000,0.727
3000,0.25,1.25,0.25,0.00625,1000,0.774625
500,0.3,1.25,0.25,0.00625,1000,0.16175
1000,0.3,1.25,0.25,0.00625,1000,0.393
1500,0.3,1.25,0.25,0.00625,1000,0.578
2000,0.3,1.25,0.25,0.00625,1000,0.69025
2500,0.3,1.25,0.25,0.00625,1000,0.757625
3000,0.3,1.25,0.25,0.00625,1000,0.789875
500,0.05,1.5,0.25,0.00625,1000,0.184125
1000,0.05,1.5,0.25,0.00625,1000,0.427
1500,0.05,1.5,0.25,0.00625,1000,0.620125
2000,0.05,1.5,0.25,0.00625,1000,0.71375
2500,0.05,1.5,0.25,0.00625,1000,0.767375
3000,0.05,1.5,0.25,0.00625,1000,0.789875
500,0.1,1.5,0.25,0.00625,1000,0.316125
