n,p,or,r,alpha,n.sim,prop.drivers
1000,0.15,1.5,0.25,0.005,1000,0.6546
1500,0.15,1.5,0.25,0.005,1000,0.7618
2000,0.15,1.5,0.25,0.005,1000,0.8024
2500,0.15,1.5,0.25,0.005,1000,0.8374
3000,0.15,1.5,0.25,0.005,1000,0.8622
1000,0.2,1.5,0.25,0.005,1000,0.6988
1500,0.2,1.5,0.25,0.005,1000,0.782
2000,0.2,1.5,0.25,0.005,1000,0.8282
2500,0.2,1.5,0.25,0.005,1000,0.8603
3000,0.2,1.5,0.25,0.005,1000,0.8895
1000,0.25,1.5,0.25,0.005,1000,0.7195
1500,0.25,1.5,0.25,0.005,1000,0.795
2000,0.25,1.5,0.25,0.005,1000,0.8392
2500,0.25,1.5,0.25,0.005,1000,0.8748
3000,0.25,1.5,0.25,0.005,1000,0.9032
1000,0.3,1.5,0.25,0.005,1000,0.73
1500,0.3,1.5,0.25,0.005,1000,0.8049
2000,0.3,1.5,0.25,0.005,1000,0.8563
2500,0.3,1.5,0.25,0.005,1000,0.8869
3000,0.3,1.5,0.25,0.005,1000,0.918
1000,0.05,1.75,0.25,0.005,1000,0.687
1500,0.05,1.75,0.25,0.005,1000,0.778
2000,0.05,1.75,0.25,0.005,1000,0.8118
2500,0.05,1.75,0.25,0.005,1000,0.8447
3000,0.05,1.75,0.25,0.005,1000,0.8722
1000,0.1,1.75,0.25,0.005,1000,0.7565
1500,0.1,1.75,0.25,0.005,1000,0.8204
2000,0.1,1.75,0.25,0.005,1000,0.8628
2500,0.1,1.75,0.25,0.005,1000,0.8909
3000,0.1,1.75,0.25,0.005,1000,0.9205
1000,0.15,1.75,0.25,0.005,1000,0.7839
1500,0.15,1.75,0.25,0.005,1000,0.8439
2000,0.15,1.75,0.25,0.005,1000,0.8904
2500,0.15,1.75,0.25,0.005,1000,0.9225
3000,0.15,1.75,0.25,0.005,1000,0.9474
1000,0.2,1.75,0.25,0.005,1000,0.7989
1500,0.2,1.75,0.25,0.005,1000,0.8601
2000,0.2,1.75,0.25,0.005,1000,0.9082
2500,0.2,1.75,0.25,0.005,1000,0.9417
3000,0.2,1.75,0.25,0.005,1000,0.9601
1000,0.25,1.75,0.25,0.005,1000,0.8081
1500,0.25,1.75,0.25,0.005,1000,0.8723
2000,0.25,1.75,0.25,0.005,1000,0.9171
2500,0.25,1.75,0.25,0.005,1000,0.9513
3000,0.25,1.75,0.25,0.005,1000,0.9688
1000,0.3,1.75,0.25,0.005,1000,0.8232
1500,0.3,1.75,0.25,0.005,1000,0.8842
2000,0.3,1.75,0.25,0.005,1000,0.9296
2500,0.3,1.75,0.25,0.005,1000,0.9599
3000,0.3,1.75,0.25,0.005,1000,0.9772
1000,0.05,2,0.25,0.005,1000,0.7761
1500,0.05,2,0.25,0.005,1000,0.8339
2000,0.05,2,0.25,0.005,1000,0.8789
2500,0.05,2,0.25,0.005,1000,0.9116
3000,0.05,2,0.25,0.005,1000,0.9315
1000,0.1,2,0.25,0.005,1000,0.8153
1500,0.1,2,0.25,0.005,1000,0.8754
2000,0.1,2,0.25,0.005,1000,0.9172
2500,0.1,2,0.25,0.005,1000,0.9482
3000,0.1,2,0.25,0.005,1000,0.9686
1000,0.15,2,0.25,0.005,1000,0.83
1500,0.15,2,0.25,0.005,1000,0.8956
2000,0.15,2,0.25,0.005,1000,0.941
2500,0.15,2,0.25,0.005,1000,0.9629
3000,0.15,2,0.25,0.005,1000,0.9797
1000,0.2,2,0.25,0.005,1000,0.8473
1500,0.2,2,0.25,0.005,1000,0.9117
2000,0.2,2,0.25,0.005,1000,0.9504
2500,0.2,2,0.25,0.005,1000,0.9762
3000,0.2,2,0.25,0.005,1000,0.9871
1000,0.25,2,0.25,0.005,1000,0.8592
1500,0.25,2,0.25,0.005,1000,0.9224
2000,0.25,2,0.25,0.005,1000,0.96
2500,0.25,2,0.25,0.005,1000,0.981
3000,0.25,2,0.25,0.005,1000,0.9906
1000,0.3,2,0.25,0.005,1000,0.8701
1500,0.3,2,0.25,0.005,1000,0.9301
2000,0.3,2,0.25,0.005,1000,0.9646
2500,0.3,2,0.25,0.005,1000,0.982
3000,0.3,2,0.25,0.005,1000,0.9927
