n,p,or,r,alpha,n.sim,prop.drivers
2000,0.15,1.75,0.25,0.005,1000,0.8392
2500,0.15,1.75,0.25,0.005,1000,0.8859
3000,0.15,1.75,0.25,0.005,1000,0.9195
500,0.2,1.75,0.25,0.005,1000,0.5584
1000,0.2,1.75,0.25,0.005,1000,0.731
1500,0.2,1.75,0.25,0.005,1000,0.8074
2000,0.2,1.75,0.25,0.005,1000,0.865
2500,0.2,1.75,0.25,0.005,1000,0.9106
3000,0.2,1.75,0.25,0.005,1000,0.944
500,0.25,1.75,0.25,0.005,1000,0.5813
1000,0.25,1.75,0.25,0.005,1000,0.7524
1500,0.25,1.75,0.25,0.005,1000,0.8252
2000,0.25,1.75,0.25,0.005,1000,0.8907
2500,0.25,1.75,0.25,0.005,1000,0.9273
3000,0.25,1.75,0.25,0.005,1000,0.9608
500,0.3,1.75,0.25,0.005,1000,0.6068
1000,0.3,1.75,0.25,0.005,1000,0.7582
1500,0.3,1.75,0.25,0.005,1000,0.8443
2000,0.3,1.75,0.25,0.005,1000,0.9096
2500,0.3,1.75,0.25,0.005,1000,0.9427
3000,0.3,1.75,0.25,0.005,1000,0.9719
500,0.05,2,0.25,0.005,1000,0.4724
1000,0.05,2,0.25,0.005,1000,0.6841
1500,0.05,2,0.25,0.005,1000,0.7502
2000,0.05,2,0.25,0.005,1000,0.7994
2500,0.05,2,0.25,0.005,1000,0.846
3000,0.05,2,0.25,0.005,1000,0.8829
500,0.1,2,0.25,0.005,1000,0.5868
1000,0.1,2,0.25,0.005,1000,0.7356
1500,0.1,2,0.25,0.005,1000,0.8145
2000,0.1,2,0.25,0.005,1000,0.8735
2500,0.1,2,0.25,0.005,1000,0.9145
3000,0.1,2,0.25,0.005,1000,0.9455
500,0.15,2,0.25,0.005,1000,0.6265
1000,0.15,2,0.25,0.005,1000,0.7676
1500,0.15,2,0.25,0.005,1000,0.8479
2000,0.15,2,0.25,0.005,1000,0.9071
2500,0.15,2,0.25,0.005,1000,0.9457
3000,0.15,2,0.25,0.005,1000,0.9701
500,0.2,2,0.25,0.005,1000,0.65
1000,0.2,2,0.25,0.005,1000,0.7927
1500,0.2,2,0.25,0.005,1000,0.8701
2000,0.2,2,0.25,0.005,1000,0.9328
2500,0.2,2,0.25,0.005,1000,0.9638
3000,0.2,2,0.25,0.005,1000,0.9824
500,0.25,2,0.25,0.005,1000,0.6696
1000,0.25,2,0.25,0.005,1000,0.8138
1500,0.25,2,0.25,0.005,1000,0.8917
2000,0.25,2,0.25,0.005,1000,0.9473
2500,0.25,2,0.25,0.005,1000,0.9748
3000,0.25,2,0.25,0.005,1000,0.9883
500,0.3,2,0.25,0.005,1000,0.6807
1000,0.3,2,0.25,0.005,1000,0.8246
1500,0.3,2,0.25,0.005,1000,0.91
2000,0.3,2,0.25,0.005,1000,0.9569
2500,0.3,2,0.25,0.005,1000,0.9809
3000,0.3,2,0.25,0.005,1000,0.9928
