n,n.communities,p,community.var,or,r,alpha,n.sim,n.per.community,prop.drivers,or.margin.of.error
1400,30,0.1,2.73,1.25,0.25,0.0125,50,47,0.0575,0.9492
1500,30,0.1,2.73,1.25,0.25,0.0125,50,50,0.075,0.98353
1600,30,0.1,2.73,1.25,0.25,0.0125,50,53,0.06,0.94344
1700,30,0.1,2.73,1.25,0.25,0.0125,50,57,0.06,1.01109
1800,30,0.1,2.73,1.25,0.25,0.0125,50,60,0.05,0.94593
1900,30,0.1,2.73,1.25,0.25,0.0125,50,63,0.05,0.98613
2000,30,0.1,2.73,1.25,0.25,0.0125,50,67,0.065,0.88151
1200,20,0.5,2.73,1.25,0.25,0.0125,50,60,0.065,1.1428
1300,20,0.5,2.73,1.25,0.25,0.0125,50,65,0.07,1.18859
1400,20,0.5,2.73,1.25,0.25,0.0125,50,70,0.075,1.14598
1500,20,0.5,2.73,1.25,0.25,0.0125,50,75,0.065,1.17455
1600,20,0.5,2.73,1.25,0.25,0.0125,50,80,0.09,1.17478
1700,20,0.5,2.73,1.25,0.25,0.0125,50,85,0.0775,1.21488
1800,20,0.5,2.73,1.25,0.25,0.0125,50,90,0.0575,1.21018
1900,20,0.5,2.73,1.25,0.25,0.0125,50,95,0.0625,1.1885
2000,20,0.5,2.73,1.25,0.25,0.0125,50,100,0.1075,1.1365
1200,22,0.5,2.73,1.25,0.25,0.0125,50,55,0.06,1.16037
1300,22,0.5,2.73,1.25,0.25,0.0125,50,59,0.05,1.12714
1400,22,0.5,2.73,1.25,0.25,0.0125,50,64,0.08,1.04826
1500,22,0.5,2.73,1.25,0.25,0.0125,50,68,0.0725,1.11467
1600,22,0.5,2.73,1.25,0.25,0.0125,50,73,0.0825,1.15902
1700,22,0.5,2.73,1.25,0.25,0.0125,50,77,0.0725,1.11738
1800,22,0.5,2.73,1.25,0.25,0.0125,50,82,0.085,1.10109
1900,22,0.5,2.73,1.25,0.25,0.0125,50,86,0.065,1.15651
2000,22,0.5,2.73,1.25,0.25,0.0125,50,91,0.0675,1.10779
1200,24,0.5,2.73,1.25,0.25,0.0125,50,50,0.045,1.04151
1300,24,0.5,2.73,1.25,0.25,0.0125,50,54,0.0475,1.1205
1400,24,0.5,2.73,1.25,0.25,0.0125,50,58,0.08,1.0409
1500,24,0.5,2.73,1.25,0.25,0.0125,50,62,0.0675,1.08627
1600,24,0.5,2.73,1.25,0.25,0.0125,50,67,0.09,1.05133
1700,24,0.5,2.73,1.25,0.25,0.0125,50,71,0.0875,1.01889
1800,24,0.5,2.73,1.25,0.25,0.0125,50,75,0.065,1.05566
1900,24,0.5,2.73,1.25,0.25,0.0125,50,79,0.0575,1.01546
2000,24,0.5,2.73,1.25,0.25,0.0125,50,83,0.0375,1.10226
1200,26,0.5,2.73,1.25,0.25,0.0125,50,46,0.07,1.03351
1300,26,0.5,2.73,1.25,0.25,0.0125,50,50,0.0375,1.08286
1400,26,0.5,2.73,1.25,0.25,0.0125,50,54,0.0625,1.00469
1500,26,0.5,2.73,1.25,0.25,0.0125,50,58,0.06,0.99148
1600,26,0.5,2.73,1.25,0.25,0.0125,50,62,0.0525,1.02225
1700,26,0.5,2.73,1.25,0.25,0.0125,50,65,0.045,0.98778
1800,26,0.5,2.73,1.25,0.25,0.0125,50,69,0.0525,0.9604
1900,26,0.5,2.73,1.25,0.25,0.0125,50,73,0.0425,1.03823
2000,26,0.5,2.73,1.25,0.25,0.0125,50,77,0.055,1.03507
1200,28,0.5,2.73,1.25,0.25,0.0125,50,43,0.0325,0.99505
1300,28,0.5,2.73,1.25,0.25,0.0125,50,46,0.06,0.98177
1400,28,0.5,2.73,1.25,0.25,0.0125,50,50,0.07,0.98553
1500,28,0.5,2.73,1.25,0.25,0.0125,50,54,0.0725,0.94934
1600,28,0.5,2.73,1.25,0.25,0.0125,50,57,0.055,0.95451
1700,28,0.5,2.73,1.25,0.25,0.0125,50,61,0.0775,0.93622
1800,28,0.5,2.73,1.25,0.25,0.0125,50,64,0.055,0.98168
1900,28,0.5,2.73,1.25,0.25,0.0125,50,68,0.055,0.96764
2000,28,0.5,2.73,1.25,0.25,0.0125,50,71,0.08,0.91268
1200,30,0.5,2.73,1.25,0.25,0.0125,50,40,0.04,0.90108
1300,30,0.5,2.73,1.25,0.25,0.0125,50,43,0.065,0.87953
1400,30,0.5,2.73,1.25,0.25,0.0125,50,47,0.0525,0.93236
1500,30,0.5,2.73,1.25,0.25,0.0125,50,50,0.0925,0.88244
1600,30,0.5,2.73,1.25,0.25,0.0125,50,53,0.0575,0.89435
1700,30,0.5,2.73,1.25,0.25,0.0125,50,57,0.06,0.90019
1800,30,0.5,2.73,1.25,0.25,0.0125,50,60,0.05,0.88058
1900,30,0.5,2.73,1.25,0.25,0.0125,50,63,0.06,0.88223
2000,30,0.5,2.73,1.25,0.25,0.0125,50,67,0.0625,0.86523
1200,20,0.1,2.73,1.5,0.25,0.0125,50,60,0.0925,1.30164
1300,20,0.1,2.73,1.5,0.25,0.0125,50,65,0.0875,1.41213
1400,20,0.1,2.73,1.5,0.25,0.0125,50,70,0.1025,1.32404
1500,20,0.1,2.73,1.5,0.25,0.0125,50,75,0.13,1.27367
1600,20,0.1,2.73,1.5,0.25,0.0125,50,80,0.12,1.26398
1700,20,0.1,2.73,1.5,0.25,0.0125,50,85,0.095,1.2508
1800,20,0.1,2.73,1.5,0.25,0.0125,50,90,0.1125,1.27134
1900,20,0.1,2.73,1.5,0.25,0.0125,50,95,0.12,1.21721
2000,20,0.1,2.73,1.5,0.25,0.0125,50,100,0.15,1.24883
1200,22,0.1,2.73,1.5,0.25,0.0125,50,55,0.155,1.16657
1300,22,0.1,2.73,1.5,0.25,0.0125,50,59,0.1075,1.23665
1400,22,0.1,2.73,1.5,0.25,0.0125,50,64,0.1075,1.24834
1500,22,0.1,2.73,1.5,0.25,0.0125,50,68,0.145,1.20766
1600,22,0.1,2.73,1.5,0.25,0.0125,50,73,0.135,1.20469
1700,22,0.1,2.73,1.5,0.25,0.0125,50,77,0.0975,1.13755
1800,22,0.1,2.73,1.5,0.25,0.0125,50,82,0.135,1.12236
1900,22,0.1,2.73,1.5,0.25,0.0125,50,86,0.1175,1.16985
2000,22,0.1,2.73,1.5,0.25,0.0125,50,91,0.1275,1.14084
1200,24,0.1,2.73,1.5,0.25,0.0125,50,50,0.15,1.1445
1300,24,0.1,2.73,1.5,0.25,0.0125,50,54,0.0825,1.11641
1400,24,0.1,2.73,1.5,0.25,0.0125,50,58,0.125,1.11465
1500,24,0.1,2.73,1.5,0.25,0.0125,50,62,0.13,1.11925
1600,24,0.1,2.73,1.5,0.25,0.0125,50,67,0.15,1.09389
1700,24,0.1,2.73,1.5,0.25,0.0125,50,71,0.1225,1.13889
1800,24,0.1,2.73,1.5,0.25,0.0125,50,75,0.1225,1.13777
1900,24,0.1,2.73,1.5,0.25,0.0125,50,79,0.1225,1.14067
2000,24,0.1,2.73,1.5,0.25,0.0125,50,83,0.1425,1.06491
1200,26,0.1,2.73,1.5,0.25,0.0125,50,46,0.115,1.09722
1300,26,0.1,2.73,1.5,0.25,0.0125,50,50,0.12,1.07588
1400,26,0.1,2.73,1.5,0.25,0.0125,50,54,0.1325,1.07361
1500,26,0.1,2.73,1.5,0.25,0.0125,50,58,0.1225,1.05108
1600,26,0.1,2.73,1.5,0.25,0.0125,50,62,0.11,1.07433
1700,26,0.1,2.73,1.5,0.25,0.0125,50,65,0.135,1.0016
1800,26,0.1,2.73,1.5,0.25,0.0125,50,69,0.11,1.051
1900,26,0.1,2.73,1.5,0.25,0.0125,50,73,0.1225,1.02411
2000,26,0.1,2.73,1.5,0.25,0.0125,50,77,0.1275,1.05875
1200,28,0.1,2.73,1.5,0.25,0.0125,50,43,0.13,1.04734
1300,28,0.1,2.73,1.5,0.25,0.0125,50,46,0.1425,1.00795
1400,28,0.1,2.73,1.5,0.25,0.0125,50,50,0.1225,1.01763
1500,28,0.1,2.73,1.5,0.25,0.0125,50,54,0.1425,1.02346
1600,28,0.1,2.73,1.5,0.25,0.0125,50,57,0.1425,0.99604
1700,28,0.1,2.73,1.5,0.25,0.0125,50,61,0.125,0.94955
1800,28,0.1,2.73,1.5,0.25,0.0125,50,64,0.1175,1.00548
1900,28,0.1,2.73,1.5,0.25,0.0125,50,68,0.1125,1.00395
2000,28,0.1,2.73,1.5,0.25,0.0125,50,71,0.16,1.02326
1200,30,0.1,2.73,1.5,0.25,0.0125,50,40,0.1375,1.00123
1300,30,0.1,2.73,1.5,0.25,0.0125,50,43,0.1225,0.94997
1400,30,0.1,2.73,1.5,0.25,0.0125,50,47,0.125,0.91976
1500,30,0.1,2.73,1.5,0.25,0.0125,50,50,0.135,1.02148
1600,30,0.1,2.73,1.5,0.25,0.0125,50,53,0.115,0.96605
1700,30,0.1,2.73,1.5,0.25,0.0125,50,57,0.155,0.96795
1800,30,0.1,2.73,1.5,0.25,0.0125,50,60,0.095,1.02658
1900,30,0.1,2.73,1.5,0.25,0.0125,50,63,0.145,0.98707
2000,30,0.1,2.73,1.5,0.25,0.0125,50,67,0.1575,0.97947
1200,20,0.5,2.73,1.5,0.25,0.0125,50,60,0.095,1.2335
1300,20,0.5,2.73,1.5,0.25,0.0125,50,65,0.1375,1.27648
1400,20,0.5,2.73,1.5,0.25,0.0125,50,70,0.13,1.22788
1500,20,0.5,2.73,1.5,0.25,0.0125,50,75,0.135,1.17314
1600,20,0.5,2.73,1.5,0.25,0.0125,50,80,0.1225,1.24459
1700,20,0.5,2.73,1.5,0.25,0.0125,50,85,0.1175,1.22399
1800,20,0.5,2.73,1.5,0.25,0.0125,50,90,0.1425,1.18283
1900,20,0.5,2.73,1.5,0.25,0.0125,50,95,0.12,1.21909
2000,20,0.5,2.73,1.5,0.25,0.0125,50,100,0.1325,1.20755
1200,22,0.5,2.73,1.5,0.25,0.0125,50,55,0.105,1.08795
1300,22,0.5,2.73,1.5,0.25,0.0125,50,59,0.1,1.15141
1400,22,0.5,2.73,1.5,0.25,0.0125,50,64,0.14,1.22198
1500,22,0.5,2.73,1.5,0.25,0.0125,50,68,0.13,1.13436
1600,22,0.5,2.73,1.5,0.25,0.0125,50,73,0.1475,1.12817
1700,22,0.5,2.73,1.5,0.25,0.0125,50,77,0.11,1.12172
1800,22,0.5,2.73,1.5,0.25,0.0125,50,82,0.135,1.14286
1900,22,0.5,2.73,1.5,0.25,0.0125,50,86,0.145,1.0869
2000,22,0.5,2.73,1.5,0.25,0.0125,50,91,0.125,1.13547
1200,24,0.5,2.73,1.5,0.25,0.0125,50,50,0.1425,1.04697
1300,24,0.5,2.73,1.5,0.25,0.0125,50,54,0.1425,1.06202
1400,24,0.5,2.73,1.5,0.25,0.0125,50,58,0.14,1.0738
1500,24,0.5,2.73,1.5,0.25,0.0125,50,62,0.12,1.05834
1600,24,0.5,2.73,1.5,0.25,0.0125,50,67,0.14,1.02713
1700,24,0.5,2.73,1.5,0.25,0.0125,50,71,0.1175,1.07309
1800,24,0.5,2.73,1.5,0.25,0.0125,50,75,0.1525,1.08356
1900,24,0.5,2.73,1.5,0.25,0.0125,50,79,0.1525,1.0034
2000,24,0.5,2.73,1.5,0.25,0.0125,50,83,0.1125,1.06829
1200,26,0.5,2.73,1.5,0.25,0.0125,50,46,0.155,0.99897
1300,26,0.5,2.73,1.5,0.25,0.0125,50,50,0.115,1.07265
1400,26,0.5,2.73,1.5,0.25,0.0125,50,54,0.1375,0.95471
1500,26,0.5,2.73,1.5,0.25,0.0125,50,58,0.1475,1.03525
1600,26,0.5,2.73,1.5,0.25,0.0125,50,62,0.145,0.95006
1700,26,0.5,2.73,1.5,0.25,0.0125,50,65,0.145,1.00324
1800,26,0.5,2.73,1.5,0.25,0.0125,50,69,0.1275,1.01836
1900,26,0.5,2.73,1.5,0.25,0.0125,50,73,0.14,1.0316
2000,26,0.5,2.73,1.5,0.25,0.0125,50,77,0.1275,1.00397
1200,28,0.5,2.73,1.5,0.25,0.0125,50,43,0.16,0.97585
1300,28,0.5,2.73,1.5,0.25,0.0125,50,46,0.175,0.95529
1400,28,0.5,2.73,1.5,0.25,0.0125,50,50,0.1375,0.94047
1500,28,0.5,2.73,1.5,0.25,0.0125,50,54,0.1325,0.94243
1600,28,0.5,2.73,1.5,0.25,0.0125,50,57,0.1475,0.98156
1700,28,0.5,2.73,1.5,0.25,0.0125,50,61,0.1575,0.92766
1800,28,0.5,2.73,1.5,0.25,0.0125,50,64,0.125,0.97246
1900,28,0.5,2.73,1.5,0.25,0.0125,50,68,0.135,0.95622
2000,28,0.5,2.73,1.5,0.25,0.0125,50,71,0.1625,0.9203
1200,30,0.5,2.73,1.5,0.25,0.0125,50,40,0.16,0.93182
1300,30,0.5,2.73,1.5,0.25,0.0125,50,43,0.11,0.95328
1400,30,0.5,2.73,1.5,0.25,0.0125,50,47,0.155,0.9747
1500,30,0.5,2.73,1.5,0.25,0.0125,50,50,0.1525,0.91194
1600,30,0.5,2.73,1.5,0.25,0.0125,50,53,0.14,0.92067
1700,30,0.5,2.73,1.5,0.25,0.0125,50,57,0.16,0.91416
1800,30,0.5,2.73,1.5,0.25,0.0125,50,60,0.15,0.93684
1900,30,0.5,2.73,1.5,0.25,0.0125,50,63,0.125,0.91034
2000,30,0.5,2.73,1.5,0.25,0.0125,50,67,0.135,0.91663
1200,20,0.1,2.73,1.75,0.25,0.0125,50,60,0.17,1.32418
1300,20,0.1,2.73,1.75,0.25,0.0125,50,65,0.1825,1.36935
1400,20,0.1,2.73,1.75,0.25,0.0125,50,70,0.1975,1.34952
1500,20,0.1,2.73,1.75,0.25,0.0125,50,75,0.205,1.2354
1600,20,0.1,2.73,1.75,0.25,0.0125,50,80,0.2025,1.29261
1700,20,0.1,2.73,1.75,0.25,0.0125,50,85,0.1725,1.30447
1800,20,0.1,2.73,1.75,0.25,0.0125,50,90,0.2125,1.23446
1900,20,0.1,2.73,1.75,0.25,0.0125,50,95,0.1875,1.25824
2000,20,0.1,2.73,1.75,0.25,0.0125,50,100,0.1825,1.26956
1200,22,0.1,2.73,1.75,0.25,0.0125,50,55,0.1725,1.32923
1300,22,0.1,2.73,1.75,0.25,0.0125,50,59,0.215,1.18731
1400,22,0.1,2.73,1.75,0.25,0.0125,50,64,0.1925,1.26516
1500,22,0.1,2.73,1.75,0.25,0.0125,50,68,0.17,1.19711
1600,22,0.1,2.73,1.75,0.25,0.0125,50,73,0.2,1.20424
1700,22,0.1,2.73,1.75,0.25,0.0125,50,77,0.1875,1.25026
1800,22,0.1,2.73,1.75,0.25,0.0125,50,82,0.1875,1.21465
1900,22,0.1,2.73,1.75,0.25,0.0125,50,86,0.2,1.2338
2000,22,0.1,2.73,1.75,0.25,0.0125,50,91,0.2025,1.20465
1200,24,0.1,2.73,1.75,0.25,0.0125,50,50,0.22,1.18622
1300,24,0.1,2.73,1.75,0.25,0.0125,50,54,0.1825,1.22043
1400,24,0.1,2.73,1.75,0.25,0.0125,50,58,0.1875,1.14714
1500,24,0.1,2.73,1.75,0.25,0.0125,50,62,0.195,1.10261
1600,24,0.1,2.73,1.75,0.25,0.0125,50,67,0.1975,1.16911
1700,24,0.1,2.73,1.75,0.25,0.0125,50,71,0.1775,1.14873
1800,24,0.1,2.73,1.75,0.25,0.0125,50,75,0.2025,1.13549
1900,24,0.1,2.73,1.75,0.25,0.0125,50,79,0.17,1.15395
2000,24,0.1,2.73,1.75,0.25,0.0125,50,83,0.16,1.15537
1200,26,0.1,2.73,1.75,0.25,0.0125,50,46,0.1675,1.11276
1300,26,0.1,2.73,1.75,0.25,0.0125,50,50,0.1775,1.15397
1400,26,0.1,2.73,1.75,0.25,0.0125,50,54,0.2025,1.12305
1500,26,0.1,2.73,1.75,0.25,0.0125,50,58,0.22,1.08066
1600,26,0.1,2.73,1.75,0.25,0.0125,50,62,0.2225,1.0597
1700,26,0.1,2.73,1.75,0.25,0.0125,50,65,0.215,1.07429
1800,26,0.1,2.73,1.75,0.25,0.0125,50,69,0.175,1.07587
1900,26,0.1,2.73,1.75,0.25,0.0125,50,73,0.22,1.06894
2000,26,0.1,2.73,1.75,0.25,0.0125,50,77,0.2125,1.06846
1200,28,0.1,2.73,1.75,0.25,0.0125,50,43,0.2125,1.01443
1300,28,0.1,2.73,1.75,0.25,0.0125,50,46,0.2175,1.067
1400,28,0.1,2.73,1.75,0.25,0.0125,50,50,0.2,1.02121
1500,28,0.1,2.73,1.75,0.25,0.0125,50,54,0.19,1.05412
1600,28,0.1,2.73,1.75,0.25,0.0125,50,57,0.2125,1.07142
1700,28,0.1,2.73,1.75,0.25,0.0125,50,61,0.195,1.04487
1800,28,0.1,2.73,1.75,0.25,0.0125,50,64,0.185,1.0465
1900,28,0.1,2.73,1.75,0.25,0.0125,50,68,0.1925,1.0227
2000,28,0.1,2.73,1.75,0.25,0.0125,50,71,0.2175,1.05281
1200,30,0.1,2.73,1.75,0.25,0.0125,50,40,0.215,1.01543
1300,30,0.1,2.73,1.75,0.25,0.0125,50,43,0.215,1.01589
1400,30,0.1,2.73,1.75,0.25,0.0125,50,47,0.2475,1.02236
1500,30,0.1,2.73,1.75,0.25,0.0125,50,50,0.1975,1.02531
1600,30,0.1,2.73,1.75,0.25,0.0125,50,53,0.2,0.97839
1700,30,0.1,2.73,1.75,0.25,0.0125,50,57,0.245,0.94393
1800,30,0.1,2.73,1.75,0.25,0.0125,50,60,0.2075,1.00842
1900,30,0.1,2.73,1.75,0.25,0.0125,50,63,0.2275,0.98681
2000,30,0.1,2.73,1.75,0.25,0.0125,50,67,0.2475,0.93209
1200,20,0.5,2.73,1.75,0.25,0.0125,50,60,0.175,1.27076
1300,20,0.5,2.73,1.75,0.25,0.0125,50,65,0.205,1.18518
1400,20,0.5,2.73,1.75,0.25,0.0125,50,70,0.185,1.29803
1500,20,0.5,2.73,1.75,0.25,0.0125,50,75,0.21,1.22623
1600,20,0.5,2.73,1.75,0.25,0.0125,50,80,0.205,1.15277
1700,20,0.5,2.73,1.75,0.25,0.0125,50,85,0.1825,1.1623
1800,20,0.5,2.73,1.75,0.25,0.0125,50,90,0.24,1.17629
1900,20,0.5,2.73,1.75,0.25,0.0125,50,95,0.2025,1.22716
2000,20,0.5,2.73,1.75,0.25,0.0125,50,100,0.1975,1.21934
1200,22,0.5,2.73,1.75,0.25,0.0125,50,55,0.2175,1.12224
1300,22,0.5,2.73,1.75,0.25,0.0125,50,59,0.2075,1.14136
1400,22,0.5,2.73,1.75,0.25,0.0125,50,64,0.245,1.12458
1500,22,0.5,2.73,1.75,0.25,0.0125,50,68,0.2225,1.10602
1600,22,0.5,2.73,1.75,0.25,0.0125,50,73,0.225,1.1146
1700,22,0.5,2.73,1.75,0.25,0.0125,50,77,0.2075,1.17454
1800,22,0.5,2.73,1.75,0.25,0.0125,50,82,0.16,1.19645
1900,22,0.5,2.73,1.75,0.25,0.0125,50,86,0.21,1.14272
2000,22,0.5,2.73,1.75,0.25,0.0125,50,91,0.2375,1.1281
1200,24,0.5,2.73,1.75,0.25,0.0125,50,50,0.215,1.13701
1300,24,0.5,2.73,1.75,0.25,0.0125,50,54,0.2175,1.06949
1400,24,0.5,2.73,1.75,0.25,0.0125,50,58,0.2125,1.07383
1500,24,0.5,2.73,1.75,0.25,0.0125,50,62,0.2275,1.03446
1600,24,0.5,2.73,1.75,0.25,0.0125,50,67,0.1925,1.11599
1700,24,0.5,2.73,1.75,0.25,0.0125,50,71,0.2525,1.08542
1800,24,0.5,2.73,1.75,0.25,0.0125,50,75,0.2075,1.063
1900,24,0.5,2.73,1.75,0.25,0.0125,50,79,0.2025,1.04223
2000,24,0.5,2.73,1.75,0.25,0.0125,50,83,0.225,1.02706
1200,26,0.5,2.73,1.75,0.25,0.0125,50,46,0.2425,1.03781
1300,26,0.5,2.73,1.75,0.25,0.0125,50,50,0.21,1.04115
1400,26,0.5,2.73,1.75,0.25,0.0125,50,54,0.2375,1.02435
1500,26,0.5,2.73,1.75,0.25,0.0125,50,58,0.195,1.06651
1600,26,0.5,2.73,1.75,0.25,0.0125,50,62,0.2175,1.01848
1700,26,0.5,2.73,1.75,0.25,0.0125,50,65,0.2475,1.04652
1800,26,0.5,2.73,1.75,0.25,0.0125,50,69,0.2025,1.01121
1900,26,0.5,2.73,1.75,0.25,0.0125,50,73,0.21,1.02272
2000,26,0.5,2.73,1.75,0.25,0.0125,50,77,0.25,1.03055
1200,28,0.5,2.73,1.75,0.25,0.0125,50,43,0.2325,1.03844
1300,28,0.5,2.73,1.75,0.25,0.0125,50,46,0.23,0.98675
1400,28,0.5,2.73,1.75,0.25,0.0125,50,50,0.2225,0.98064
1500,28,0.5,2.73,1.75,0.25,0.0125,50,54,0.2225,0.99061
1600,28,0.5,2.73,1.75,0.25,0.0125,50,57,0.2675,0.927
1700,28,0.5,2.73,1.75,0.25,0.0125,50,61,0.2425,1.00478
1800,28,0.5,2.73,1.75,0.25,0.0125,50,64,0.275,0.97386
1900,28,0.5,2.73,1.75,0.25,0.0125,50,68,0.245,0.92409
2000,28,0.5,2.73,1.75,0.25,0.0125,50,71,0.2375,0.96209
1200,30,0.5,2.73,1.75,0.25,0.0125,50,40,0.225,0.93705
1300,30,0.5,2.73,1.75,0.25,0.0125,50,43,0.23,0.94941
1400,30,0.5,2.73,1.75,0.25,0.0125,50,47,0.25,0.93905
1500,30,0.5,2.73,1.75,0.25,0.0125,50,50,0.255,0.96652
1600,30,0.5,2.73,1.75,0.25,0.0125,50,53,0.2525,0.90364
1700,30,0.5,2.73,1.75,0.25,0.0125,50,57,0.2575,0.95202
1800,30,0.5,2.73,1.75,0.25,0.0125,50,60,0.3,0.93335
1900,30,0.5,2.73,1.75,0.25,0.0125,50,63,0.22,0.96944
2000,30,0.5,2.73,1.75,0.25,0.0125,50,67,0.265,0.94856
1200,20,0.1,2.73,2,0.25,0.0125,50,60,0.2825,1.3391
1300,20,0.1,2.73,2,0.25,0.0125,50,65,0.2525,1.27131
1400,20,0.1,2.73,2,0.25,0.0125,50,70,0.23,1.36631
1500,20,0.1,2.73,2,0.25,0.0125,50,75,0.2825,1.32109
1600,20,0.1,2.73,2,0.25,0.0125,50,80,0.2575,1.37087
1700,20,0.1,2.73,2,0.25,0.0125,50,85,0.2375,1.35433
1800,20,0.1,2.73,2,0.25,0.0125,50,90,0.235,1.31968
1900,20,0.1,2.73,2,0.25,0.0125,50,95,0.2675,1.2698
2000,20,0.1,2.73,2,0.25,0.0125,50,100,0.28,1.29629
1200,22,0.1,2.73,2,0.25,0.0125,50,55,0.28,1.26228
1300,22,0.1,2.73,2,0.25,0.0125,50,59,0.255,1.28411
1400,22,0.1,2.73,2,0.25,0.0125,50,64,0.2975,1.23283
1500,22,0.1,2.73,2,0.25,0.0125,50,68,0.265,1.31687
1600,22,0.1,2.73,2,0.25,0.0125,50,73,0.2875,1.23645
1700,22,0.1,2.73,2,0.25,0.0125,50,77,0.2625,1.25408
1800,22,0.1,2.73,2,0.25,0.0125,50,82,0.2325,1.33136
1900,22,0.1,2.73,2,0.25,0.0125,50,86,0.27,1.23212
2000,22,0.1,2.73,2,0.25,0.0125,50,91,0.275,1.23608
1200,24,0.1,2.73,2,0.25,0.0125,50,50,0.2425,1.20486
1300,24,0.1,2.73,2,0.25,0.0125,50,54,0.2875,1.12161
1400,24,0.1,2.73,2,0.25,0.0125,50,58,0.2725,1.2192
1500,24,0.1,2.73,2,0.25,0.0125,50,62,0.3075,1.14837
1600,24,0.1,2.73,2,0.25,0.0125,50,67,0.27,1.23948
1700,24,0.1,2.73,2,0.25,0.0125,50,71,0.27,1.15925
1800,24,0.1,2.73,2,0.25,0.0125,50,75,0.2475,1.20823
1900,24,0.1,2.73,2,0.25,0.0125,50,79,0.3025,1.15428
2000,24,0.1,2.73,2,0.25,0.0125,50,83,0.255,1.18422
1200,26,0.1,2.73,2,0.25,0.0125,50,46,0.275,1.08394
1300,26,0.1,2.73,2,0.25,0.0125,50,50,0.2675,1.17736
