n,n.communities,p,community.var,or,r,alpha,n.sim,n.per.community,prop.drivers,or.margin.of.error
1200,20,0.1,2.73,1.25,0.25,0.0125,50,60,0.0625,1.2832
1300,20,0.1,2.73,1.25,0.25,0.0125,50,65,0.0675,1.35724
1400,20,0.1,2.73,1.25,0.25,0.0125,50,70,0.07,1.2841
1500,20,0.1,2.73,1.25,0.25,0.0125,50,75,0.0825,1.24712
1600,20,0.1,2.73,1.25,0.25,0.0125,50,80,0.07,1.26692
1700,20,0.1,2.73,1.25,0.25,0.0125,50,85,0.065,1.22978
1800,20,0.1,2.73,1.25,0.25,0.0125,50,90,0.0675,1.23926
1900,20,0.1,2.73,1.25,0.25,0.0125,50,95,0.07,1.25156
2000,20,0.1,2.73,1.25,0.25,0.0125,50,100,0.06,1.29955
1200,22,0.1,2.73,1.25,0.25,0.0125,50,55,0.05,1.30972
1300,22,0.1,2.73,1.25,0.25,0.0125,50,59,0.05,1.1806
1400,22,0.1,2.73,1.25,0.25,0.0125,50,64,0.0725,1.17211
1500,22,0.1,2.73,1.25,0.25,0.0125,50,68,0.07,1.18556
1600,22,0.1,2.73,1.25,0.25,0.0125,50,73,0.06,1.18224
1700,22,0.1,2.73,1.25,0.25,0.0125,50,77,0.0525,1.20868
1800,22,0.1,2.73,1.25,0.25,0.0125,50,82,0.06,1.16588
1900,22,0.1,2.73,1.25,0.25,0.0125,50,86,0.065,1.2122
2000,22,0.1,2.73,1.25,0.25,0.0125,50,91,0.065,1.15226
1200,24,0.1,2.73,1.25,0.25,0.0125,50,50,0.0875,1.13018
1300,24,0.1,2.73,1.25,0.25,0.0125,50,54,0.0825,1.12834
1400,24,0.1,2.73,1.25,0.25,0.0125,50,58,0.0425,1.13756
1500,24,0.1,2.73,1.25,0.25,0.0125,50,62,0.0725,1.08378
1600,24,0.1,2.73,1.25,0.25,0.0125,50,67,0.055,1.06836
1700,24,0.1,2.73,1.25,0.25,0.0125,50,71,0.04,1.10932
1800,24,0.1,2.73,1.25,0.25,0.0125,50,75,0.0725,1.13251
1900,24,0.1,2.73,1.25,0.25,0.0125,50,79,0.0575,1.06558
2000,24,0.1,2.73,1.25,0.25,0.0125,50,83,0.0625,1.05002
1200,26,0.1,2.73,1.25,0.25,0.0125,50,46,0.0575,1.09662
1300,26,0.1,2.73,1.25,0.25,0.0125,50,50,0.0475,1.12134
1400,26,0.1,2.73,1.25,0.25,0.0125,50,54,0.0675,1.01505
1500,26,0.1,2.73,1.25,0.25,0.0125,50,58,0.06,1.02693
1600,26,0.1,2.73,1.25,0.25,0.0125,50,62,0.0575,1.00298
1700,26,0.1,2.73,1.25,0.25,0.0125,50,65,0.06,1.02577
1800,26,0.1,2.73,1.25,0.25,0.0125,50,69,0.0625,0.98701
1900,26,0.1,2.73,1.25,0.25,0.0125,50,73,0.0575,1.03352
2000,26,0.1,2.73,1.25,0.25,0.0125,50,77,0.055,0.98814
1200,28,0.1,2.73,1.25,0.25,0.0125,50,43,0.06,1.0106
1300,28,0.1,2.73,1.25,0.25,0.0125,50,46,0.0775,0.97879
1400,28,0.1,2.73,1.25,0.25,0.0125,50,50,0.08,1.00653
1500,28,0.1,2.73,1.25,0.25,0.0125,50,54,0.05,0.97825
1600,28,0.1,2.73,1.25,0.25,0.0125,50,57,0.05,0.98876
1700,28,0.1,2.73,1.25,0.25,0.0125,50,61,0.0475,1.02987
1800,28,0.1,2.73,1.25,0.25,0.0125,50,64,0.0775,0.95735
1900,28,0.1,2.73,1.25,0.25,0.0125,50,68,0.07,1.00224
2000,28,0.1,2.73,1.25,0.25,0.0125,50,71,0.0475,0.97549
1200,30,0.1,2.73,1.25,0.25,0.0125,50,40,0.0525,0.97902
1300,30,0.1,2.73,1.25,0.25,0.0125,50,43,0.0525,0.97437
