n,n.communities,p,community.var,or,r,alpha.i,alpha.c,n.sim,n.per.community,prop.drivers.i,prop.drivers.c,or.margin.of.error.i,or.margin.of.error.c
1700,25,0.5,2.73,1.25,0.25,0.01,0.0125,25,68,0.632,0.04,0.18126,1.00214
1700,50,0.5,2.73,1.25,0.25,0.01,0.0125,25,34,0.68,0.02,0.18349,0.69095
1700,100,0.5,2.73,1.25,0.25,0.01,0.0125,25,17,0.696,0.05,0.18575,0.44956
1700,25,0.5,2.73,1.5,0.25,0.01,0.0125,25,68,0.872,0.12,0.19845,1.0477
1700,50,0.5,2.73,1.5,0.25,0.01,0.0125,25,34,0.92,0.17,0.19898,0.67942
1700,100,0.5,2.73,1.5,0.25,0.01,0.0125,25,17,0.88,0.38,0.20069,0.44733
1700,25,0.5,2.73,1.75,0.25,0.01,0.0125,25,68,0.92,0.23,0.21442,1.04652
1700,50,0.5,2.73,1.75,0.25,0.01,0.0125,25,34,0.936,0.37,0.2148,0.69046
1700,100,0.5,2.73,1.75,0.25,0.01,0.0125,25,17,0.96,0.62,0.22072,0.4918
1700,25,0.5,2.73,2,0.25,0.01,0.0125,25,68,0.976,0.24,0.22906,1.04742
1700,50,0.5,2.73,2,0.25,0.01,0.0125,25,34,0.96,0.59,0.23762,0.73795
1700,100,0.5,2.73,2,0.25,0.01,0.0125,25,17,0.992,0.81,0.23758,0.47842
