n,p,or,r,alpha,n.sim,prop.drivers
1000,0.2,1.25,0.25,0.005,10,0.22
1500,0.2,1.25,0.25,0.005,10,0.45
2000,0.2,1.25,0.25,0.005,10,0.43
2500,0.2,1.25,0.25,0.005,10,0.62
3000,0.2,1.25,0.25,0.005,10,0.64
500,0.25,1.25,0.25,0.005,10,0.09
1000,0.25,1.25,0.25,0.005,10,0.27
1500,0.25,1.25,0.25,0.005,10,0.42
2000,0.25,1.25,0.25,0.005,10,0.54
2500,0.25,1.25,0.25,0.005,10,0.61
3000,0.25,1.25,0.25,0.005,10,0.64
500,0.3,1.25,0.25,0.005,10,0.18
1000,0.3,1.25,0.25,0.005,10,0.37
1500,0.3,1.25,0.25,0.005,10,0.41
2000,0.3,1.25,0.25,0.005,10,0.54
2500,0.3,1.25,0.25,0.005,10,0.71
3000,0.3,1.25,0.25,0.005,10,0.66
500,0.05,1.5,0.25,0.005,10,0.12
1000,0.05,1.5,0.25,0.005,10,0.29
1500,0.05,1.5,0.25,0.005,10,0.48
2000,0.05,1.5,0.25,0.005,10,0.56
2500,0.05,1.5,0.25,0.005,10,0.58
3000,0.05,1.5,0.25,0.005,10,0.69
500,0.1,1.5,0.25,0.005,10,0.2
1000,0.1,1.5,0.25,0.005,10,0.47
1500,0.1,1.5,0.25,0.005,10,0.57
2000,0.1,1.5,0.25,0.005,10,0.67
2500,0.1,1.5,0.25,0.005,10,0.73
3000,0.1,1.5,0.25,0.005,10,0.74
500,0.15,1.5,0.25,0.005,10,0.32
1000,0.15,1.5,0.25,0.005,10,0.56
1500,0.15,1.5,0.25,0.005,10,0.67
2000,0.15,1.5,0.25,0.005,10,0.76
2500,0.15,1.5,0.25,0.005,10,0.73
3000,0.15,1.5,0.25,0.005,10,0.72
500,0.2,1.5,0.25,0.005,10,0.35
1000,0.2,1.5,0.25,0.005,10,0.62
1500,0.2,1.5,0.25,0.005,10,0.72
2000,0.2,1.5,0.25,0.005,10,0.72
2500,0.2,1.5,0.25,0.005,10,0.77
3000,0.2,1.5,0.25,0.005,10,0.87
500,0.25,1.5,0.25,0.005,10,0.44
1000,0.25,1.5,0.25,0.005,10,0.61
1500,0.25,1.5,0.25,0.005,10,0.74
2000,0.25,1.5,0.25,0.005,10,0.76
2500,0.25,1.5,0.25,0.005,10,0.8
3000,0.25,1.5,0.25,0.005,10,0.87
500,0.3,1.5,0.25,0.005,10,0.45
1000,0.3,1.5,0.25,0.005,10,0.68
1500,0.3,1.5,0.25,0.005,10,0.72
2000,0.3,1.5,0.25,0.005,10,0.77
2500,0.3,1.5,0.25,0.005,10,0.86
3000,0.3,1.5,0.25,0.005,10,0.89
500,0.05,1.75,0.25,0.005,10,0.3
1000,0.05,1.75,0.25,0.005,10,0.6
1500,0.05,1.75,0.25,0.005,10,0.65
2000,0.05,1.75,0.25,0.005,10,0.74
2500,0.05,1.75,0.25,0.005,10,0.75
3000,0.05,1.75,0.25,0.005,10,0.82
500,0.1,1.75,0.25,0.005,10,0.4
1000,0.1,1.75,0.25,0.005,10,0.63
1500,0.1,1.75,0.25,0.005,10,0.75
2000,0.1,1.75,0.25,0.005,10,0.82
2500,0.1,1.75,0.25,0.005,10,0.86
3000,0.1,1.75,0.25,0.005,10,0.81
500,0.15,1.75,0.25,0.005,10,0.52
1000,0.15,1.75,0.25,0.005,10,0.69
1500,0.15,1.75,0.25,0.005,10,0.79
2000,0.15,1.75,0.25,0.005,10,0.85
2500,0.15,1.75,0.25,0.005,10,0.91
3000,0.15,1.75,0.25,0.005,10,0.89
500,0.2,1.75,0.25,0.005,10,0.52
1000,0.2,1.75,0.25,0.005,10,0.74
1500,0.2,1.75,0.25,0.005,10,0.77
2000,0.2,1.75,0.25,0.005,10,0.86
2500,0.2,1.75,0.25,0.005,10,0.92
3000,0.2,1.75,0.25,0.005,10,0.95
500,0.25,1.75,0.25,0.005,10,0.66
1000,0.25,1.75,0.25,0.005,10,0.72
1500,0.25,1.75,0.25,0.005,10,0.86
2000,0.25,1.75,0.25,0.005,10,0.9
2500,0.25,1.75,0.25,0.005,10,0.89
3000,0.25,1.75,0.25,0.005,10,0.99
500,0.3,1.75,0.25,0.005,10,0.59
1000,0.3,1.75,0.25,0.005,10,0.76
1500,0.3,1.75,0.25,0.005,10,0.85
2000,0.3,1.75,0.25,0.005,10,0.91
2500,0.3,1.75,0.25,0.005,10,0.94
3000,0.3,1.75,0.25,0.005,10,0.96
500,0.05,2,0.25,0.005,10,0.47
1000,0.05,2,0.25,0.005,10,0.63
1500,0.05,2,0.25,0.005,10,0.7
2000,0.05,2,0.25,0.005,10,0.78
2500,0.05,2,0.25,0.005,10,0.91
3000,0.05,2,0.25,0.005,10,0.89
500,0.1,2,0.25,0.005,10,0.59
1000,0.1,2,0.25,0.005,10,0.78
1500,0.1,2,0.25,0.005,10,0.81
2000,0.1,2,0.25,0.005,10,0.86
2500,0.1,2,0.25,0.005,10,0.94
3000,0.1,2,0.25,0.005,10,0.97
500,0.15,2,0.25,0.005,10,0.66
1000,0.15,2,0.25,0.005,10,0.77
1500,0.15,2,0.25,0.005,10,0.86
2000,0.15,2,0.25,0.005,10,0.94
2500,0.15,2,0.25,0.005,10,0.95
3000,0.15,2,0.25,0.005,10,1
500,0.2,2,0.25,0.005,10,0.64
1000,0.2,2,0.25,0.005,10,0.76
1500,0.2,2,0.25,0.005,10,0.88
2000,0.2,2,0.25,0.005,10,0.92
2500,0.2,2,0.25,0.005,10,0.95
3000,0.2,2,0.25,0.005,10,1
500,0.25,2,0.25,0.005,10,0.72
1000,0.25,2,0.25,0.005,10,0.83
1500,0.25,2,0.25,0.005,10,0.87
2000,0.25,2,0.25,0.005,10,0.97
2500,0.25,2,0.25,0.005,10,0.98
3000,0.25,2,0.25,0.005,10,1
500,0.3,2,0.25,0.005,10,0.64
1000,0.3,2,0.25,0.005,10,0.88
1500,0.3,2,0.25,0.005,10,0.88
2000,0.3,2,0.25,0.005,10,0.95
2500,0.3,2,0.25,0.005,10,0.97
3000,0.3,2,0.25,0.005,10,0.98
