n,p,or,r,alpha,n.sim,prop.drivers
600,0.1,1.25,0.25,0.005,50,0.084
1200,0.1,1.25,0.25,0.005,50,0.218
1800,0.1,1.25,0.25,0.005,50,0.286
2400,0.1,1.25,0.25,0.005,50,0.406
3600,0.1,1.25,0.25,0.005,50,0.622
4800,0.1,1.25,0.25,0.005,50,0.694
6000,0.1,1.25,0.25,0.005,50,0.74
7200,0.1,1.25,0.25,0.005,50,0.794
8400,0.1,1.25,0.25,0.005,50,0.82
9600,0.1,1.25,0.25,0.005,50,0.83
600,0.2,1.25,0.25,0.005,50,0.122
1200,0.2,1.25,0.25,0.005,50,0.348
1800,0.2,1.25,0.25,0.005,50,0.51
2400,0.2,1.25,0.25,0.005,50,0.616
3600,0.2,1.25,0.25,0.005,50,0.748
4800,0.2,1.25,0.25,0.005,50,0.792
6000,0.2,1.25,0.25,0.005,50,0.814
7200,0.2,1.25,0.25,0.005,50,0.876
8400,0.2,1.25,0.25,0.005,50,0.878
9600,0.2,1.25,0.25,0.005,50,0.92
600,0.3,1.25,0.25,0.005,50,0.182
1200,0.3,1.25,0.25,0.005,50,0.442
1800,0.3,1.25,0.25,0.005,50,0.626
2400,0.3,1.25,0.25,0.005,50,0.704
3600,0.3,1.25,0.25,0.005,50,0.804
4800,0.3,1.25,0.25,0.005,50,0.834
6000,0.3,1.25,0.25,0.005,50,0.86
7200,0.3,1.25,0.25,0.005,50,0.9
8400,0.3,1.25,0.25,0.005,50,0.908
9600,0.3,1.25,0.25,0.005,50,0.938
600,0.1,1.5,0.25,0.005,50,0.348
1200,0.1,1.5,0.25,0.005,50,0.634
1800,0.1,1.5,0.25,0.005,50,0.75
2400,0.1,1.5,0.25,0.005,50,0.784
3600,0.1,1.5,0.25,0.005,50,0.844
4800,0.1,1.5,0.25,0.005,50,0.894
6000,0.1,1.5,0.25,0.005,50,0.944
7200,0.1,1.5,0.25,0.005,50,0.966
8400,0.1,1.5,0.25,0.005,50,0.97
9600,0.1,1.5,0.25,0.005,50,0.98
600,0.2,1.5,0.25,0.005,50,0.476
1200,0.2,1.5,0.25,0.005,50,0.74
1800,0.2,1.5,0.25,0.005,50,0.802
2400,0.2,1.5,0.25,0.005,50,0.838
3600,0.2,1.5,0.25,0.005,50,0.914
4800,0.2,1.5,0.25,0.005,50,0.952
6000,0.2,1.5,0.25,0.005,50,0.974
7200,0.2,1.5,0.25,0.005,50,0.99
8400,0.2,1.5,0.25,0.005,50,0.996
9600,0.2,1.5,0.25,0.005,50,0.994
600,0.3,1.5,0.25,0.005,50,0.548
1200,0.3,1.5,0.25,0.005,50,0.768
1800,0.3,1.5,0.25,0.005,50,0.846
2400,0.3,1.5,0.25,0.005,50,0.884
3600,0.3,1.5,0.25,0.005,50,0.954
4800,0.3,1.5,0.25,0.005,50,0.974
6000,0.3,1.5,0.25,0.005,50,0.982
7200,0.3,1.5,0.25,0.005,50,0.996
