n,p,or,r,alpha,n.sim,prop.drivers
1900,0.2,1.5,0.25,0.005,1000,0.8188
2000,0.2,1.5,0.25,0.005,1000,0.8265
1200,0.3,1.5,0.25,0.005,1000,0.7773
1300,0.3,1.5,0.25,0.005,1000,0.7804
1400,0.3,1.5,0.25,0.005,1000,0.8009
1500,0.3,1.5,0.25,0.005,1000,0.8081
1600,0.3,1.5,0.25,0.005,1000,0.8232
1700,0.3,1.5,0.25,0.005,1000,0.8282
1800,0.3,1.5,0.25,0.005,1000,0.8356
1900,0.3,1.5,0.25,0.005,1000,0.8453
2000,0.3,1.5,0.25,0.005,1000,0.8494
1200,0.1,1.75,0.25,0.005,1000,0.7887
1300,0.1,1.75,0.25,0.005,1000,0.7942
1400,0.1,1.75,0.25,0.005,1000,0.8062
1500,0.1,1.75,0.25,0.005,1000,0.8196
1600,0.1,1.75,0.25,0.005,1000,0.8264
1700,0.1,1.75,0.25,0.005,1000,0.8379
1800,0.1,1.75,0.25,0.005,1000,0.8443
1900,0.1,1.75,0.25,0.005,1000,0.8521
2000,0.1,1.75,0.25,0.005,1000,0.8592
1200,0.2,1.75,0.25,0.005,1000,0.8232
1300,0.2,1.75,0.25,0.005,1000,0.8351
1400,0.2,1.75,0.25,0.005,1000,0.8494
1500,0.2,1.75,0.25,0.005,1000,0.8613
1600,0.2,1.75,0.25,0.005,1000,0.8712
1700,0.2,1.75,0.25,0.005,1000,0.8793
1800,0.2,1.75,0.25,0.005,1000,0.8935
1900,0.2,1.75,0.25,0.005,1000,0.8942
2000,0.2,1.75,0.25,0.005,1000,0.9072
1200,0.3,1.75,0.25,0.005,1000,0.8467
1300,0.3,1.75,0.25,0.005,1000,0.8595
1400,0.3,1.75,0.25,0.005,1000,0.8741
1500,0.3,1.75,0.25,0.005,1000,0.8807
1600,0.3,1.75,0.25,0.005,1000,0.8951
1700,0.3,1.75,0.25,0.005,1000,0.9043
1800,0.3,1.75,0.25,0.005,1000,0.9129
1900,0.3,1.75,0.25,0.005,1000,0.9203
2000,0.3,1.75,0.25,0.005,1000,0.9255
1200,0.1,2,0.25,0.005,1000,0.8412
1300,0.1,2,0.25,0.005,1000,0.8552
1400,0.1,2,0.25,0.005,1000,0.8609
1500,0.1,2,0.25,0.005,1000,0.8725
1600,0.1,2,0.25,0.005,1000,0.8837
1700,0.1,2,0.25,0.005,1000,0.8972
1800,0.1,2,0.25,0.005,1000,0.9028
1900,0.1,2,0.25,0.005,1000,0.9102
2000,0.1,2,0.25,0.005,1000,0.9171
1200,0.2,2,0.25,0.005,1000,0.8751
1300,0.2,2,0.25,0.005,1000,0.8895
1400,0.2,2,0.25,0.005,1000,0.9007
1500,0.2,2,0.25,0.005,1000,0.91
1600,0.2,2,0.25,0.005,1000,0.9239
1700,0.2,2,0.25,0.005,1000,0.9268
1800,0.2,2,0.25,0.005,1000,0.9336
1900,0.2,2,0.25,0.005,1000,0.9411
2000,0.2,2,0.25,0.005,1000,0.9487
1200,0.3,2,0.25,0.005,1000,0.895
1300,0.3,2,0.25,0.005,1000,0.9106
1400,0.3,2,0.25,0.005,1000,0.9187
1500,0.3,2,0.25,0.005,1000,0.9338
1600,0.3,2,0.25,0.005,1000,0.9401
1700,0.3,2,0.25,0.005,1000,0.949
1800,0.3,2,0.25,0.005,1000,0.9553
1900,0.3,2,0.25,0.005,1000,0.959
2000,0.3,2,0.25,0.005,1000,0.9649
