n,p,or,r,alpha,n.sim,prop.drivers
1000,0.05,1,0.25,0.005,1000,0.004
1500,0.05,1,0.25,0.005,1000,0.0059
2000,0.05,1,0.25,0.005,1000,0.0054
2500,0.05,1,0.25,0.005,1000,0.0044
3000,0.05,1,0.25,0.005,1000,0.004
1000,0.1,1,0.25,0.005,1000,0.0035
1500,0.1,1,0.25,0.005,1000,0.0051
2000,0.1,1,0.25,0.005,1000,0.0038
2500,0.1,1,0.25,0.005,1000,0.0046
3000,0.1,1,0.25,0.005,1000,0.004
1000,0.15,1,0.25,0.005,1000,0.0041
1500,0.15,1,0.25,0.005,1000,0.0041
2000,0.15,1,0.25,0.005,1000,0.0045
2500,0.15,1,0.25,0.005,1000,0.0053
3000,0.15,1,0.25,0.005,1000,0.0063
1000,0.2,1,0.25,0.005,1000,0.0047
1500,0.2,1,0.25,0.005,1000,0.0053
2000,0.2,1,0.25,0.005,1000,0.0052
2500,0.2,1,0.25,0.005,1000,0.0054
3000,0.2,1,0.25,0.005,1000,0.0039
1000,0.25,1,0.25,0.005,1000,0.0067
1500,0.25,1,0.25,0.005,1000,0.0053
2000,0.25,1,0.25,0.005,1000,0.0045
2500,0.25,1,0.25,0.005,1000,0.0059
3000,0.25,1,0.25,0.005,1000,0.0047
1000,0.3,1,0.25,0.005,1000,0.0042
1500,0.3,1,0.25,0.005,1000,0.0034
2000,0.3,1,0.25,0.005,1000,0.0044
2500,0.3,1,0.25,0.005,1000,0.0055
3000,0.3,1,0.25,0.005,1000,0.0041
1000,0.05,1.25,0.25,0.005,1000,0.0654
1500,0.05,1.25,0.25,0.005,1000,0.1165
2000,0.05,1.25,0.25,0.005,1000,0.1741
2500,0.05,1.25,0.25,0.005,1000,0.235
3000,0.05,1.25,0.25,0.005,1000,0.2991
1000,0.1,1.25,0.25,0.005,1000,0.1431
1500,0.1,1.25,0.25,0.005,1000,0.2429
2000,0.1,1.25,0.25,0.005,1000,0.3473
2500,0.1,1.25,0.25,0.005,1000,0.4395
3000,0.1,1.25,0.25,0.005,1000,0.5313
1000,0.15,1.25,0.25,0.005,1000,0.21
1500,0.15,1.25,0.25,0.005,1000,0.3514
2000,0.15,1.25,0.25,0.005,1000,0.481
2500,0.15,1.25,0.25,0.005,1000,0.566
3000,0.15,1.25,0.25,0.005,1000,0.6441
1000,0.2,1.25,0.25,0.005,1000,0.2595
1500,0.2,1.25,0.25,0.005,1000,0.4221
2000,0.2,1.25,0.25,0.005,1000,0.5529
2500,0.2,1.25,0.25,0.005,1000,0.6439
3000,0.2,1.25,0.25,0.005,1000,0.7012
1000,0.25,1.25,0.25,0.005,1000,0.3098
1500,0.25,1.25,0.25,0.005,1000,0.4865
2000,0.25,1.25,0.25,0.005,1000,0.6069
2500,0.25,1.25,0.25,0.005,1000,0.691
3000,0.25,1.25,0.25,0.005,1000,0.7356
1000,0.3,1.25,0.25,0.005,1000,0.3407
1500,0.3,1.25,0.25,0.005,1000,0.5207
2000,0.3,1.25,0.25,0.005,1000,0.6422
2500,0.3,1.25,0.25,0.005,1000,0.7083
3000,0.3,1.25,0.25,0.005,1000,0.7518
1000,0.05,1.5,0.25,0.005,1000,0.3955
1500,0.05,1.5,0.25,0.005,1000,0.5822
2000,0.05,1.5,0.25,0.005,1000,0.6827
2500,0.05,1.5,0.25,0.005,1000,0.7376
3000,0.05,1.5,0.25,0.005,1000,0.7688
1000,0.1,1.5,0.25,0.005,1000,0.5706
1500,0.1,1.5,0.25,0.005,1000,0.7184
2000,0.1,1.5,0.25,0.005,1000,0.7738
2500,0.1,1.5,0.25,0.005,1000,0.8055
3000,0.1,1.5,0.25,0.005,1000,0.8288
1000,0.15,1.5,0.25,0.005,1000,0.6497
1500,0.15,1.5,0.25,0.005,1000,0.7593
2000,0.15,1.5,0.25,0.005,1000,0.8019
2500,0.15,1.5,0.25,0.005,1000,0.8369
3000,0.15,1.5,0.25,0.005,1000,0.8676
1000,0.2,1.5,0.25,0.005,1000,0.6889
1500,0.2,1.5,0.25,0.005,1000,0.7785
2000,0.2,1.5,0.25,0.005,1000,0.8314
2500,0.2,1.5,0.25,0.005,1000,0.859
3000,0.2,1.5,0.25,0.005,1000,0.8901
1000,0.25,1.5,0.25,0.005,1000,0.7232
1500,0.25,1.5,0.25,0.005,1000,0.7961
2000,0.25,1.5,0.25,0.005,1000,0.8404
2500,0.25,1.5,0.25,0.005,1000,0.8724
3000,0.25,1.5,0.25,0.005,1000,0.9029
1000,0.3,1.5,0.25,0.005,1000,0.7313
1500,0.3,1.5,0.25,0.005,1000,0.8065
2000,0.3,1.5,0.25,0.005,1000,0.8497
2500,0.3,1.5,0.25,0.005,1000,0.8922
3000,0.3,1.5,0.25,0.005,1000,0.9181
1000,0.05,1.75,0.25,0.005,1000,0.6876
1500,0.05,1.75,0.25,0.005,1000,0.7765
2000,0.05,1.75,0.25,0.005,1000,0.809
2500,0.05,1.75,0.25,0.005,1000,0.8438
3000,0.05,1.75,0.25,0.005,1000,0.8699
1000,0.1,1.75,0.25,0.005,1000,0.7622
1500,0.1,1.75,0.25,0.005,1000,0.8187
2000,0.1,1.75,0.25,0.005,1000,0.8601
2500,0.1,1.75,0.25,0.005,1000,0.8974
3000,0.1,1.75,0.25,0.005,1000,0.9204
1000,0.15,1.75,0.25,0.005,1000,0.7812
1500,0.15,1.75,0.25,0.005,1000,0.8454
2000,0.15,1.75,0.25,0.005,1000,0.8885
2500,0.15,1.75,0.25,0.005,1000,0.9206
3000,0.15,1.75,0.25,0.005,1000,0.9409
1000,0.2,1.75,0.25,0.005,1000,0.8004
1500,0.2,1.75,0.25,0.005,1000,0.8581
2000,0.2,1.75,0.25,0.005,1000,0.9074
2500,0.2,1.75,0.25,0.005,1000,0.9372
3000,0.2,1.75,0.25,0.005,1000,0.9596
1000,0.25,1.75,0.25,0.005,1000,0.8062
1500,0.25,1.75,0.25,0.005,1000,0.8687
2000,0.25,1.75,0.25,0.005,1000,0.919
2500,0.25,1.75,0.25,0.005,1000,0.9487
3000,0.25,1.75,0.25,0.005,1000,0.9675
1000,0.3,1.75,0.25,0.005,1000,0.8183
1500,0.3,1.75,0.25,0.005,1000,0.8899
2000,0.3,1.75,0.25,0.005,1000,0.9297
2500,0.3,1.75,0.25,0.005,1000,0.9592
3000,0.3,1.75,0.25,0.005,1000,0.9746
1000,0.05,2,0.25,0.005,1000,0.7777
1500,0.05,2,0.25,0.005,1000,0.8349
2000,0.05,2,0.25,0.005,1000,0.8803
2500,0.05,2,0.25,0.005,1000,0.9083
3000,0.05,2,0.25,0.005,1000,0.9323
1000,0.1,2,0.25,0.005,1000,0.8141
1500,0.1,2,0.25,0.005,1000,0.8735
2000,0.1,2,0.25,0.005,1000,0.9142
2500,0.1,2,0.25,0.005,1000,0.944
3000,0.1,2,0.25,0.005,1000,0.9676
1000,0.15,2,0.25,0.005,1000,0.8345
1500,0.15,2,0.25,0.005,1000,0.897
2000,0.15,2,0.25,0.005,1000,0.9372
2500,0.15,2,0.25,0.005,1000,0.9646
3000,0.15,2,0.25,0.005,1000,0.979
1000,0.2,2,0.25,0.005,1000,0.8472
1500,0.2,2,0.25,0.005,1000,0.9078
2000,0.2,2,0.25,0.005,1000,0.9499
2500,0.2,2,0.25,0.005,1000,0.9725
3000,0.2,2,0.25,0.005,1000,0.988
1000,0.25,2,0.25,0.005,1000,0.8595
1500,0.25,2,0.25,0.005,1000,0.9203
2000,0.25,2,0.25,0.005,1000,0.9605
2500,0.25,2,0.25,0.005,1000,0.9805
3000,0.25,2,0.25,0.005,1000,0.9902
1000,0.3,2,0.25,0.005,1000,0.8669
1500,0.3,2,0.25,0.005,1000,0.9275
2000,0.3,2,0.25,0.005,1000,0.9646
2500,0.3,2,0.25,0.005,1000,0.9829
3000,0.3,2,0.25,0.005,1000,0.9921
