n,p,or,r,alpha,n.sim,prop.drivers
1000,0.2,1.25,0.25,0.005,10,0.18
1500,0.2,1.25,0.25,0.005,10,0.3
2000,0.2,1.25,0.25,0.005,10,0.47
2500,0.2,1.25,0.25,0.005,10,0.58
3000,0.2,1.25,0.25,0.005,10,0.59
500,0.25,1.25,0.25,0.005,10,0.09
1000,0.25,1.25,0.25,0.005,10,0.21
1500,0.25,1.25,0.25,0.005,10,0.39
2000,0.25,1.25,0.25,0.005,10,0.54
2500,0.25,1.25,0.25,0.005,10,0.62
3000,0.25,1.25,0.25,0.005,10,0.67
500,0.3,1.25,0.25,0.005,10,0.15
1000,0.3,1.25,0.25,0.005,10,0.29
1500,0.3,1.25,0.25,0.005,10,0.41
2000,0.3,1.25,0.25,0.005,10,0.57
2500,0.3,1.25,0.25,0.005,10,0.65
3000,0.3,1.25,0.25,0.005,10,0.68
500,0.05,1.5,0.25,0.005,10,0.17
1000,0.05,1.5,0.25,0.005,10,0.29
1500,0.05,1.5,0.25,0.005,10,0.48
2000,0.05,1.5,0.25,0.005,10,0.6
2500,0.05,1.5,0.25,0.005,10,0.63
3000,0.05,1.5,0.25,0.005,10,0.65
500,0.1,1.5,0.25,0.005,10,0.18
1000,0.1,1.5,0.25,0.005,10,0.42
1500,0.1,1.5,0.25,0.005,10,0.57
2000,0.1,1.5,0.25,0.005,10,0.64
2500,0.1,1.5,0.25,0.005,10,0.72
3000,0.1,1.5,0.25,0.005,10,0.77
500,0.15,1.5,0.25,0.005,10,0.33
1000,0.15,1.5,0.25,0.005,10,0.55
1500,0.15,1.5,0.25,0.005,10,0.65
2000,0.15,1.5,0.25,0.005,10,0.73
2500,0.15,1.5,0.25,0.005,10,0.79
3000,0.15,1.5,0.25,0.005,10,0.88
500,0.2,1.5,0.25,0.005,10,0.36
1000,0.2,1.5,0.25,0.005,10,0.62
1500,0.2,1.5,0.25,0.005,10,0.71
2000,0.2,1.5,0.25,0.005,10,0.76
2500,0.2,1.5,0.25,0.005,10,0.77
3000,0.2,1.5,0.25,0.005,10,0.85
500,0.25,1.5,0.25,0.005,10,0.4
1000,0.25,1.5,0.25,0.005,10,0.66
1500,0.25,1.5,0.25,0.005,10,0.77
2000,0.25,1.5,0.25,0.005,10,0.8
2500,0.25,1.5,0.25,0.005,10,0.83
3000,0.25,1.5,0.25,0.005,10,0.88
500,0.3,1.5,0.25,0.005,10,0.48
1000,0.3,1.5,0.25,0.005,10,0.65
1500,0.3,1.5,0.25,0.005,10,0.79
2000,0.3,1.5,0.25,0.005,10,0.82
2500,0.3,1.5,0.25,0.005,10,0.86
3000,0.3,1.5,0.25,0.005,10,0.88
500,0.05,1.75,0.25,0.005,10,0.3
1000,0.05,1.75,0.25,0.005,10,0.55
1500,0.05,1.75,0.25,0.005,10,0.66
2000,0.05,1.75,0.25,0.005,10,0.76
2500,0.05,1.75,0.25,0.005,10,0.74
3000,0.05,1.75,0.25,0.005,10,0.77
500,0.1,1.75,0.25,0.005,10,0.5
1000,0.1,1.75,0.25,0.005,10,0.65
1500,0.1,1.75,0.25,0.005,10,0.81
2000,0.1,1.75,0.25,0.005,10,0.74
2500,0.1,1.75,0.25,0.005,10,0.87
3000,0.1,1.75,0.25,0.005,10,0.9
500,0.15,1.75,0.25,0.005,10,0.5
1000,0.15,1.75,0.25,0.005,10,0.69
1500,0.15,1.75,0.25,0.005,10,0.82
2000,0.15,1.75,0.25,0.005,10,0.85
2500,0.15,1.75,0.25,0.005,10,0.92
3000,0.15,1.75,0.25,0.005,10,0.9
500,0.2,1.75,0.25,0.005,10,0.54
1000,0.2,1.75,0.25,0.005,10,0.75
1500,0.2,1.75,0.25,0.005,10,0.84
2000,0.2,1.75,0.25,0.005,10,0.86
2500,0.2,1.75,0.25,0.005,10,0.93
3000,0.2,1.75,0.25,0.005,10,0.96
500,0.25,1.75,0.25,0.005,10,0.61
1000,0.25,1.75,0.25,0.005,10,0.8
1500,0.25,1.75,0.25,0.005,10,0.8
2000,0.25,1.75,0.25,0.005,10,0.89
2500,0.25,1.75,0.25,0.005,10,0.93
3000,0.25,1.75,0.25,0.005,10,0.97
500,0.3,1.75,0.25,0.005,10,0.62
1000,0.3,1.75,0.25,0.005,10,0.74
1500,0.3,1.75,0.25,0.005,10,0.86
2000,0.3,1.75,0.25,0.005,10,0.86
2500,0.3,1.75,0.25,0.005,10,0.95
3000,0.3,1.75,0.25,0.005,10,0.97
500,0.05,2,0.25,0.005,10,0.43
1000,0.05,2,0.25,0.005,10,0.71
1500,0.05,2,0.25,0.005,10,0.77
2000,0.05,2,0.25,0.005,10,0.79
2500,0.05,2,0.25,0.005,10,0.87
3000,0.05,2,0.25,0.005,10,0.88
500,0.1,2,0.25,0.005,10,0.53
1000,0.1,2,0.25,0.005,10,0.76
1500,0.1,2,0.25,0.005,10,0.84
2000,0.1,2,0.25,0.005,10,0.85
2500,0.1,2,0.25,0.005,10,0.95
3000,0.1,2,0.25,0.005,10,0.96
500,0.15,2,0.25,0.005,10,0.64
1000,0.15,2,0.25,0.005,10,0.78
1500,0.15,2,0.25,0.005,10,0.88
2000,0.15,2,0.25,0.005,10,0.92
2500,0.15,2,0.25,0.005,10,0.97
3000,0.15,2,0.25,0.005,10,0.98
500,0.2,2,0.25,0.005,10,0.6
1000,0.2,2,0.25,0.005,10,0.77
1500,0.2,2,0.25,0.005,10,0.84
2000,0.2,2,0.25,0.005,10,0.91
2500,0.2,2,0.25,0.005,10,0.98
3000,0.2,2,0.25,0.005,10,0.95
500,0.25,2,0.25,0.005,10,0.66
1000,0.25,2,0.25,0.005,10,0.79
1500,0.25,2,0.25,0.005,10,0.94
2000,0.25,2,0.25,0.005,10,0.96
2500,0.25,2,0.25,0.005,10,0.98
3000,0.25,2,0.25,0.005,10,0.99
500,0.3,2,0.25,0.005,10,0.65
1000,0.3,2,0.25,0.005,10,0.88
1500,0.3,2,0.25,0.005,10,0.9
2000,0.3,2,0.25,0.005,10,0.94
2500,0.3,2,0.25,0.005,10,0.98
3000,0.3,2,0.25,0.005,10,0.98
