n,n.communities,p,community.var,or,r,alpha,n.sim,n.per.community,prop.drivers,or.margin.of.error
1500,30,0.1,2.73,1.5,0.25,0.0125,500,50,0.13325,0.98209
1600,30,0.1,2.73,1.5,0.25,0.0125,500,53,0.1285,0.97714
1700,30,0.1,2.73,1.5,0.25,0.0125,500,57,0.139,0.98006
1800,30,0.1,2.73,1.5,0.25,0.0125,500,60,0.11575,0.97436
1900,30,0.1,2.73,1.5,0.25,0.0125,500,63,0.12375,0.97617
2000,30,0.1,2.73,1.5,0.25,0.0125,500,67,0.135,0.96711
1200,20,0.5,2.73,1.5,0.25,0.0125,500,60,0.11975,1.20817
1300,20,0.5,2.73,1.5,0.25,0.0125,500,65,0.124,1.19471
1400,20,0.5,2.73,1.5,0.25,0.0125,500,70,0.1175,1.2141
1500,20,0.5,2.73,1.5,0.25,0.0125,500,75,0.123,1.22763
1600,20,0.5,2.73,1.5,0.25,0.0125,500,80,0.13025,1.1987
1700,20,0.5,2.73,1.5,0.25,0.0125,500,85,0.12075,1.20269
1800,20,0.5,2.73,1.5,0.25,0.0125,500,90,0.12125,1.19271
1900,20,0.5,2.73,1.5,0.25,0.0125,500,95,0.1325,1.1992
2000,20,0.5,2.73,1.5,0.25,0.0125,500,100,0.12525,1.20618
1200,22,0.5,2.73,1.5,0.25,0.0125,500,55,0.1245,1.15094
1300,22,0.5,2.73,1.5,0.25,0.0125,500,59,0.12,1.15561
1400,22,0.5,2.73,1.5,0.25,0.0125,500,64,0.125,1.14188
1500,22,0.5,2.73,1.5,0.25,0.0125,500,68,0.12725,1.1317
1600,22,0.5,2.73,1.5,0.25,0.0125,500,73,0.1215,1.13152
1700,22,0.5,2.73,1.5,0.25,0.0125,500,77,0.1225,1.12249
1800,22,0.5,2.73,1.5,0.25,0.0125,500,82,0.126,1.11622
1900,22,0.5,2.73,1.5,0.25,0.0125,500,86,0.1255,1.12393
2000,22,0.5,2.73,1.5,0.25,0.0125,500,91,0.1245,1.13694
1200,24,0.5,2.73,1.5,0.25,0.0125,500,50,0.1245,1.07497
1300,24,0.5,2.73,1.5,0.25,0.0125,500,54,0.12475,1.09132
1400,24,0.5,2.73,1.5,0.25,0.0125,500,58,0.11125,1.0666
1500,24,0.5,2.73,1.5,0.25,0.0125,500,62,0.1275,1.08497
1600,24,0.5,2.73,1.5,0.25,0.0125,500,67,0.12075,1.06818
1700,24,0.5,2.73,1.5,0.25,0.0125,500,71,0.11975,1.06582
1800,24,0.5,2.73,1.5,0.25,0.0125,500,75,0.129,1.05677
1900,24,0.5,2.73,1.5,0.25,0.0125,500,79,0.13575,1.04666
2000,24,0.5,2.73,1.5,0.25,0.0125,500,83,0.1185,1.05972
1200,26,0.5,2.73,1.5,0.25,0.0125,500,46,0.12875,1.0218
1300,26,0.5,2.73,1.5,0.25,0.0125,500,50,0.129,1.03229
1400,26,0.5,2.73,1.5,0.25,0.0125,500,54,0.128,1.00766
1500,26,0.5,2.73,1.5,0.25,0.0125,500,58,0.12475,1.00434
1600,26,0.5,2.73,1.5,0.25,0.0125,500,62,0.1285,1.01716
1700,26,0.5,2.73,1.5,0.25,0.0125,500,65,0.13,1.00673
1800,26,0.5,2.73,1.5,0.25,0.0125,500,69,0.12975,1.02002
1900,26,0.5,2.73,1.5,0.25,0.0125,500,73,0.13575,1.00634
2000,26,0.5,2.73,1.5,0.25,0.0125,500,77,0.1325,1.00835
1200,28,0.5,2.73,1.5,0.25,0.0125,500,43,0.12875,0.97532
1300,28,0.5,2.73,1.5,0.25,0.0125,500,46,0.12225,0.96934
1400,28,0.5,2.73,1.5,0.25,0.0125,500,50,0.1285,0.98111
1500,28,0.5,2.73,1.5,0.25,0.0125,500,54,0.138,0.95396
1600,28,0.5,2.73,1.5,0.25,0.0125,500,57,0.131,0.95557
1700,28,0.5,2.73,1.5,0.25,0.0125,500,61,0.1335,0.97149
1800,28,0.5,2.73,1.5,0.25,0.0125,500,64,0.12775,0.96027
1900,28,0.5,2.73,1.5,0.25,0.0125,500,68,0.1375,0.96112
2000,28,0.5,2.73,1.5,0.25,0.0125,500,71,0.138,0.95097
1200,30,0.5,2.73,1.5,0.25,0.0125,500,40,0.131,0.93796
1300,30,0.5,2.73,1.5,0.25,0.0125,500,43,0.1425,0.93073
1400,30,0.5,2.73,1.5,0.25,0.0125,500,47,0.12775,0.94119
1500,30,0.5,2.73,1.5,0.25,0.0125,500,50,0.13325,0.93021
1600,30,0.5,2.73,1.5,0.25,0.0125,500,53,0.137,0.92472
1700,30,0.5,2.73,1.5,0.25,0.0125,500,57,0.148,0.91015
1800,30,0.5,2.73,1.5,0.25,0.0125,500,60,0.142,0.9188
1900,30,0.5,2.73,1.5,0.25,0.0125,500,63,0.13375,0.9244
2000,30,0.5,2.73,1.5,0.25,0.0125,500,67,0.1445,0.91302
1200,20,0.1,2.73,1.75,0.25,0.0125,500,60,0.17475,1.33209
1300,20,0.1,2.73,1.75,0.25,0.0125,500,65,0.1795,1.30028
1400,20,0.1,2.73,1.75,0.25,0.0125,500,70,0.181,1.33242
1500,20,0.1,2.73,1.75,0.25,0.0125,500,75,0.186,1.3149
1600,20,0.1,2.73,1.75,0.25,0.0125,500,80,0.19375,1.2774
1700,20,0.1,2.73,1.75,0.25,0.0125,500,85,0.188,1.26951
1800,20,0.1,2.73,1.75,0.25,0.0125,500,90,0.18625,1.25634
1900,20,0.1,2.73,1.75,0.25,0.0125,500,95,0.18325,1.2811
2000,20,0.1,2.73,1.75,0.25,0.0125,500,100,0.189,1.27508
1200,22,0.1,2.73,1.75,0.25,0.0125,500,55,0.18825,1.26584
1300,22,0.1,2.73,1.75,0.25,0.0125,500,59,0.197,1.22487
1400,22,0.1,2.73,1.75,0.25,0.0125,500,64,0.1875,1.23949
1500,22,0.1,2.73,1.75,0.25,0.0125,500,68,0.1935,1.2467
1600,22,0.1,2.73,1.75,0.25,0.0125,500,73,0.18775,1.2251
1700,22,0.1,2.73,1.75,0.25,0.0125,500,77,0.19,1.21507
1800,22,0.1,2.73,1.75,0.25,0.0125,500,82,0.18875,1.20587
1900,22,0.1,2.73,1.75,0.25,0.0125,500,86,0.19075,1.17879
2000,22,0.1,2.73,1.75,0.25,0.0125,500,91,0.1945,1.18545
1200,24,0.1,2.73,1.75,0.25,0.0125,500,50,0.189,1.19136
1300,24,0.1,2.73,1.75,0.25,0.0125,500,54,0.197,1.17441
1400,24,0.1,2.73,1.75,0.25,0.0125,500,58,0.199,1.1788
1500,24,0.1,2.73,1.75,0.25,0.0125,500,62,0.19725,1.15429
1600,24,0.1,2.73,1.75,0.25,0.0125,500,67,0.19525,1.16735
1700,24,0.1,2.73,1.75,0.25,0.0125,500,71,0.1925,1.14221
1800,24,0.1,2.73,1.75,0.25,0.0125,500,75,0.20475,1.11749
1900,24,0.1,2.73,1.75,0.25,0.0125,500,79,0.20625,1.12952
2000,24,0.1,2.73,1.75,0.25,0.0125,500,83,0.211,1.11746
1200,26,0.1,2.73,1.75,0.25,0.0125,500,46,0.19325,1.13754
1300,26,0.1,2.73,1.75,0.25,0.0125,500,50,0.202,1.10279
1400,26,0.1,2.73,1.75,0.25,0.0125,500,54,0.20525,1.10559
1500,26,0.1,2.73,1.75,0.25,0.0125,500,58,0.1925,1.10679
1600,26,0.1,2.73,1.75,0.25,0.0125,500,62,0.196,1.10825
1700,26,0.1,2.73,1.75,0.25,0.0125,500,65,0.2175,1.07434
1800,26,0.1,2.73,1.75,0.25,0.0125,500,69,0.2035,1.09153
1900,26,0.1,2.73,1.75,0.25,0.0125,500,73,0.2055,1.09943
2000,26,0.1,2.73,1.75,0.25,0.0125,500,77,0.2175,1.06683
1200,28,0.1,2.73,1.75,0.25,0.0125,500,43,0.22875,1.06553
1300,28,0.1,2.73,1.75,0.25,0.0125,500,46,0.2125,1.07905
1400,28,0.1,2.73,1.75,0.25,0.0125,500,50,0.20425,1.05112
1500,28,0.1,2.73,1.75,0.25,0.0125,500,54,0.205,1.05474
1600,28,0.1,2.73,1.75,0.25,0.0125,500,57,0.2075,1.0432
1700,28,0.1,2.73,1.75,0.25,0.0125,500,61,0.2155,1.02742
1800,28,0.1,2.73,1.75,0.25,0.0125,500,64,0.22825,1.03854
1900,28,0.1,2.73,1.75,0.25,0.0125,500,68,0.2325,1.01353
2000,28,0.1,2.73,1.75,0.25,0.0125,500,71,0.22025,1.03677
1200,30,0.1,2.73,1.75,0.25,0.0125,500,40,0.212,1.01456
1300,30,0.1,2.73,1.75,0.25,0.0125,500,43,0.21425,1.03327
1400,30,0.1,2.73,1.75,0.25,0.0125,500,47,0.21825,1.02495
1500,30,0.1,2.73,1.75,0.25,0.0125,500,50,0.2165,1.00216
1600,30,0.1,2.73,1.75,0.25,0.0125,500,53,0.22075,1.00015
1700,30,0.1,2.73,1.75,0.25,0.0125,500,57,0.2295,0.98488
1800,30,0.1,2.73,1.75,0.25,0.0125,500,60,0.22525,0.99068
1900,30,0.1,2.73,1.75,0.25,0.0125,500,63,0.21675,1.00055
2000,30,0.1,2.73,1.75,0.25,0.0125,500,67,0.2345,0.98643
1200,20,0.5,2.73,1.75,0.25,0.0125,500,60,0.18675,1.26517
1300,20,0.5,2.73,1.75,0.25,0.0125,500,65,0.20125,1.21527
1400,20,0.5,2.73,1.75,0.25,0.0125,500,70,0.188,1.22801
1500,20,0.5,2.73,1.75,0.25,0.0125,500,75,0.19325,1.20584
1600,20,0.5,2.73,1.75,0.25,0.0125,500,80,0.195,1.22065
1700,20,0.5,2.73,1.75,0.25,0.0125,500,85,0.193,1.22172
1800,20,0.5,2.73,1.75,0.25,0.0125,500,90,0.18675,1.21606
1900,20,0.5,2.73,1.75,0.25,0.0125,500,95,0.207,1.21031
2000,20,0.5,2.73,1.75,0.25,0.0125,500,100,0.20425,1.1897
1200,22,0.5,2.73,1.75,0.25,0.0125,500,55,0.211,1.16606
1300,22,0.5,2.73,1.75,0.25,0.0125,500,59,0.20075,1.14914
1400,22,0.5,2.73,1.75,0.25,0.0125,500,64,0.20875,1.13587
1500,22,0.5,2.73,1.75,0.25,0.0125,500,68,0.20225,1.13825
1600,22,0.5,2.73,1.75,0.25,0.0125,500,73,0.20525,1.13528
1700,22,0.5,2.73,1.75,0.25,0.0125,500,77,0.20575,1.12981
1800,22,0.5,2.73,1.75,0.25,0.0125,500,82,0.20425,1.13756
1900,22,0.5,2.73,1.75,0.25,0.0125,500,86,0.19925,1.12922
2000,22,0.5,2.73,1.75,0.25,0.0125,500,91,0.1985,1.13376
1200,24,0.5,2.73,1.75,0.25,0.0125,500,50,0.203,1.10146
1300,24,0.5,2.73,1.75,0.25,0.0125,500,54,0.213,1.10024
1400,24,0.5,2.73,1.75,0.25,0.0125,500,58,0.1935,1.09887
1500,24,0.5,2.73,1.75,0.25,0.0125,500,62,0.20275,1.11283
1600,24,0.5,2.73,1.75,0.25,0.0125,500,67,0.2095,1.0798
1700,24,0.5,2.73,1.75,0.25,0.0125,500,71,0.2145,1.09052
1800,24,0.5,2.73,1.75,0.25,0.0125,500,75,0.21225,1.10486
1900,24,0.5,2.73,1.75,0.25,0.0125,500,79,0.2025,1.08845
2000,24,0.5,2.73,1.75,0.25,0.0125,500,83,0.20725,1.07206
1200,26,0.5,2.73,1.75,0.25,0.0125,500,46,0.22175,1.04495
1300,26,0.5,2.73,1.75,0.25,0.0125,500,50,0.232,1.03894
1400,26,0.5,2.73,1.75,0.25,0.0125,500,54,0.21575,1.03504
1500,26,0.5,2.73,1.75,0.25,0.0125,500,58,0.2265,1.03627
1600,26,0.5,2.73,1.75,0.25,0.0125,500,62,0.22375,1.0398
1700,26,0.5,2.73,1.75,0.25,0.0125,500,65,0.21775,1.02309
1800,26,0.5,2.73,1.75,0.25,0.0125,500,69,0.225,1.03081
1900,26,0.5,2.73,1.75,0.25,0.0125,500,73,0.247,1.0183
2000,26,0.5,2.73,1.75,0.25,0.0125,500,77,0.2255,1.0067
1200,28,0.5,2.73,1.75,0.25,0.0125,500,43,0.21975,1.00531
1300,28,0.5,2.73,1.75,0.25,0.0125,500,46,0.2245,0.99312
1400,28,0.5,2.73,1.75,0.25,0.0125,500,50,0.2355,0.98755
1500,28,0.5,2.73,1.75,0.25,0.0125,500,54,0.23075,0.99094
1600,28,0.5,2.73,1.75,0.25,0.0125,500,57,0.216,0.97907
1700,28,0.5,2.73,1.75,0.25,0.0125,500,61,0.2355,0.98122
1800,28,0.5,2.73,1.75,0.25,0.0125,500,64,0.2215,0.9807
1900,28,0.5,2.73,1.75,0.25,0.0125,500,68,0.237,0.98224
2000,28,0.5,2.73,1.75,0.25,0.0125,500,71,0.241,0.98162
1200,30,0.5,2.73,1.75,0.25,0.0125,500,40,0.23775,0.95339
1300,30,0.5,2.73,1.75,0.25,0.0125,500,43,0.24475,0.94567
1400,30,0.5,2.73,1.75,0.25,0.0125,500,47,0.2495,0.93853
1500,30,0.5,2.73,1.75,0.25,0.0125,500,50,0.25425,0.94087
1600,30,0.5,2.73,1.75,0.25,0.0125,500,53,0.24075,0.9385
1700,30,0.5,2.73,1.75,0.25,0.0125,500,57,0.24475,0.93426
1800,30,0.5,2.73,1.75,0.25,0.0125,500,60,0.23325,0.93524
1900,30,0.5,2.73,1.75,0.25,0.0125,500,63,0.243,0.9405
2000,30,0.5,2.73,1.75,0.25,0.0125,500,67,0.249,0.94086
1200,20,0.1,2.73,2,0.25,0.0125,500,60,0.243,1.32013
1300,20,0.1,2.73,2,0.25,0.0125,500,65,0.2505,1.37916
1400,20,0.1,2.73,2,0.25,0.0125,500,70,0.26025,1.34208
1500,20,0.1,2.73,2,0.25,0.0125,500,75,0.25975,1.31851
1600,20,0.1,2.73,2,0.25,0.0125,500,80,0.25125,1.31642
1700,20,0.1,2.73,2,0.25,0.0125,500,85,0.26025,1.31342
1800,20,0.1,2.73,2,0.25,0.0125,500,90,0.24925,1.30918
1900,20,0.1,2.73,2,0.25,0.0125,500,95,0.26175,1.31397
2000,20,0.1,2.73,2,0.25,0.0125,500,100,0.26075,1.29496
1200,22,0.1,2.73,2,0.25,0.0125,500,55,0.25925,1.29235
1300,22,0.1,2.73,2,0.25,0.0125,500,59,0.2515,1.2766
1400,22,0.1,2.73,2,0.25,0.0125,500,64,0.27125,1.25398
1500,22,0.1,2.73,2,0.25,0.0125,500,68,0.27675,1.23515
1600,22,0.1,2.73,2,0.25,0.0125,500,73,0.26475,1.25821
1700,22,0.1,2.73,2,0.25,0.0125,500,77,0.27725,1.22913
1800,22,0.1,2.73,2,0.25,0.0125,500,82,0.27075,1.23989
1900,22,0.1,2.73,2,0.25,0.0125,500,86,0.2585,1.2417
2000,22,0.1,2.73,2,0.25,0.0125,500,91,0.268,1.22605
1200,24,0.1,2.73,2,0.25,0.0125,500,50,0.277,1.20219
1300,24,0.1,2.73,2,0.25,0.0125,500,54,0.27,1.20683
1400,24,0.1,2.73,2,0.25,0.0125,500,58,0.28575,1.2011
1500,24,0.1,2.73,2,0.25,0.0125,500,62,0.27625,1.1988
1600,24,0.1,2.73,2,0.25,0.0125,500,67,0.29225,1.1683
1700,24,0.1,2.73,2,0.25,0.0125,500,71,0.27775,1.18917
1800,24,0.1,2.73,2,0.25,0.0125,500,75,0.2835,1.15946
1900,24,0.1,2.73,2,0.25,0.0125,500,79,0.28525,1.18611
2000,24,0.1,2.73,2,0.25,0.0125,500,83,0.2985,1.14679
