n,n.communities,p,community.var,or,r,alpha,n.sim,n.per.community,prop.drivers,or.margin.of.error
1000,25,0.5,2.73,1.25,0.25,0.0125,1000,40,0.06187,1.05145
1500,25,0.5,2.73,1.25,0.25,0.0125,1000,60,0.06625,1.0225
2000,25,0.5,2.73,1.25,0.25,0.0125,1000,80,0.063,1.00862
2500,25,0.5,2.73,1.25,0.25,0.0125,1000,100,0.062,1.02406
3000,25,0.5,2.73,1.25,0.25,0.0125,1000,120,0.06263,1.00802
1000,50,0.5,2.73,1.25,0.25,0.0125,1000,20,0.0655,0.68575
1500,50,0.5,2.73,1.25,0.25,0.0125,1000,30,0.06775,0.66739
2000,50,0.5,2.73,1.25,0.25,0.0125,1000,40,0.07113,0.65902
2500,50,0.5,2.73,1.25,0.25,0.0125,1000,50,0.06875,0.6523
3000,50,0.5,2.73,1.25,0.25,0.0125,1000,60,0.06975,0.65119
1000,100,0.5,2.73,1.25,0.25,0.0125,1000,10,0.1,0.46877
1500,100,0.5,2.73,1.25,0.25,0.0125,1000,15,0.10275,0.45283
2000,100,0.5,2.73,1.25,0.25,0.0125,1000,20,0.10563,0.44635
2500,100,0.5,2.73,1.25,0.25,0.0125,1000,25,0.11025,0.44009
3000,100,0.5,2.73,1.25,0.25,0.0125,1000,30,0.10512,0.43528
1000,25,0.1,2.73,1.5,0.25,0.0125,1000,40,0.11,1.14764
1500,25,0.1,2.73,1.5,0.25,0.0125,1000,60,0.11875,1.09467
2000,25,0.1,2.73,1.5,0.25,0.0125,1000,80,0.11962,1.08199
2500,25,0.1,2.73,1.5,0.25,0.0125,1000,100,0.12413,1.08011
3000,25,0.1,2.73,1.5,0.25,0.0125,1000,120,0.13125,1.0547
1000,50,0.1,2.73,1.5,0.25,0.0125,1000,20,0.164,0.7641
1500,50,0.1,2.73,1.5,0.25,0.0125,1000,30,0.174,0.7314
2000,50,0.1,2.73,1.5,0.25,0.0125,1000,40,0.18038,0.71365
2500,50,0.1,2.73,1.5,0.25,0.0125,1000,50,0.1805,0.70004
3000,50,0.1,2.73,1.5,0.25,0.0125,1000,60,0.183,0.69025
1000,100,0.1,2.73,1.5,0.25,0.0125,1000,10,0.26237,0.54539
1500,100,0.1,2.73,1.5,0.25,0.0125,1000,15,0.297,0.51318
2000,100,0.1,2.73,1.5,0.25,0.0125,1000,20,0.31788,0.49396
2500,100,0.1,2.73,1.5,0.25,0.0125,1000,25,0.33375,0.48278
3000,100,0.1,2.73,1.5,0.25,0.0125,1000,30,0.34163,0.47531
1000,25,0.5,2.73,1.5,0.25,0.0125,1000,40,0.12912,1.06413
1500,25,0.5,2.73,1.5,0.25,0.0125,1000,60,0.13262,1.04918
2000,25,0.5,2.73,1.5,0.25,0.0125,1000,80,0.12813,1.0218
2500,25,0.5,2.73,1.5,0.25,0.0125,1000,100,0.13088,1.02075
3000,25,0.5,2.73,1.5,0.25,0.0125,1000,120,0.13487,1.02452
1000,50,0.5,2.73,1.5,0.25,0.0125,1000,20,0.18113,0.70153
1500,50,0.5,2.73,1.5,0.25,0.0125,1000,30,0.20238,0.67685
2000,50,0.5,2.73,1.5,0.25,0.0125,1000,40,0.1995,0.66763
2500,50,0.5,2.73,1.5,0.25,0.0125,1000,50,0.204,0.66058
3000,50,0.5,2.73,1.5,0.25,0.0125,1000,60,0.20687,0.65458
1000,100,0.5,2.73,1.5,0.25,0.0125,1000,10,0.33325,0.48168
1500,100,0.5,2.73,1.5,0.25,0.0125,1000,15,0.35187,0.46483
2000,100,0.5,2.73,1.5,0.25,0.0125,1000,20,0.36325,0.45433
2500,100,0.5,2.73,1.5,0.25,0.0125,1000,25,0.373,0.44601
3000,100,0.5,2.73,1.5,0.25,0.0125,1000,30,0.38925,0.44188
1000,25,0.1,2.73,1.75,0.25,0.0125,1000,40,0.19512,1.16454
1500,25,0.1,2.73,1.75,0.25,0.0125,1000,60,0.20375,1.12997
2000,25,0.1,2.73,1.75,0.25,0.0125,1000,80,0.19737,1.11613
2500,25,0.1,2.73,1.75,0.25,0.0125,1000,100,0.2035,1.09109
3000,25,0.1,2.73,1.75,0.25,0.0125,1000,120,0.20238,1.08475
1000,50,0.1,2.73,1.75,0.25,0.0125,1000,20,0.29075,0.79145
1500,50,0.1,2.73,1.75,0.25,0.0125,1000,30,0.32312,0.74602
2000,50,0.1,2.73,1.75,0.25,0.0125,1000,40,0.34263,0.72716
2500,50,0.1,2.73,1.75,0.25,0.0125,1000,50,0.34838,0.71173
3000,50,0.1,2.73,1.75,0.25,0.0125,1000,60,0.35162,0.70798
1000,100,0.1,2.73,1.75,0.25,0.0125,1000,10,0.494,0.56406
1500,100,0.1,2.73,1.75,0.25,0.0125,1000,15,0.55037,0.52636
2000,100,0.1,2.73,1.75,0.25,0.0125,1000,20,0.581,0.5075
2500,100,0.1,2.73,1.75,0.25,0.0125,1000,25,0.60662,0.49268
3000,100,0.1,2.73,1.75,0.25,0.0125,1000,30,0.61775,0.48451
1000,25,0.5,2.73,1.75,0.25,0.0125,1000,40,0.20775,1.08352
1500,25,0.5,2.73,1.75,0.25,0.0125,1000,60,0.2185,1.05387
2000,25,0.5,2.73,1.75,0.25,0.0125,1000,80,0.21675,1.04727
2500,25,0.5,2.73,1.75,0.25,0.0125,1000,100,0.21775,1.03762
3000,25,0.5,2.73,1.75,0.25,0.0125,1000,120,0.22012,1.02715
1000,50,0.5,2.73,1.75,0.25,0.0125,1000,20,0.34075,0.72078
1500,50,0.5,2.73,1.75,0.25,0.0125,1000,30,0.362,0.69346
2000,50,0.5,2.73,1.75,0.25,0.0125,1000,40,0.37313,0.67678
2500,50,0.5,2.73,1.75,0.25,0.0125,1000,50,0.38412,0.67399
3000,50,0.5,2.73,1.75,0.25,0.0125,1000,60,0.37275,0.66857
1000,100,0.5,2.73,1.75,0.25,0.0125,1000,10,0.58763,0.49876
1500,100,0.5,2.73,1.75,0.25,0.0125,1000,15,0.63562,0.4743
2000,100,0.5,2.73,1.75,0.25,0.0125,1000,20,0.64938,0.46147
2500,100,0.5,2.73,1.75,0.25,0.0125,1000,25,0.67337,0.45495
3000,100,0.5,2.73,1.75,0.25,0.0125,1000,30,0.68662,0.45071
1000,25,0.1,2.73,2,0.25,0.0125,1000,40,0.26363,1.20677
1500,25,0.1,2.73,2,0.25,0.0125,1000,60,0.28637,1.15381
2000,25,0.1,2.73,2,0.25,0.0125,1000,80,0.29488,1.12975
2500,25,0.1,2.73,2,0.25,0.0125,1000,100,0.30475,1.10973
3000,25,0.1,2.73,2,0.25,0.0125,1000,120,0.313,1.0774
1000,50,0.1,2.73,2,0.25,0.0125,1000,20,0.44113,0.81562
1500,50,0.1,2.73,2,0.25,0.0125,1000,30,0.48037,0.76633
2000,50,0.1,2.73,2,0.25,0.0125,1000,40,0.50075,0.74307
2500,50,0.1,2.73,2,0.25,0.0125,1000,50,0.498,0.7344
3000,50,0.1,2.73,2,0.25,0.0125,1000,60,0.52338,0.71442
1000,100,0.1,2.73,2,0.25,0.0125,1000,10,0.67888,0.58308
1500,100,0.1,2.73,2,0.25,0.0125,1000,15,0.75213,0.53739
2000,100,0.1,2.73,2,0.25,0.0125,1000,20,0.77125,0.52311
2500,100,0.1,2.73,2,0.25,0.0125,1000,25,0.78575,0.5061
3000,100,0.1,2.73,2,0.25,0.0125,1000,30,0.80875,0.49688
1000,25,0.5,2.73,2,0.25,0.0125,1000,40,0.29388,1.11974
1500,25,0.5,2.73,2,0.25,0.0125,1000,60,0.32075,1.07629
2000,25,0.5,2.73,2,0.25,0.0125,1000,80,0.32125,1.07521
2500,25,0.5,2.73,2,0.25,0.0125,1000,100,0.32387,1.05437
3000,25,0.5,2.73,2,0.25,0.0125,1000,120,0.31575,1.04761
1000,50,0.5,2.73,2,0.25,0.0125,1000,20,0.50825,0.7343
1500,50,0.5,2.73,2,0.25,0.0125,1000,30,0.53175,0.71166
2000,50,0.5,2.73,2,0.25,0.0125,1000,40,0.54238,0.69565
2500,50,0.5,2.73,2,0.25,0.0125,1000,50,0.55488,0.68375
3000,50,0.5,2.73,2,0.25,0.0125,1000,60,0.56,0.67644
1000,100,0.5,2.73,2,0.25,0.0125,1000,10,0.78188,0.5165
1500,100,0.5,2.73,2,0.25,0.0125,1000,15,0.81712,0.48972
2000,100,0.5,2.73,2,0.25,0.0125,1000,20,0.83738,0.47796
2500,100,0.5,2.73,2,0.25,0.0125,1000,25,0.8395,0.46741
3000,100,0.5,2.73,2,0.25,0.0125,1000,30,0.86788,0.46204
