n,n.communities,p,community.var,or,r,alpha,n.sim,n.per.community,prop.drivers,or.margin.of.error
600,25,0.1,2.73,1.25,0.25,0.0125,50,24,0.04,1.22794
1200,25,0.1,2.73,1.25,0.25,0.0125,50,48,0.0525,1.03251
1800,25,0.1,2.73,1.25,0.25,0.0125,50,72,0.0375,1.06295
2400,25,0.1,2.73,1.25,0.25,0.0125,50,96,0.06,1.02897
3600,25,0.1,2.73,1.25,0.25,0.0125,50,144,0.0675,1.04638
4800,25,0.1,2.73,1.25,0.25,0.0125,50,192,0.065,0.99789
6000,25,0.1,2.73,1.25,0.25,0.0125,50,240,0.07,1.05076
7200,25,0.1,2.73,1.25,0.25,0.0125,50,288,0.0875,1.02472
8400,25,0.1,2.73,1.25,0.25,0.0125,50,336,0.065,0.96517
9600,25,0.1,2.73,1.25,0.25,0.0125,50,384,0.0875,0.98511
600,50,0.1,2.73,1.25,0.25,0.0125,50,12,0.045,0.82682
1200,50,0.1,2.73,1.25,0.25,0.0125,50,24,0.045,0.73945
1800,50,0.1,2.73,1.25,0.25,0.0125,50,36,0.055,0.70079
2400,50,0.1,2.73,1.25,0.25,0.0125,50,48,0.06,0.70704
3600,50,0.1,2.73,1.25,0.25,0.0125,50,72,0.05,0.67808
4800,50,0.1,2.73,1.25,0.25,0.0125,50,96,0.07,0.67178
6000,50,0.1,2.73,1.25,0.25,0.0125,50,120,0.0975,0.6435
7200,50,0.1,2.73,1.25,0.25,0.0125,50,144,0.0475,0.64503
8400,50,0.1,2.73,1.25,0.25,0.0125,50,168,0.0825,0.66001
9600,50,0.1,2.73,1.25,0.25,0.0125,50,192,0.08,0.65225
600,100,0.1,2.73,1.25,0.25,0.0125,50,6,0.0525,0.59705
1200,100,0.1,2.73,1.25,0.25,0.0125,50,12,0.085,0.50124
1800,100,0.1,2.73,1.25,0.25,0.0125,50,18,0.105,0.48441
2400,100,0.1,2.73,1.25,0.25,0.0125,50,24,0.1,0.47254
3600,100,0.1,2.73,1.25,0.25,0.0125,50,36,0.115,0.45504
4800,100,0.1,2.73,1.25,0.25,0.0125,50,48,0.1,0.4477
6000,100,0.1,2.73,1.25,0.25,0.0125,50,60,0.155,0.44006
7200,100,0.1,2.73,1.25,0.25,0.0125,50,72,0.1075,0.44829
8400,100,0.1,2.73,1.25,0.25,0.0125,50,84,0.1175,0.44327
9600,100,0.1,2.73,1.25,0.25,0.0125,50,96,0.1125,0.43453
600,25,0.5,2.73,1.25,0.25,0.0125,50,24,0.0525,1.06403
1200,25,0.5,2.73,1.25,0.25,0.0125,50,48,0.0675,1.03377
1800,25,0.5,2.73,1.25,0.25,0.0125,50,72,0.0725,1.0245
2400,25,0.5,2.73,1.25,0.25,0.0125,50,96,0.06,1.0027
3600,25,0.5,2.73,1.25,0.25,0.0125,50,144,0.0475,1.02167
4800,25,0.5,2.73,1.25,0.25,0.0125,50,192,0.0825,0.99857
6000,25,0.5,2.73,1.25,0.25,0.0125,50,240,0.045,1.03594
7200,25,0.5,2.73,1.25,0.25,0.0125,50,288,0.075,0.98811
8400,25,0.5,2.73,1.25,0.25,0.0125,50,336,0.0725,1.00496
9600,25,0.5,2.73,1.25,0.25,0.0125,50,384,0.0425,1.01389
600,50,0.5,2.73,1.25,0.25,0.0125,50,12,0.055,0.71179
1200,50,0.5,2.73,1.25,0.25,0.0125,50,24,0.065,0.68854
1800,50,0.5,2.73,1.25,0.25,0.0125,50,36,0.0875,0.67496
