n,p,or,r,alpha,n.sim,prop.drivers
1000,0.1,1.5,0.25,0.005,10,0.45
1500,0.1,1.5,0.25,0.005,10,0.65
2000,0.1,1.5,0.25,0.005,10,0.64
2500,0.1,1.5,0.25,0.005,10,0.72
3000,0.1,1.5,0.25,0.005,10,0.72
500,0.15,1.5,0.25,0.005,10,0.36
1000,0.15,1.5,0.25,0.005,10,0.59
1500,0.15,1.5,0.25,0.005,10,0.66
2000,0.15,1.5,0.25,0.005,10,0.69
2500,0.15,1.5,0.25,0.005,10,0.75
3000,0.15,1.5,0.25,0.005,10,0.77
500,0.2,1.5,0.25,0.005,10,0.35
1000,0.2,1.5,0.25,0.005,10,0.63
1500,0.2,1.5,0.25,0.005,10,0.66
2000,0.2,1.5,0.25,0.005,10,0.75
2500,0.2,1.5,0.25,0.005,10,0.83
3000,0.2,1.5,0.25,0.005,10,0.82
500,0.25,1.5,0.25,0.005,10,0.38
1000,0.25,1.5,0.25,0.005,10,0.62
1500,0.25,1.5,0.25,0.005,10,0.75
2000,0.25,1.5,0.25,0.005,10,0.76
2500,0.25,1.5,0.25,0.005,10,0.83
3000,0.25,1.5,0.25,0.005,10,0.83
500,0.3,1.5,0.25,0.005,10,0.37
1000,0.3,1.5,0.25,0.005,10,0.66
1500,0.3,1.5,0.25,0.005,10,0.75
2000,0.3,1.5,0.25,0.005,10,0.8
2500,0.3,1.5,0.25,0.005,10,0.83
3000,0.3,1.5,0.25,0.005,10,0.87
500,0.05,1.75,0.25,0.005,10,0.29
1000,0.05,1.75,0.25,0.005,10,0.5
1500,0.05,1.75,0.25,0.005,10,0.67
2000,0.05,1.75,0.25,0.005,10,0.74
2500,0.05,1.75,0.25,0.005,10,0.74
3000,0.05,1.75,0.25,0.005,10,0.75
500,0.1,1.75,0.25,0.005,10,0.49
1000,0.1,1.75,0.25,0.005,10,0.66
1500,0.1,1.75,0.25,0.005,10,0.79
2000,0.1,1.75,0.25,0.005,10,0.77
2500,0.1,1.75,0.25,0.005,10,0.78
3000,0.1,1.75,0.25,0.005,10,0.85
500,0.15,1.75,0.25,0.005,10,0.52
1000,0.15,1.75,0.25,0.005,10,0.74
1500,0.15,1.75,0.25,0.005,10,0.8
2000,0.15,1.75,0.25,0.005,10,0.77
2500,0.15,1.75,0.25,0.005,10,0.84
3000,0.15,1.75,0.25,0.005,10,0.94
500,0.2,1.75,0.25,0.005,10,0.55
1000,0.2,1.75,0.25,0.005,10,0.7
1500,0.2,1.75,0.25,0.005,10,0.82
2000,0.2,1.75,0.25,0.005,10,0.87
2500,0.2,1.75,0.25,0.005,10,0.88
3000,0.2,1.75,0.25,0.005,10,0.95
500,0.25,1.75,0.25,0.005,10,0.62
1000,0.25,1.75,0.25,0.005,10,0.74
1500,0.25,1.75,0.25,0.005,10,0.83
2000,0.25,1.75,0.25,0.005,10,0.93
2500,0.25,1.75,0.25,0.005,10,0.92
3000,0.25,1.75,0.25,0.005,10,0.95
500,0.3,1.75,0.25,0.005,10,0.59
1000,0.3,1.75,0.25,0.005,10,0.78
1500,0.3,1.75,0.25,0.005,10,0.79
2000,0.3,1.75,0.25,0.005,10,0.9
2500,0.3,1.75,0.25,0.005,10,0.91
3000,0.3,1.75,0.25,0.005,10,0.97
500,0.05,2,0.25,0.005,10,0.4
1000,0.05,2,0.25,0.005,10,0.68
1500,0.05,2,0.25,0.005,10,0.76
2000,0.05,2,0.25,0.005,10,0.85
2500,0.05,2,0.25,0.005,10,0.82
3000,0.05,2,0.25,0.005,10,0.84
500,0.1,2,0.25,0.005,10,0.58
1000,0.1,2,0.25,0.005,10,0.7
1500,0.1,2,0.25,0.005,10,0.8
2000,0.1,2,0.25,0.005,10,0.89
2500,0.1,2,0.25,0.005,10,0.98
3000,0.1,2,0.25,0.005,10,0.96
500,0.15,2,0.25,0.005,10,0.57
1000,0.15,2,0.25,0.005,10,0.8
1500,0.15,2,0.25,0.005,10,0.83
2000,0.15,2,0.25,0.005,10,0.9
2500,0.15,2,0.25,0.005,10,0.96
3000,0.15,2,0.25,0.005,10,0.95
500,0.2,2,0.25,0.005,10,0.63
1000,0.2,2,0.25,0.005,10,0.88
1500,0.2,2,0.25,0.005,10,0.92
2000,0.2,2,0.25,0.005,10,0.91
2500,0.2,2,0.25,0.005,10,0.94
3000,0.2,2,0.25,0.005,10,1
500,0.25,2,0.25,0.005,10,0.68
1000,0.25,2,0.25,0.005,10,0.79
1500,0.25,2,0.25,0.005,10,0.85
2000,0.25,2,0.25,0.005,10,0.94
2500,0.25,2,0.25,0.005,10,0.95
3000,0.25,2,0.25,0.005,10,1
500,0.3,2,0.25,0.005,10,0.68
1000,0.3,2,0.25,0.005,10,0.8
1500,0.3,2,0.25,0.005,10,0.92
2000,0.3,2,0.25,0.005,10,0.95
2500,0.3,2,0.25,0.005,10,0.97
3000,0.3,2,0.25,0.005,10,0.98
