n,p,or,r,alpha,n.sim,prop.drivers
3000,0.15,1.25,0.25,0.005,10,0.55
500,0.2,1.25,0.25,0.005,10,0.07
1000,0.2,1.25,0.25,0.005,10,0.21
1500,0.2,1.25,0.25,0.005,10,0.36
2000,0.2,1.25,0.25,0.005,10,0.44
2500,0.2,1.25,0.25,0.005,10,0.55
3000,0.2,1.25,0.25,0.005,10,0.63
500,0.25,1.25,0.25,0.005,10,0.1
1000,0.25,1.25,0.25,0.005,10,0.22
1500,0.25,1.25,0.25,0.005,10,0.46
2000,0.25,1.25,0.25,0.005,10,0.49
2500,0.25,1.25,0.25,0.005,10,0.52
3000,0.25,1.25,0.25,0.005,10,0.73
500,0.3,1.25,0.25,0.005,10,0.17
1000,0.3,1.25,0.25,0.005,10,0.25
1500,0.3,1.25,0.25,0.005,10,0.43
2000,0.3,1.25,0.25,0.005,10,0.59
2500,0.3,1.25,0.25,0.005,10,0.59
3000,0.3,1.25,0.25,0.005,10,0.66
500,0.05,1.5,0.25,0.005,10,0.1
1000,0.05,1.5,0.25,0.005,10,0.25
1500,0.05,1.5,0.25,0.005,10,0.47
2000,0.05,1.5,0.25,0.005,10,0.57
2500,0.05,1.5,0.25,0.005,10,0.63
3000,0.05,1.5,0.25,0.005,10,0.66
500,0.1,1.5,0.25,0.005,10,0.24
1000,0.1,1.5,0.25,0.005,10,0.44
1500,0.1,1.5,0.25,0.005,10,0.59
2000,0.1,1.5,0.25,0.005,10,0.7
2500,0.1,1.5,0.25,0.005,10,0.69
3000,0.1,1.5,0.25,0.005,10,0.77
500,0.15,1.5,0.25,0.005,10,0.3
1000,0.15,1.5,0.25,0.005,10,0.6
1500,0.15,1.5,0.25,0.005,10,0.63
2000,0.15,1.5,0.25,0.005,10,0.69
2500,0.15,1.5,0.25,0.005,10,0.82
3000,0.15,1.5,0.25,0.005,10,0.83
500,0.2,1.5,0.25,0.005,10,0.35
1000,0.2,1.5,0.25,0.005,10,0.58
1500,0.2,1.5,0.25,0.005,10,0.74
2000,0.2,1.5,0.25,0.005,10,0.75
2500,0.2,1.5,0.25,0.005,10,0.81
3000,0.2,1.5,0.25,0.005,10,0.81
500,0.25,1.5,0.25,0.005,10,0.36
1000,0.25,1.5,0.25,0.005,10,0.6
1500,0.25,1.5,0.25,0.005,10,0.73
2000,0.25,1.5,0.25,0.005,10,0.8
2500,0.25,1.5,0.25,0.005,10,0.8
3000,0.25,1.5,0.25,0.005,10,0.85
500,0.3,1.5,0.25,0.005,10,0.42
1000,0.3,1.5,0.25,0.005,10,0.62
1500,0.3,1.5,0.25,0.005,10,0.78
2000,0.3,1.5,0.25,0.005,10,0.81
2500,0.3,1.5,0.25,0.005,10,0.81
3000,0.3,1.5,0.25,0.005,10,0.78
500,0.05,1.75,0.25,0.005,10,0.35
1000,0.05,1.75,0.25,0.005,10,0.55
1500,0.05,1.75,0.25,0.005,10,0.63
2000,0.05,1.75,0.25,0.005,10,0.74
2500,0.05,1.75,0.25,0.005,10,0.75
3000,0.05,1.75,0.25,0.005,10,0.8
500,0.1,1.75,0.25,0.005,10,0.46
1000,0.1,1.75,0.25,0.005,10,0.62
1500,0.1,1.75,0.25,0.005,10,0.73
2000,0.1,1.75,0.25,0.005,10,0.81
2500,0.1,1.75,0.25,0.005,10,0.8
3000,0.1,1.75,0.25,0.005,10,0.89
500,0.15,1.75,0.25,0.005,10,0.45
1000,0.15,1.75,0.25,0.005,10,0.69
1500,0.15,1.75,0.25,0.005,10,0.76
2000,0.15,1.75,0.25,0.005,10,0.8
2500,0.15,1.75,0.25,0.005,10,0.92
3000,0.15,1.75,0.25,0.005,10,0.88
500,0.2,1.75,0.25,0.005,10,0.53
1000,0.2,1.75,0.25,0.005,10,0.76
1500,0.2,1.75,0.25,0.005,10,0.79
2000,0.2,1.75,0.25,0.005,10,0.89
2500,0.2,1.75,0.25,0.005,10,0.9
3000,0.2,1.75,0.25,0.005,10,0.93
500,0.25,1.75,0.25,0.005,10,0.61
1000,0.25,1.75,0.25,0.005,10,0.77
1500,0.25,1.75,0.25,0.005,10,0.83
2000,0.25,1.75,0.25,0.005,10,0.88
2500,0.25,1.75,0.25,0.005,10,0.96
3000,0.25,1.75,0.25,0.005,10,0.96
500,0.3,1.75,0.25,0.005,10,0.62
1000,0.3,1.75,0.25,0.005,10,0.76
1500,0.3,1.75,0.25,0.005,10,0.85
2000,0.3,1.75,0.25,0.005,10,0.9
2500,0.3,1.75,0.25,0.005,10,0.92
3000,0.3,1.75,0.25,0.005,10,0.91
500,0.05,2,0.25,0.005,10,0.46
1000,0.05,2,0.25,0.005,10,0.71
1500,0.05,2,0.25,0.005,10,0.74
2000,0.05,2,0.25,0.005,10,0.79
2500,0.05,2,0.25,0.005,10,0.84
3000,0.05,2,0.25,0.005,10,0.87
500,0.1,2,0.25,0.005,10,0.54
1000,0.1,2,0.25,0.005,10,0.76
1500,0.1,2,0.25,0.005,10,0.8
2000,0.1,2,0.25,0.005,10,0.89
2500,0.1,2,0.25,0.005,10,0.92
3000,0.1,2,0.25,0.005,10,0.95
500,0.15,2,0.25,0.005,10,0.59
1000,0.15,2,0.25,0.005,10,0.81
1500,0.15,2,0.25,0.005,10,0.81
2000,0.15,2,0.25,0.005,10,0.94
2500,0.15,2,0.25,0.005,10,0.94
3000,0.15,2,0.25,0.005,10,0.98
500,0.2,2,0.25,0.005,10,0.63
1000,0.2,2,0.25,0.005,10,0.81
1500,0.2,2,0.25,0.005,10,0.88
2000,0.2,2,0.25,0.005,10,0.95
2500,0.2,2,0.25,0.005,10,0.94
3000,0.2,2,0.25,0.005,10,0.99
500,0.25,2,0.25,0.005,10,0.67
1000,0.25,2,0.25,0.005,10,0.85
1500,0.25,2,0.25,0.005,10,0.91
2000,0.25,2,0.25,0.005,10,0.94
2500,0.25,2,0.25,0.005,10,0.98
3000,0.25,2,0.25,0.005,10,0.97
500,0.3,2,0.25,0.005,10,0.69
1000,0.3,2,0.25,0.005,10,0.82
1500,0.3,2,0.25,0.005,10,0.91
2000,0.3,2,0.25,0.005,10,0.97
2500,0.3,2,0.25,0.005,10,0.97
3000,0.3,2,0.25,0.005,10,1
