n,p,or,r,alpha,n.sim,prop.drivers
500,0.05,1,0.25,0.005,2000,0.0041
1000,0.05,1,0.25,0.005,2000,0.00445
1500,0.05,1,0.25,0.005,2000,0.0049
2000,0.05,1,0.25,0.005,2000,0.00445
2500,0.05,1,0.25,0.005,2000,0.00505
3000,0.05,1,0.25,0.005,2000,0.00525
500,0.1,1,0.25,0.005,2000,0.00515
1000,0.1,1,0.25,0.005,2000,0.00505
1500,0.1,1,0.25,0.005,2000,0.005
2000,0.1,1,0.25,0.005,2000,0.00575
2500,0.1,1,0.25,0.005,2000,0.0048
3000,0.1,1,0.25,0.005,2000,0.0051
500,0.15,1,0.25,0.005,2000,0.005
1000,0.15,1,0.25,0.005,2000,0.00505
1500,0.15,1,0.25,0.005,2000,0.00545
2000,0.15,1,0.25,0.005,2000,0.0053
2500,0.15,1,0.25,0.005,2000,0.00425
3000,0.15,1,0.25,0.005,2000,0.00495
500,0.2,1,0.25,0.005,2000,0.00455
1000,0.2,1,0.25,0.005,2000,0.0054
1500,0.2,1,0.25,0.005,2000,0.0053
2000,0.2,1,0.25,0.005,2000,0.0051
2500,0.2,1,0.25,0.005,2000,0.0043
3000,0.2,1,0.25,0.005,2000,0.0045
500,0.25,1,0.25,0.005,2000,0.0046
1000,0.25,1,0.25,0.005,2000,0.00475
1500,0.25,1,0.25,0.005,2000,0.00485
2000,0.25,1,0.25,0.005,2000,0.00465
2500,0.25,1,0.25,0.005,2000,0.0047
3000,0.25,1,0.25,0.005,2000,0.0055
500,0.3,1,0.25,0.005,2000,0.00515
1000,0.3,1,0.25,0.005,2000,0.00505
1500,0.3,1,0.25,0.005,2000,0.004
2000,0.3,1,0.25,0.005,2000,0.00515
2500,0.3,1,0.25,0.005,2000,0.00515
3000,0.3,1,0.25,0.005,2000,0.00485
500,0.05,1.25,0.25,0.005,2000,0.02915
1000,0.05,1.25,0.25,0.005,2000,0.0657
1500,0.05,1.25,0.25,0.005,2000,0.1142
2000,0.05,1.25,0.25,0.005,2000,0.17425
2500,0.05,1.25,0.25,0.005,2000,0.23295
3000,0.05,1.25,0.25,0.005,2000,0.29245
500,0.1,1.25,0.25,0.005,2000,0.05705
1000,0.1,1.25,0.25,0.005,2000,0.14135
1500,0.1,1.25,0.25,0.005,2000,0.2483
2000,0.1,1.25,0.25,0.005,2000,0.34835
2500,0.1,1.25,0.25,0.005,2000,0.4451
3000,0.1,1.25,0.25,0.005,2000,0.52825
500,0.15,1.25,0.25,0.005,2000,0.08175
1000,0.15,1.25,0.25,0.005,2000,0.20405
1500,0.15,1.25,0.25,0.005,2000,0.3471
2000,0.15,1.25,0.25,0.005,2000,0.4689
2500,0.15,1.25,0.25,0.005,2000,0.5772
3000,0.15,1.25,0.25,0.005,2000,0.63885
500,0.2,1.25,0.25,0.005,2000,0.10145
1000,0.2,1.25,0.25,0.005,2000,0.2678
1500,0.2,1.25,0.25,0.005,2000,0.4249
2000,0.2,1.25,0.25,0.005,2000,0.55225
2500,0.2,1.25,0.25,0.005,2000,0.6421
3000,0.2,1.25,0.25,0.005,2000,0.7032
