n,p,or,r,alpha,n.sim,prop.drivers
500,0.05,1,0.25,0.005,100,0.005
1000,0.05,1,0.25,0.005,100,0.003
1500,0.05,1,0.25,0.005,100,0.007
2000,0.05,1,0.25,0.005,100,0.001
2500,0.05,1,0.25,0.005,100,0.001
3000,0.05,1,0.25,0.005,100,0.004
500,0.1,1,0.25,0.005,100,0.005
1000,0.1,1,0.25,0.005,100,0.003
1500,0.1,1,0.25,0.005,100,0.006
2000,0.1,1,0.25,0.005,100,0.002
2500,0.1,1,0.25,0.005,100,0.013
3000,0.1,1,0.25,0.005,100,0.011
500,0.15,1,0.25,0.005,100,0.004
1000,0.15,1,0.25,0.005,100,0.005
1500,0.15,1,0.25,0.005,100,0.006
2000,0.15,1,0.25,0.005,100,0.001
2500,0.15,1,0.25,0.005,100,0.002
3000,0.15,1,0.25,0.005,100,0.005
500,0.2,1,0.25,0.005,100,0.004
1000,0.2,1,0.25,0.005,100,0.003
1500,0.2,1,0.25,0.005,100,0.004
2000,0.2,1,0.25,0.005,100,0.009
2500,0.2,1,0.25,0.005,100,0.006
3000,0.2,1,0.25,0.005,100,0.004
500,0.25,1,0.25,0.005,100,0.003
1000,0.25,1,0.25,0.005,100,0.002
1500,0.25,1,0.25,0.005,100,0.004
2000,0.25,1,0.25,0.005,100,0.008
2500,0.25,1,0.25,0.005,100,0.004
3000,0.25,1,0.25,0.005,100,0.004
500,0.3,1,0.25,0.005,100,0.003
1000,0.3,1,0.25,0.005,100,0.007
1500,0.3,1,0.25,0.005,100,0.01
2000,0.3,1,0.25,0.005,100,0.007
2500,0.3,1,0.25,0.005,100,0.003
3000,0.3,1,0.25,0.005,100,0.004
500,0.05,1.25,0.25,0.005,100,0.026
1000,0.05,1.25,0.25,0.005,100,0.054
1500,0.05,1.25,0.25,0.005,100,0.115
2000,0.05,1.25,0.25,0.005,100,0.124
2500,0.05,1.25,0.25,0.005,100,0.182
3000,0.05,1.25,0.25,0.005,100,0.233
500,0.1,1.25,0.25,0.005,100,0.034
1000,0.1,1.25,0.25,0.005,100,0.12
1500,0.1,1.25,0.25,0.005,100,0.191
2000,0.1,1.25,0.25,0.005,100,0.282
2500,0.1,1.25,0.25,0.005,100,0.354
3000,0.1,1.25,0.25,0.005,100,0.426
500,0.15,1.25,0.25,0.005,100,0.066
1000,0.15,1.25,0.25,0.005,100,0.192
1500,0.15,1.25,0.25,0.005,100,0.295
2000,0.15,1.25,0.25,0.005,100,0.395
2500,0.15,1.25,0.25,0.005,100,0.486
3000,0.15,1.25,0.25,0.005,100,0.562
500,0.2,1.25,0.25,0.005,100,0.093
1000,0.2,1.25,0.25,0.005,100,0.244
1500,0.2,1.25,0.25,0.005,100,0.357
2000,0.2,1.25,0.25,0.005,100,0.49
2500,0.2,1.25,0.25,0.005,100,0.573
