n,p,or,r,alpha,n.sim,prop.drivers
3000,0.2,1.25,0.25,0.005,100,0.613
500,0.25,1.25,0.25,0.005,100,0.106
1000,0.25,1.25,0.25,0.005,100,0.269
1500,0.25,1.25,0.25,0.005,100,0.421
2000,0.25,1.25,0.25,0.005,100,0.514
2500,0.25,1.25,0.25,0.005,100,0.597
3000,0.25,1.25,0.25,0.005,100,0.657
500,0.3,1.25,0.25,0.005,100,0.11
1000,0.3,1.25,0.25,0.005,100,0.312
1500,0.3,1.25,0.25,0.005,100,0.459
2000,0.3,1.25,0.25,0.005,100,0.572
2500,0.3,1.25,0.25,0.005,100,0.625
3000,0.3,1.25,0.25,0.005,100,0.673
500,0.05,1.5,0.25,0.005,100,0.103
1000,0.05,1.5,0.25,0.005,100,0.294
1500,0.05,1.5,0.25,0.005,100,0.445
2000,0.05,1.5,0.25,0.005,100,0.565
2500,0.05,1.5,0.25,0.005,100,0.637
3000,0.05,1.5,0.25,0.005,100,0.676
500,0.1,1.5,0.25,0.005,100,0.224
1000,0.1,1.5,0.25,0.005,100,0.474
1500,0.1,1.5,0.25,0.005,100,0.605
2000,0.1,1.5,0.25,0.005,100,0.685
2500,0.1,1.5,0.25,0.005,100,0.743
3000,0.1,1.5,0.25,0.005,100,0.744
500,0.15,1.5,0.25,0.005,100,0.305
1000,0.15,1.5,0.25,0.005,100,0.573
1500,0.15,1.5,0.25,0.005,100,0.68
2000,0.15,1.5,0.25,0.005,100,0.723
2500,0.15,1.5,0.25,0.005,100,0.758
3000,0.15,1.5,0.25,0.005,100,0.803
500,0.2,1.5,0.25,0.005,100,0.347
1000,0.2,1.5,0.25,0.005,100,0.61
1500,0.2,1.5,0.25,0.005,100,0.717
2000,0.2,1.5,0.25,0.005,100,0.744
2500,0.2,1.5,0.25,0.005,100,0.791
3000,0.2,1.5,0.25,0.005,100,0.845
500,0.25,1.5,0.25,0.005,100,0.394
1000,0.25,1.5,0.25,0.005,100,0.643
1500,0.25,1.5,0.25,0.005,100,0.718
2000,0.25,1.5,0.25,0.005,100,0.776
2500,0.25,1.5,0.25,0.005,100,0.818
3000,0.25,1.5,0.25,0.005,100,0.885
500,0.3,1.5,0.25,0.005,100,0.415
1000,0.3,1.5,0.25,0.005,100,0.651
1500,0.3,1.5,0.25,0.005,100,0.758
2000,0.3,1.5,0.25,0.005,100,0.811
2500,0.3,1.5,0.25,0.005,100,0.849
3000,0.3,1.5,0.25,0.005,100,0.874
500,0.05,1.75,0.25,0.005,100,0.315
1000,0.05,1.75,0.25,0.005,100,0.566
1500,0.05,1.75,0.25,0.005,100,0.679
2000,0.05,1.75,0.25,0.005,100,0.742
2500,0.05,1.75,0.25,0.005,100,0.776
3000,0.05,1.75,0.25,0.005,100,0.79
500,0.1,1.75,0.25,0.005,100,0.468
1000,0.1,1.75,0.25,0.005,100,0.684
1500,0.1,1.75,0.25,0.005,100,0.737
2000,0.1,1.75,0.25,0.005,100,0.778
2500,0.1,1.75,0.25,0.005,100,0.825
3000,0.1,1.75,0.25,0.005,100,0.855
500,0.15,1.75,0.25,0.005,100,0.498
1000,0.15,1.75,0.25,0.005,100,0.71
1500,0.15,1.75,0.25,0.005,100,0.762
2000,0.15,1.75,0.25,0.005,100,0.837
2500,0.15,1.75,0.25,0.005,100,0.873
3000,0.15,1.75,0.25,0.005,100,0.919
500,0.2,1.75,0.25,0.005,100,0.556
1000,0.2,1.75,0.25,0.005,100,0.72
1500,0.2,1.75,0.25,0.005,100,0.802
2000,0.2,1.75,0.25,0.005,100,0.877
2500,0.2,1.75,0.25,0.005,100,0.903
3000,0.2,1.75,0.25,0.005,100,0.942
500,0.25,1.75,0.25,0.005,100,0.598
1000,0.25,1.75,0.25,0.005,100,0.753
1500,0.25,1.75,0.25,0.005,100,0.821
2000,0.25,1.75,0.25,0.005,100,0.887
2500,0.25,1.75,0.25,0.005,100,0.926
3000,0.25,1.75,0.25,0.005,100,0.956
500,0.3,1.75,0.25,0.005,100,0.595
1000,0.3,1.75,0.25,0.005,100,0.746
1500,0.3,1.75,0.25,0.005,100,0.839
2000,0.3,1.75,0.25,0.005,100,0.906
2500,0.3,1.75,0.25,0.005,100,0.933
3000,0.3,1.75,0.25,0.005,100,0.975
500,0.05,2,0.25,0.005,100,0.475
1000,0.05,2,0.25,0.005,100,0.682
1500,0.05,2,0.25,0.005,100,0.747
2000,0.05,2,0.25,0.005,100,0.806
2500,0.05,2,0.25,0.005,100,0.85
3000,0.05,2,0.25,0.005,100,0.867
500,0.1,2,0.25,0.005,100,0.574
1000,0.1,2,0.25,0.005,100,0.757
1500,0.1,2,0.25,0.005,100,0.829
2000,0.1,2,0.25,0.005,100,0.88
2500,0.1,2,0.25,0.005,100,0.921
3000,0.1,2,0.25,0.005,100,0.953
500,0.15,2,0.25,0.005,100,0.621
1000,0.15,2,0.25,0.005,100,0.754
1500,0.15,2,0.25,0.005,100,0.87
2000,0.15,2,0.25,0.005,100,0.909
2500,0.15,2,0.25,0.005,100,0.939
3000,0.15,2,0.25,0.005,100,0.964
500,0.2,2,0.25,0.005,100,0.649
1000,0.2,2,0.25,0.005,100,0.784
1500,0.2,2,0.25,0.005,100,0.88
2000,0.2,2,0.25,0.005,100,0.919
2500,0.2,2,0.25,0.005,100,0.97
3000,0.2,2,0.25,0.005,100,0.974
500,0.25,2,0.25,0.005,100,0.676
1000,0.25,2,0.25,0.005,100,0.809
1500,0.25,2,0.25,0.005,100,0.877
2000,0.25,2,0.25,0.005,100,0.939
2500,0.25,2,0.25,0.005,100,0.97
3000,0.25,2,0.25,0.005,100,0.988
500,0.3,2,0.25,0.005,100,0.67
1000,0.3,2,0.25,0.005,100,0.85
1500,0.3,2,0.25,0.005,100,0.911
2000,0.3,2,0.25,0.005,100,0.954
2500,0.3,2,0.25,0.005,100,0.981
3000,0.3,2,0.25,0.005,100,0.988
