n,n.communities,p,community.var,or,r,alpha,n.sim,n.per.community,prop.drivers,or.margin.of.error
1000,25,0.1,2.73,1,0.25,0.0125,5,40,0.05,1.23289
1500,25,0.1,2.73,1,0.25,0.0125,5,60,0,1.04249
2000,25,0.1,2.73,1,0.25,0.0125,5,80,0,1.08962
2500,25,0.1,2.73,1,0.25,0.0125,5,100,0,1.13929
3000,25,0.1,2.73,1,0.25,0.0125,5,120,0,0.99321
1000,50,0.1,2.73,1,0.25,0.0125,5,20,0.025,0.73457
1500,50,0.1,2.73,1,0.25,0.0125,5,30,0,0.64677
2000,50,0.1,2.73,1,0.25,0.0125,5,40,0,0.77748
2500,50,0.1,2.73,1,0.25,0.0125,5,50,0.05,0.66951
3000,50,0.1,2.73,1,0.25,0.0125,5,60,0,0.73253
1000,100,0.1,2.73,1,0.25,0.0125,5,10,0,0.51804
1500,100,0.1,2.73,1,0.25,0.0125,5,15,0,0.55104
2000,100,0.1,2.73,1,0.25,0.0125,5,20,0.025,0.48979
2500,100,0.1,2.73,1,0.25,0.0125,5,25,0.025,0.47367
3000,100,0.1,2.73,1,0.25,0.0125,5,30,0.025,0.45126
1000,25,0.5,2.73,1,0.25,0.0125,5,40,0.05,0.95127
1500,25,0.5,2.73,1,0.25,0.0125,5,60,0,1.17366
2000,25,0.5,2.73,1,0.25,0.0125,5,80,0.05,0.99338
2500,25,0.5,2.73,1,0.25,0.0125,5,100,0.025,0.93886
3000,25,0.5,2.73,1,0.25,0.0125,5,120,0.05,0.96262
1000,50,0.5,2.73,1,0.25,0.0125,5,20,0,0.6661
1500,50,0.5,2.73,1,0.25,0.0125,5,30,0,0.61953
2000,50,0.5,2.73,1,0.25,0.0125,5,40,0,0.63307
2500,50,0.5,2.73,1,0.25,0.0125,5,50,0.075,0.61287
3000,50,0.5,2.73,1,0.25,0.0125,5,60,0.05,0.64696
1000,100,0.5,2.73,1,0.25,0.0125,5,10,0.025,0.46536
1500,100,0.5,2.73,1,0.25,0.0125,5,15,0,0.43578
2000,100,0.5,2.73,1,0.25,0.0125,5,20,0,0.45024
2500,100,0.5,2.73,1,0.25,0.0125,5,25,0.025,0.43439
3000,100,0.5,2.73,1,0.25,0.0125,5,30,0.025,0.44645
1000,25,0.1,2.73,1.25,0.25,0.0125,5,40,0.075,1.01076
1500,25,0.1,2.73,1.25,0.25,0.0125,5,60,0,1.20402
2000,25,0.1,2.73,1.25,0.25,0.0125,5,80,0.05,1.08144
2500,25,0.1,2.73,1.25,0.25,0.0125,5,100,0.05,1.13891
3000,25,0.1,2.73,1.25,0.25,0.0125,5,120,0.05,0.98918
1000,50,0.1,2.73,1.25,0.25,0.0125,5,20,0.05,0.77699
1500,50,0.1,2.73,1.25,0.25,0.0125,5,30,0.075,0.66717
2000,50,0.1,2.73,1.25,0.25,0.0125,5,40,0.1,0.67895
2500,50,0.1,2.73,1.25,0.25,0.0125,5,50,0.1,0.71213
3000,50,0.1,2.73,1.25,0.25,0.0125,5,60,0.075,0.68259
1000,100,0.1,2.73,1.25,0.25,0.0125,5,10,0.1,0.51569
1500,100,0.1,2.73,1.25,0.25,0.0125,5,15,0.15,0.50134
2000,100,0.1,2.73,1.25,0.25,0.0125,5,20,0.125,0.49305
2500,100,0.1,2.73,1.25,0.25,0.0125,5,25,0.05,0.48632
3000,100,0.1,2.73,1.25,0.25,0.0125,5,30,0.1,0.46722
1000,25,0.5,2.73,1.25,0.25,0.0125,5,40,0.05,1.05284
1500,25,0.5,2.73,1.25,0.25,0.0125,5,60,0,1.13447
2000,25,0.5,2.73,1.25,0.25,0.0125,5,80,0.075,1.00451
2500,25,0.5,2.73,1.25,0.25,0.0125,5,100,0.075,0.9066
3000,25,0.5,2.73,1.25,0.25,0.0125,5,120,0.05,0.88808
1000,50,0.5,2.73,1.25,0.25,0.0125,5,20,0.025,0.67456
1500,50,0.5,2.73,1.25,0.25,0.0125,5,30,0.05,0.65795
2000,50,0.5,2.73,1.25,0.25,0.0125,5,40,0.025,0.63053
2500,50,0.5,2.73,1.25,0.25,0.0125,5,50,0.025,0.60438
3000,50,0.5,2.73,1.25,0.25,0.0125,5,60,0.175,0.67207
1000,100,0.5,2.73,1.25,0.25,0.0125,5,10,0.15,0.46794
1500,100,0.5,2.73,1.25,0.25,0.0125,5,15,0.1,0.42279
