n,p,or,r,alpha,n.sim,prop.drivers
500,0.05,1,0.25,0.005,10,0
1000,0.05,1,0.25,0.005,10,0
1500,0.05,1,0.25,0.005,10,0.01
2000,0.05,1,0.25,0.005,10,0.03
2500,0.05,1,0.25,0.005,10,0
3000,0.05,1,0.25,0.005,10,0.01
500,0.1,1,0.25,0.005,10,0
1000,0.1,1,0.25,0.005,10,0.01
1500,0.1,1,0.25,0.005,10,0.02
2000,0.1,1,0.25,0.005,10,0.02
2500,0.1,1,0.25,0.005,10,0
3000,0.1,1,0.25,0.005,10,0
500,0.15,1,0.25,0.005,10,0
1000,0.15,1,0.25,0.005,10,0.01
1500,0.15,1,0.25,0.005,10,0.01
2000,0.15,1,0.25,0.005,10,0
2500,0.15,1,0.25,0.005,10,0.01
3000,0.15,1,0.25,0.005,10,0.01
500,0.2,1,0.25,0.005,10,0
1000,0.2,1,0.25,0.005,10,0
1500,0.2,1,0.25,0.005,10,0
2000,0.2,1,0.25,0.005,10,0.01
2500,0.2,1,0.25,0.005,10,0.01
3000,0.2,1,0.25,0.005,10,0
500,0.25,1,0.25,0.005,10,0.02
1000,0.25,1,0.25,0.005,10,0
1500,0.25,1,0.25,0.005,10,0.02
2000,0.25,1,0.25,0.005,10,0
2500,0.25,1,0.25,0.005,10,0
3000,0.25,1,0.25,0.005,10,0
500,0.3,1,0.25,0.005,10,0.01
1000,0.3,1,0.25,0.005,10,0.01
1500,0.3,1,0.25,0.005,10,0.01
2000,0.3,1,0.25,0.005,10,0.01
2500,0.3,1,0.25,0.005,10,0.02
3000,0.3,1,0.25,0.005,10,0
500,0.05,1.25,0.25,0.005,10,0.03
1000,0.05,1.25,0.25,0.005,10,0.12
1500,0.05,1.25,0.25,0.005,10,0.12
2000,0.05,1.25,0.25,0.005,10,0.15
2500,0.05,1.25,0.25,0.005,10,0.15
3000,0.05,1.25,0.25,0.005,10,0.22
500,0.1,1.25,0.25,0.005,10,0.04
1000,0.1,1.25,0.25,0.005,10,0.11
1500,0.1,1.25,0.25,0.005,10,0.24
2000,0.1,1.25,0.25,0.005,10,0.29
2500,0.1,1.25,0.25,0.005,10,0.38
3000,0.1,1.25,0.25,0.005,10,0.44
500,0.15,1.25,0.25,0.005,10,0.06
1000,0.15,1.25,0.25,0.005,10,0.18
1500,0.15,1.25,0.25,0.005,10,0.28
2000,0.15,1.25,0.25,0.005,10,0.42
2500,0.15,1.25,0.25,0.005,10,0.5
3000,0.15,1.25,0.25,0.005,10,0.54
500,0.2,1.25,0.25,0.005,10,0.09
1000,0.2,1.25,0.25,0.005,10,0.25
1500,0.2,1.25,0.25,0.005,10,0.4
2000,0.2,1.25,0.25,0.005,10,0.47
2500,0.2,1.25,0.25,0.005,10,0.51
3000,0.2,1.25,0.25,0.005,10,0.59
500,0.25,1.25,0.25,0.005,10,0.08
1000,0.25,1.25,0.25,0.005,10,0.3
1500,0.25,1.25,0.25,0.005,10,0.41
2000,0.25,1.25,0.25,0.005,10,0.55
2500,0.25,1.25,0.25,0.005,10,0.55
3000,0.25,1.25,0.25,0.005,10,0.65
500,0.3,1.25,0.25,0.005,10,0.12
1000,0.3,1.25,0.25,0.005,10,0.3
1500,0.3,1.25,0.25,0.005,10,0.47
2000,0.3,1.25,0.25,0.005,10,0.59
2500,0.3,1.25,0.25,0.005,10,0.59
3000,0.3,1.25,0.25,0.005,10,0.68
500,0.05,1.5,0.25,0.005,10,0.11
1000,0.05,1.5,0.25,0.005,10,0.34
1500,0.05,1.5,0.25,0.005,10,0.45
2000,0.05,1.5,0.25,0.005,10,0.52
2500,0.05,1.5,0.25,0.005,10,0.65
3000,0.05,1.5,0.25,0.005,10,0.65
500,0.1,1.5,0.25,0.005,10,0.23
1000,0.1,1.5,0.25,0.005,10,0.44
1500,0.1,1.5,0.25,0.005,10,0.61
2000,0.1,1.5,0.25,0.005,10,0.67
2500,0.1,1.5,0.25,0.005,10,0.74
3000,0.1,1.5,0.25,0.005,10,0.72
500,0.15,1.5,0.25,0.005,10,0.29
1000,0.15,1.5,0.25,0.005,10,0.59
1500,0.15,1.5,0.25,0.005,10,0.68
2000,0.15,1.5,0.25,0.005,10,0.69
2500,0.15,1.5,0.25,0.005,10,0.78
3000,0.15,1.5,0.25,0.005,10,0.83
500,0.2,1.5,0.25,0.005,10,0.35
1000,0.2,1.5,0.25,0.005,10,0.62
1500,0.2,1.5,0.25,0.005,10,0.72
2000,0.2,1.5,0.25,0.005,10,0.75
2500,0.2,1.5,0.25,0.005,10,0.77
3000,0.2,1.5,0.25,0.005,10,0.81
500,0.25,1.5,0.25,0.005,10,0.47
1000,0.25,1.5,0.25,0.005,10,0.66
1500,0.25,1.5,0.25,0.005,10,0.72
2000,0.25,1.5,0.25,0.005,10,0.8
2500,0.25,1.5,0.25,0.005,10,0.84
3000,0.25,1.5,0.25,0.005,10,0.79
500,0.3,1.5,0.25,0.005,10,0.42
1000,0.3,1.5,0.25,0.005,10,0.66
1500,0.3,1.5,0.25,0.005,10,0.77
2000,0.3,1.5,0.25,0.005,10,0.78
2500,0.3,1.5,0.25,0.005,10,0.87
3000,0.3,1.5,0.25,0.005,10,0.9
500,0.05,1.75,0.25,0.005,10,0.3
1000,0.05,1.75,0.25,0.005,10,0.56
1500,0.05,1.75,0.25,0.005,10,0.68
2000,0.05,1.75,0.25,0.005,10,0.79
2500,0.05,1.75,0.25,0.005,10,0.78
3000,0.05,1.75,0.25,0.005,10,0.87
500,0.1,1.75,0.25,0.005,10,0.45
1000,0.1,1.75,0.25,0.005,10,0.67
1500,0.1,1.75,0.25,0.005,10,0.77
2000,0.1,1.75,0.25,0.005,10,0.82
2500,0.1,1.75,0.25,0.005,10,0.83
3000,0.1,1.75,0.25,0.005,10,0.86
500,0.15,1.75,0.25,0.005,10,0.59
1000,0.15,1.75,0.25,0.005,10,0.74
1500,0.15,1.75,0.25,0.005,10,0.78
2000,0.15,1.75,0.25,0.005,10,0.83
2500,0.15,1.75,0.25,0.005,10,0.9
3000,0.15,1.75,0.25,0.005,10,0.94
500,0.2,1.75,0.25,0.005,10,0.56
1000,0.2,1.75,0.25,0.005,10,0.74
1500,0.2,1.75,0.25,0.005,10,0.81
2000,0.2,1.75,0.25,0.005,10,0.88
2500,0.2,1.75,0.25,0.005,10,0.89
3000,0.2,1.75,0.25,0.005,10,0.96
500,0.25,1.75,0.25,0.005,10,0.65
1000,0.25,1.75,0.25,0.005,10,0.72
1500,0.25,1.75,0.25,0.005,10,0.84
2000,0.25,1.75,0.25,0.005,10,0.93
2500,0.25,1.75,0.25,0.005,10,0.92
3000,0.25,1.75,0.25,0.005,10,0.94
500,0.3,1.75,0.25,0.005,10,0.63
1000,0.3,1.75,0.25,0.005,10,0.77
1500,0.3,1.75,0.25,0.005,10,0.86
2000,0.3,1.75,0.25,0.005,10,0.88
2500,0.3,1.75,0.25,0.005,10,0.93
3000,0.3,1.75,0.25,0.005,10,0.96
500,0.05,2,0.25,0.005,10,0.48
1000,0.05,2,0.25,0.005,10,0.7
1500,0.05,2,0.25,0.005,10,0.73
2000,0.05,2,0.25,0.005,10,0.73
2500,0.05,2,0.25,0.005,10,0.87
3000,0.05,2,0.25,0.005,10,0.9
500,0.1,2,0.25,0.005,10,0.59
1000,0.1,2,0.25,0.005,10,0.74
1500,0.1,2,0.25,0.005,10,0.85
2000,0.1,2,0.25,0.005,10,0.85
2500,0.1,2,0.25,0.005,10,0.93
3000,0.1,2,0.25,0.005,10,0.91
500,0.15,2,0.25,0.005,10,0.66
1000,0.15,2,0.25,0.005,10,0.74
1500,0.15,2,0.25,0.005,10,0.86
2000,0.15,2,0.25,0.005,10,0.92
2500,0.15,2,0.25,0.005,10,0.95
3000,0.15,2,0.25,0.005,10,0.94
500,0.2,2,0.25,0.005,10,0.68
1000,0.2,2,0.25,0.005,10,0.8
1500,0.2,2,0.25,0.005,10,0.88
2000,0.2,2,0.25,0.005,10,0.89
2500,0.2,2,0.25,0.005,10,0.95
3000,0.2,2,0.25,0.005,10,0.97
500,0.25,2,0.25,0.005,10,0.71
1000,0.25,2,0.25,0.005,10,0.81
1500,0.25,2,0.25,0.005,10,0.92
2000,0.25,2,0.25,0.005,10,0.95
2500,0.25,2,0.25,0.005,10,0.97
3000,0.25,2,0.25,0.005,10,0.97
500,0.3,2,0.25,0.005,10,0.7
1000,0.3,2,0.25,0.005,10,0.85
1500,0.3,2,0.25,0.005,10,0.91
2000,0.3,2,0.25,0.005,10,0.91
2500,0.3,2,0.25,0.005,10,0.98
3000,0.3,2,0.25,0.005,10,0.98
