n,n.communities,p,community.var,or,r,alpha,n.sim,n.per.community,prop.drivers,or.margin.of.error
1000,25,0.1,2.73,1,0.25,0.0125,25,40,0.01,1.13397
1500,25,0.1,2.73,1,0.25,0.0125,25,60,0.03,1.0943
2000,25,0.1,2.73,1,0.25,0.0125,25,80,0.05,1.02992
2500,25,0.1,2.73,1,0.25,0.0125,25,100,0.05,1.02889
3000,25,0.1,2.73,1,0.25,0.0125,25,120,0.055,1.00918
1000,50,0.1,2.73,1,0.25,0.0125,25,20,0.02,0.76299
1500,50,0.1,2.73,1,0.25,0.0125,25,30,0.03,0.73714
2000,50,0.1,2.73,1,0.25,0.0125,25,40,0.015,0.69482
2500,50,0.1,2.73,1,0.25,0.0125,25,50,0.02,0.68068
3000,50,0.1,2.73,1,0.25,0.0125,25,60,0.02,0.69585
1000,100,0.1,2.73,1,0.25,0.0125,25,10,0.02,0.52889
1500,100,0.1,2.73,1,0.25,0.0125,25,15,0.025,0.48605
2000,100,0.1,2.73,1,0.25,0.0125,25,20,0.015,0.48011
2500,100,0.1,2.73,1,0.25,0.0125,25,25,0.015,0.46784
3000,100,0.1,2.73,1,0.25,0.0125,25,30,0.02,0.46726
1000,25,0.5,2.73,1,0.25,0.0125,25,40,0.035,1.00107
1500,25,0.5,2.73,1,0.25,0.0125,25,60,0.015,1.02288
2000,25,0.5,2.73,1,0.25,0.0125,25,80,0.025,1.04815
2500,25,0.5,2.73,1,0.25,0.0125,25,100,0.05,1.00675
3000,25,0.5,2.73,1,0.25,0.0125,25,120,0.03,1.01225
1000,50,0.5,2.73,1,0.25,0.0125,25,20,0.01,0.67053
1500,50,0.5,2.73,1,0.25,0.0125,25,30,0.015,0.67156
2000,50,0.5,2.73,1,0.25,0.0125,25,40,0.05,0.63932
2500,50,0.5,2.73,1,0.25,0.0125,25,50,0.01,0.65699
3000,50,0.5,2.73,1,0.25,0.0125,25,60,0.015,0.63867
1000,100,0.5,2.73,1,0.25,0.0125,25,10,0.03,0.46073
1500,100,0.5,2.73,1,0.25,0.0125,25,15,0.015,0.45393
2000,100,0.5,2.73,1,0.25,0.0125,25,20,0.03,0.45141
2500,100,0.5,2.73,1,0.25,0.0125,25,25,0.015,0.4377
3000,100,0.5,2.73,1,0.25,0.0125,25,30,0.025,0.4393
1000,25,0.1,2.73,1.25,0.25,0.0125,25,40,0.04,1.13302
1500,25,0.1,2.73,1.25,0.25,0.0125,25,60,0.065,1.01885
2000,25,0.1,2.73,1.25,0.25,0.0125,25,80,0.05,1.10856
2500,25,0.1,2.73,1.25,0.25,0.0125,25,100,0.04,1.0456
3000,25,0.1,2.73,1.25,0.25,0.0125,25,120,0.07,1.01759
1000,50,0.1,2.73,1.25,0.25,0.0125,25,20,0.05,0.75796
1500,50,0.1,2.73,1.25,0.25,0.0125,25,30,0.09,0.73842
2000,50,0.1,2.73,1.25,0.25,0.0125,25,40,0.05,0.73873
2500,50,0.1,2.73,1.25,0.25,0.0125,25,50,0.08,0.68728
3000,50,0.1,2.73,1.25,0.25,0.0125,25,60,0.06,0.66501
1000,100,0.1,2.73,1.25,0.25,0.0125,25,10,0.06,0.52331
1500,100,0.1,2.73,1.25,0.25,0.0125,25,15,0.1,0.51636
2000,100,0.1,2.73,1.25,0.25,0.0125,25,20,0.115,0.4795
2500,100,0.1,2.73,1.25,0.25,0.0125,25,25,0.095,0.47886
3000,100,0.1,2.73,1.25,0.25,0.0125,25,30,0.095,0.46705
1000,25,0.5,2.73,1.25,0.25,0.0125,25,40,0.085,1.01045
1500,25,0.5,2.73,1.25,0.25,0.0125,25,60,0.06,0.94717
2000,25,0.5,2.73,1.25,0.25,0.0125,25,80,0.12,0.96474
2500,25,0.5,2.73,1.25,0.25,0.0125,25,100,0.065,1.07288
3000,25,0.5,2.73,1.25,0.25,0.0125,25,120,0.05,1.00136
1000,50,0.5,2.73,1.25,0.25,0.0125,25,20,0.055,0.69243
1500,50,0.5,2.73,1.25,0.25,0.0125,25,30,0.055,0.68092
2000,50,0.5,2.73,1.25,0.25,0.0125,25,40,0.065,0.67885
2500,50,0.5,2.73,1.25,0.25,0.0125,25,50,0.06,0.65945
3000,50,0.5,2.73,1.25,0.25,0.0125,25,60,0.06,0.64388
1000,100,0.5,2.73,1.25,0.25,0.0125,25,10,0.105,0.46945
1500,100,0.5,2.73,1.25,0.25,0.0125,25,15,0.07,0.44569
2000,100,0.5,2.73,1.25,0.25,0.0125,25,20,0.105,0.4335
2500,100,0.5,2.73,1.25,0.25,0.0125,25,25,0.065,0.4474
3000,100,0.5,2.73,1.25,0.25,0.0125,25,30,0.145,0.43435
1000,25,0.1,2.73,1.5,0.25,0.0125,25,40,0.125,1.11901
1500,25,0.1,2.73,1.5,0.25,0.0125,25,60,0.13,1.19769
2000,25,0.1,2.73,1.5,0.25,0.0125,25,80,0.1,1.11823
2500,25,0.1,2.73,1.5,0.25,0.0125,25,100,0.14,1.11921
3000,25,0.1,2.73,1.5,0.25,0.0125,25,120,0.13,1.12135
1000,50,0.1,2.73,1.5,0.25,0.0125,25,20,0.17,0.74266
1500,50,0.1,2.73,1.5,0.25,0.0125,25,30,0.165,0.7445
2000,50,0.1,2.73,1.5,0.25,0.0125,25,40,0.17,0.70716
2500,50,0.1,2.73,1.5,0.25,0.0125,25,50,0.175,0.67883
3000,50,0.1,2.73,1.5,0.25,0.0125,25,60,0.215,0.69744
1000,100,0.1,2.73,1.5,0.25,0.0125,25,10,0.335,0.5642
1500,100,0.1,2.73,1.5,0.25,0.0125,25,15,0.335,0.52977
2000,100,0.1,2.73,1.5,0.25,0.0125,25,20,0.26,0.49123
2500,100,0.1,2.73,1.5,0.25,0.0125,25,25,0.37,0.47747
3000,100,0.1,2.73,1.5,0.25,0.0125,25,30,0.345,0.47996
1000,25,0.5,2.73,1.5,0.25,0.0125,25,40,0.115,1.07447
1500,25,0.5,2.73,1.5,0.25,0.0125,25,60,0.13,1.04601
2000,25,0.5,2.73,1.5,0.25,0.0125,25,80,0.155,0.98816
2500,25,0.5,2.73,1.5,0.25,0.0125,25,100,0.11,1.00999
3000,25,0.5,2.73,1.5,0.25,0.0125,25,120,0.095,1.04841
1000,50,0.5,2.73,1.5,0.25,0.0125,25,20,0.185,0.71346
1500,50,0.5,2.73,1.5,0.25,0.0125,25,30,0.24,0.67884
2000,50,0.5,2.73,1.5,0.25,0.0125,25,40,0.215,0.6765
2500,50,0.5,2.73,1.5,0.25,0.0125,25,50,0.205,0.66417
3000,50,0.5,2.73,1.5,0.25,0.0125,25,60,0.195,0.62943
1000,100,0.5,2.73,1.5,0.25,0.0125,25,10,0.335,0.47477
1500,100,0.5,2.73,1.5,0.25,0.0125,25,15,0.28,0.46674
2000,100,0.5,2.73,1.5,0.25,0.0125,25,20,0.36,0.46449
2500,100,0.5,2.73,1.5,0.25,0.0125,25,25,0.38,0.4397
3000,100,0.5,2.73,1.5,0.25,0.0125,25,30,0.39,0.45048
1000,25,0.1,2.73,1.75,0.25,0.0125,25,40,0.205,1.17553
1500,25,0.1,2.73,1.75,0.25,0.0125,25,60,0.2,1.11741
2000,25,0.1,2.73,1.75,0.25,0.0125,25,80,0.215,1.16781
2500,25,0.1,2.73,1.75,0.25,0.0125,25,100,0.225,1.05566
3000,25,0.1,2.73,1.75,0.25,0.0125,25,120,0.22,1.087
1000,50,0.1,2.73,1.75,0.25,0.0125,25,20,0.29,0.78593
1500,50,0.1,2.73,1.75,0.25,0.0125,25,30,0.34,0.73967
2000,50,0.1,2.73,1.75,0.25,0.0125,25,40,0.365,0.7401
2500,50,0.1,2.73,1.75,0.25,0.0125,25,50,0.335,0.70928
3000,50,0.1,2.73,1.75,0.25,0.0125,25,60,0.365,0.70887
1000,100,0.1,2.73,1.75,0.25,0.0125,25,10,0.495,0.56123
1500,100,0.1,2.73,1.75,0.25,0.0125,25,15,0.6,0.52919
2000,100,0.1,2.73,1.75,0.25,0.0125,25,20,0.635,0.49676
2500,100,0.1,2.73,1.75,0.25,0.0125,25,25,0.625,0.49226
3000,100,0.1,2.73,1.75,0.25,0.0125,25,30,0.615,0.47264
1000,25,0.5,2.73,1.75,0.25,0.0125,25,40,0.255,1.02636
1500,25,0.5,2.73,1.75,0.25,0.0125,25,60,0.24,1.06025
2000,25,0.5,2.73,1.75,0.25,0.0125,25,80,0.225,1.01731
2500,25,0.5,2.73,1.75,0.25,0.0125,25,100,0.18,0.99063
3000,25,0.5,2.73,1.75,0.25,0.0125,25,120,0.21,1.05811
1000,50,0.5,2.73,1.75,0.25,0.0125,25,20,0.355,0.70373
1500,50,0.5,2.73,1.75,0.25,0.0125,25,30,0.34,0.70535
2000,50,0.5,2.73,1.75,0.25,0.0125,25,40,0.34,0.68649
2500,50,0.5,2.73,1.75,0.25,0.0125,25,50,0.395,0.66044
3000,50,0.5,2.73,1.75,0.25,0.0125,25,60,0.325,0.67147
1000,100,0.5,2.73,1.75,0.25,0.0125,25,10,0.605,0.51771
1500,100,0.5,2.73,1.75,0.25,0.0125,25,15,0.615,0.48399
2000,100,0.5,2.73,1.75,0.25,0.0125,25,20,0.685,0.46888
2500,100,0.5,2.73,1.75,0.25,0.0125,25,25,0.645,0.45701
3000,100,0.5,2.73,1.75,0.25,0.0125,25,30,0.715,0.44328
1000,25,0.1,2.73,2,0.25,0.0125,25,40,0.235,1.23051
1500,25,0.1,2.73,2,0.25,0.0125,25,60,0.35,1.03658
2000,25,0.1,2.73,2,0.25,0.0125,25,80,0.325,1.11539
2500,25,0.1,2.73,2,0.25,0.0125,25,100,0.29,1.10625
3000,25,0.1,2.73,2,0.25,0.0125,25,120,0.27,1.16374
1000,50,0.1,2.73,2,0.25,0.0125,25,20,0.42,0.82095
1500,50,0.1,2.73,2,0.25,0.0125,25,30,0.525,0.75168
2000,50,0.1,2.73,2,0.25,0.0125,25,40,0.46,0.76351
2500,50,0.1,2.73,2,0.25,0.0125,25,50,0.52,0.73523
3000,50,0.1,2.73,2,0.25,0.0125,25,60,0.49,0.72734
1000,100,0.1,2.73,2,0.25,0.0125,25,10,0.68,0.58702
1500,100,0.1,2.73,2,0.25,0.0125,25,15,0.765,0.53681
2000,100,0.1,2.73,2,0.25,0.0125,25,20,0.8,0.5103
2500,100,0.1,2.73,2,0.25,0.0125,25,25,0.785,0.50837
3000,100,0.1,2.73,2,0.25,0.0125,25,30,0.77,0.50254
1000,25,0.5,2.73,2,0.25,0.0125,25,40,0.285,1.29648
1500,25,0.5,2.73,2,0.25,0.0125,25,60,0.31,1.07789
2000,25,0.5,2.73,2,0.25,0.0125,25,80,0.275,1.09984
2500,25,0.5,2.73,2,0.25,0.0125,25,100,0.275,1.1159
3000,25,0.5,2.73,2,0.25,0.0125,25,120,0.33,1.07255
1000,50,0.5,2.73,2,0.25,0.0125,25,20,0.51,0.74863
1500,50,0.5,2.73,2,0.25,0.0125,25,30,0.505,0.72033
2000,50,0.5,2.73,2,0.25,0.0125,25,40,0.505,0.70803
2500,50,0.5,2.73,2,0.25,0.0125,25,50,0.57,0.69049
3000,50,0.5,2.73,2,0.25,0.0125,25,60,0.59,0.66539
1000,100,0.5,2.73,2,0.25,0.0125,25,10,0.775,0.51135
1500,100,0.5,2.73,2,0.25,0.0125,25,15,0.805,0.48613
2000,100,0.5,2.73,2,0.25,0.0125,25,20,0.865,0.4846
2500,100,0.5,2.73,2,0.25,0.0125,25,25,0.855,0.45381
3000,100,0.5,2.73,2,0.25,0.0125,25,30,0.89,0.46358
