n,p,or,r,alpha,n.sim,prop.drivers
600,0.1,1.25,0.25,0.005,10,0.08
1200,0.1,1.25,0.25,0.005,10,0.18
1800,0.1,1.25,0.25,0.005,10,0.36
2400,0.1,1.25,0.25,0.005,10,0.44
3600,0.1,1.25,0.25,0.005,10,0.59
4800,0.1,1.25,0.25,0.005,10,0.72
6000,0.1,1.25,0.25,0.005,10,0.8
7200,0.1,1.25,0.25,0.005,10,0.79
8400,0.1,1.25,0.25,0.005,10,0.8
9600,0.1,1.25,0.25,0.005,10,0.84
600,0.2,1.25,0.25,0.005,10,0.08
1200,0.2,1.25,0.25,0.005,10,0.34
1800,0.2,1.25,0.25,0.005,10,0.49
2400,0.2,1.25,0.25,0.005,10,0.62
3600,0.2,1.25,0.25,0.005,10,0.75
4800,0.2,1.25,0.25,0.005,10,0.81
6000,0.2,1.25,0.25,0.005,10,0.83
7200,0.2,1.25,0.25,0.005,10,0.9
8400,0.2,1.25,0.25,0.005,10,0.92
9600,0.2,1.25,0.25,0.005,10,0.89
600,0.3,1.25,0.25,0.005,10,0.2
1200,0.3,1.25,0.25,0.005,10,0.42
1800,0.3,1.25,0.25,0.005,10,0.56
2400,0.3,1.25,0.25,0.005,10,0.71
3600,0.3,1.25,0.25,0.005,10,0.77
4800,0.3,1.25,0.25,0.005,10,0.86
6000,0.3,1.25,0.25,0.005,10,0.86
7200,0.3,1.25,0.25,0.005,10,0.91
8400,0.3,1.25,0.25,0.005,10,0.93
9600,0.3,1.25,0.25,0.005,10,0.91
600,0.1,1.5,0.25,0.005,10,0.31
1200,0.1,1.5,0.25,0.005,10,0.69
1800,0.1,1.5,0.25,0.005,10,0.75
2400,0.1,1.5,0.25,0.005,10,0.79
3600,0.1,1.5,0.25,0.005,10,0.82
4800,0.1,1.5,0.25,0.005,10,0.94
6000,0.1,1.5,0.25,0.005,10,0.91
7200,0.1,1.5,0.25,0.005,10,0.97
8400,0.1,1.5,0.25,0.005,10,0.96
9600,0.1,1.5,0.25,0.005,10,0.97
600,0.2,1.5,0.25,0.005,10,0.52
1200,0.2,1.5,0.25,0.005,10,0.72
1800,0.2,1.5,0.25,0.005,10,0.85
2400,0.2,1.5,0.25,0.005,10,0.86
3600,0.2,1.5,0.25,0.005,10,0.92
4800,0.2,1.5,0.25,0.005,10,0.94
6000,0.2,1.5,0.25,0.005,10,0.99
7200,0.2,1.5,0.25,0.005,10,0.97
8400,0.2,1.5,0.25,0.005,10,1
9600,0.2,1.5,0.25,0.005,10,0.99
600,0.3,1.5,0.25,0.005,10,0.61
1200,0.3,1.5,0.25,0.005,10,0.76
1800,0.3,1.5,0.25,0.005,10,0.83
2400,0.3,1.5,0.25,0.005,10,0.84
3600,0.3,1.5,0.25,0.005,10,0.93
4800,0.3,1.5,0.25,0.005,10,0.97
6000,0.3,1.5,0.25,0.005,10,1
7200,0.3,1.5,0.25,0.005,10,0.99
8400,0.3,1.5,0.25,0.005,10,1
9600,0.3,1.5,0.25,0.005,10,1
600,0.1,1.75,0.25,0.005,10,0.6
1200,0.1,1.75,0.25,0.005,10,0.76
1800,0.1,1.75,0.25,0.005,10,0.84
2400,0.1,1.75,0.25,0.005,10,0.88
3600,0.1,1.75,0.25,0.005,10,0.93
4800,0.1,1.75,0.25,0.005,10,0.99
6000,0.1,1.75,0.25,0.005,10,1
7200,0.1,1.75,0.25,0.005,10,1
8400,0.1,1.75,0.25,0.005,10,0.99
9600,0.1,1.75,0.25,0.005,10,1
600,0.2,1.75,0.25,0.005,10,0.7
1200,0.2,1.75,0.25,0.005,10,0.81
1800,0.2,1.75,0.25,0.005,10,0.9
2400,0.2,1.75,0.25,0.005,10,0.91
3600,0.2,1.75,0.25,0.005,10,0.97
4800,0.2,1.75,0.25,0.005,10,1
6000,0.2,1.75,0.25,0.005,10,1
7200,0.2,1.75,0.25,0.005,10,1
8400,0.2,1.75,0.25,0.005,10,1
9600,0.2,1.75,0.25,0.005,10,1
600,0.3,1.75,0.25,0.005,10,0.68
1200,0.3,1.75,0.25,0.005,10,0.88
1800,0.3,1.75,0.25,0.005,10,0.9
2400,0.3,1.75,0.25,0.005,10,0.94
3600,0.3,1.75,0.25,0.005,10,1
4800,0.3,1.75,0.25,0.005,10,1
6000,0.3,1.75,0.25,0.005,10,1
7200,0.3,1.75,0.25,0.005,10,1
8400,0.3,1.75,0.25,0.005,10,1
9600,0.3,1.75,0.25,0.005,10,1
600,0.1,2,0.25,0.005,10,0.74
1200,0.1,2,0.25,0.005,10,0.85
1800,0.1,2,0.25,0.005,10,0.88
2400,0.1,2,0.25,0.005,10,0.99
3600,0.1,2,0.25,0.005,10,0.99
4800,0.1,2,0.25,0.005,10,1
6000,0.1,2,0.25,0.005,10,1
7200,0.1,2,0.25,0.005,10,1
8400,0.1,2,0.25,0.005,10,1
9600,0.1,2,0.25,0.005,10,1
600,0.2,2,0.25,0.005,10,0.76
1200,0.2,2,0.25,0.005,10,0.88
1800,0.2,2,0.25,0.005,10,0.96
2400,0.2,2,0.25,0.005,10,0.98
3600,0.2,2,0.25,0.005,10,0.99
4800,0.2,2,0.25,0.005,10,1
6000,0.2,2,0.25,0.005,10,1
7200,0.2,2,0.25,0.005,10,1
8400,0.2,2,0.25,0.005,10,1
9600,0.2,2,0.25,0.005,10,1
600,0.3,2,0.25,0.005,10,0.81
1200,0.3,2,0.25,0.005,10,0.93
1800,0.3,2,0.25,0.005,10,0.98
2400,0.3,2,0.25,0.005,10,0.99
3600,0.3,2,0.25,0.005,10,1
4800,0.3,2,0.25,0.005,10,1
6000,0.3,2,0.25,0.005,10,1
7200,0.3,2,0.25,0.005,10,1
8400,0.3,2,0.25,0.005,10,1
9600,0.3,2,0.25,0.005,10,1
