n,n.communities,p,community.var,or,r,alpha,n.sim,n.per.community,prop.drivers,or.margin.of.error
4800,50,0.5,2.73,1.75,0.25,0.0125,250,96,0.388,0.65332
6000,50,0.5,2.73,1.75,0.25,0.0125,250,120,0.397,0.65343
7200,50,0.5,2.73,1.75,0.25,0.0125,250,144,0.4255,0.63957
8400,50,0.5,2.73,1.75,0.25,0.0125,250,168,0.405,0.64344
9600,50,0.5,2.73,1.75,0.25,0.0125,250,192,0.4005,0.64042
600,100,0.5,2.73,1.75,0.25,0.0125,250,6,0.5215,0.53432
1200,100,0.5,2.73,1.75,0.25,0.0125,250,12,0.5995,0.48368
1800,100,0.5,2.73,1.75,0.25,0.0125,250,18,0.6375,0.46823
2400,100,0.5,2.73,1.75,0.25,0.0125,250,24,0.668,0.45857
3600,100,0.5,2.73,1.75,0.25,0.0125,250,36,0.672,0.4443
4800,100,0.5,2.73,1.75,0.25,0.0125,250,48,0.702,0.43606
6000,100,0.5,2.73,1.75,0.25,0.0125,250,60,0.6865,0.43746
7200,100,0.5,2.73,1.75,0.25,0.0125,250,72,0.6955,0.42906
8400,100,0.5,2.73,1.75,0.25,0.0125,250,84,0.7155,0.43226
9600,100,0.5,2.73,1.75,0.25,0.0125,250,96,0.7255,0.42595
600,25,0.1,2.73,2,0.25,0.0125,250,24,0.229,1.30577
1200,25,0.1,2.73,2,0.25,0.0125,250,48,0.2895,1.17571
1800,25,0.1,2.73,2,0.25,0.0125,250,72,0.281,1.17058
2400,25,0.1,2.73,2,0.25,0.0125,250,96,0.2755,1.11445
3600,25,0.1,2.73,2,0.25,0.0125,250,144,0.314,1.06917
4800,25,0.1,2.73,2,0.25,0.0125,250,192,0.319,1.06185
6000,25,0.1,2.73,2,0.25,0.0125,250,240,0.3135,1.06075
7200,25,0.1,2.73,2,0.25,0.0125,250,288,0.334,1.02304
8400,25,0.1,2.73,2,0.25,0.0125,250,336,0.3275,1.04473
9600,25,0.1,2.73,2,0.25,0.0125,250,384,0.3225,1.0156
600,50,0.1,2.73,2,0.25,0.0125,250,12,0.394,0.88942
1200,50,0.1,2.73,2,0.25,0.0125,250,24,0.4505,0.7955
1800,50,0.1,2.73,2,0.25,0.0125,250,36,0.4995,0.74885
2400,50,0.1,2.73,2,0.25,0.0125,250,48,0.509,0.72999
3600,50,0.1,2.73,2,0.25,0.0125,250,72,0.5235,0.70465
4800,50,0.1,2.73,2,0.25,0.0125,250,96,0.5325,0.69762
6000,50,0.1,2.73,2,0.25,0.0125,250,120,0.56,0.68655
7200,50,0.1,2.73,2,0.25,0.0125,250,144,0.5645,0.68043
8400,50,0.1,2.73,2,0.25,0.0125,250,168,0.566,0.67565
9600,50,0.1,2.73,2,0.25,0.0125,250,192,0.5505,0.67746
600,100,0.1,2.73,2,0.25,0.0125,250,6,0.594,0.66171
1200,100,0.1,2.73,2,0.25,0.0125,250,12,0.7135,0.56605
1800,100,0.1,2.73,2,0.25,0.0125,250,18,0.773,0.52658
2400,100,0.1,2.73,2,0.25,0.0125,250,24,0.7965,0.50656
3600,100,0.1,2.73,2,0.25,0.0125,250,36,0.8205,0.48366
4800,100,0.1,2.73,2,0.25,0.0125,250,48,0.8425,0.47021
6000,100,0.1,2.73,2,0.25,0.0125,250,60,0.856,0.46794
7200,100,0.1,2.73,2,0.25,0.0125,250,72,0.854,0.45798
8400,100,0.1,2.73,2,0.25,0.0125,250,84,0.8565,0.45634
9600,100,0.1,2.73,2,0.25,0.0125,250,96,0.8665,0.44938
600,25,0.5,2.73,2,0.25,0.0125,250,24,0.2715,1.17339
1200,25,0.5,2.73,2,0.25,0.0125,250,48,0.317,1.08601
1800,25,0.5,2.73,2,0.25,0.0125,250,72,0.2905,1.10148
2400,25,0.5,2.73,2,0.25,0.0125,250,96,0.325,1.05792
3600,25,0.5,2.73,2,0.25,0.0125,250,144,0.3205,1.05616
4800,25,0.5,2.73,2,0.25,0.0125,250,192,0.3345,1.03038
6000,25,0.5,2.73,2,0.25,0.0125,250,240,0.3345,1.01985
7200,25,0.5,2.73,2,0.25,0.0125,250,288,0.328,1.01418
8400,25,0.5,2.73,2,0.25,0.0125,250,336,0.336,1.01209
9600,25,0.5,2.73,2,0.25,0.0125,250,384,0.3245,1.0057
600,50,0.5,2.73,2,0.25,0.0125,250,12,0.461,0.79576
1200,50,0.5,2.73,2,0.25,0.0125,250,24,0.5105,0.71858
1800,50,0.5,2.73,2,0.25,0.0125,250,36,0.5375,0.70511
2400,50,0.5,2.73,2,0.25,0.0125,250,48,0.5345,0.68738
3600,50,0.5,2.73,2,0.25,0.0125,250,72,0.5715,0.67164
4800,50,0.5,2.73,2,0.25,0.0125,250,96,0.544,0.6664
6000,50,0.5,2.73,2,0.25,0.0125,250,120,0.5865,0.6575
7200,50,0.5,2.73,2,0.25,0.0125,250,144,0.5845,0.6534
8400,50,0.5,2.73,2,0.25,0.0125,250,168,0.582,0.6553
9600,50,0.5,2.73,2,0.25,0.0125,250,192,0.5735,0.65484
600,100,0.5,2.73,2,0.25,0.0125,250,6,0.7165,0.57335
1200,100,0.5,2.73,2,0.25,0.0125,250,12,0.797,0.50976
1800,100,0.5,2.73,2,0.25,0.0125,250,18,0.831,0.48451
2400,100,0.5,2.73,2,0.25,0.0125,250,24,0.86,0.45937
3600,100,0.5,2.73,2,0.25,0.0125,250,36,0.8585,0.45517
4800,100,0.5,2.73,2,0.25,0.0125,250,48,0.8855,0.45016
6000,100,0.5,2.73,2,0.25,0.0125,250,60,0.883,0.44167
7200,100,0.5,2.73,2,0.25,0.0125,250,72,0.885,0.43455
8400,100,0.5,2.73,2,0.25,0.0125,250,84,0.892,0.43625
9600,100,0.5,2.73,2,0.25,0.0125,250,96,0.8925,0.4325
