n,p,or,r,alpha,n.sim,prop.drivers
500,0.05,1,0.25,0.005,1000,0.0046
1000,0.05,1,0.25,0.005,1000,0.0032
1500,0.05,1,0.25,0.005,1000,0.0056
2000,0.05,1,0.25,0.005,1000,0.0049
2500,0.05,1,0.25,0.005,1000,0.0043
3000,0.05,1,0.25,0.005,1000,0.0045
500,0.1,1,0.25,0.005,1000,0.0051
1000,0.1,1,0.25,0.005,1000,0.0049
1500,0.1,1,0.25,0.005,1000,0.006
2000,0.1,1,0.25,0.005,1000,0.0039
2500,0.1,1,0.25,0.005,1000,0.0041
3000,0.1,1,0.25,0.005,1000,0.0047
500,0.15,1,0.25,0.005,1000,0.0048
1000,0.15,1,0.25,0.005,1000,0.0055
1500,0.15,1,0.25,0.005,1000,0.0041
2000,0.15,1,0.25,0.005,1000,0.0065
2500,0.15,1,0.25,0.005,1000,0.0044
3000,0.15,1,0.25,0.005,1000,0.0037
500,0.2,1,0.25,0.005,1000,0.0067
1000,0.2,1,0.25,0.005,1000,0.005
1500,0.2,1,0.25,0.005,1000,0.0045
2000,0.2,1,0.25,0.005,1000,0.0051
2500,0.2,1,0.25,0.005,1000,0.0044
3000,0.2,1,0.25,0.005,1000,0.0042
500,0.25,1,0.25,0.005,1000,0.0047
1000,0.25,1,0.25,0.005,1000,0.0047
1500,0.25,1,0.25,0.005,1000,0.0041
2000,0.25,1,0.25,0.005,1000,0.0056
2500,0.25,1,0.25,0.005,1000,0.0057
3000,0.25,1,0.25,0.005,1000,0.0049
500,0.3,1,0.25,0.005,1000,0.0052
1000,0.3,1,0.25,0.005,1000,0.0058
1500,0.3,1,0.25,0.005,1000,0.0049
2000,0.3,1,0.25,0.005,1000,0.0045
2500,0.3,1,0.25,0.005,1000,0.0031
3000,0.3,1,0.25,0.005,1000,0.0053
500,0.05,1.25,0.25,0.005,1000,0.0265
1000,0.05,1.25,0.25,0.005,1000,0.0553
1500,0.05,1.25,0.25,0.005,1000,0.0883
2000,0.05,1.25,0.25,0.005,1000,0.1279
2500,0.05,1.25,0.25,0.005,1000,0.1795
3000,0.05,1.25,0.25,0.005,1000,0.2279
500,0.1,1.25,0.25,0.005,1000,0.0444
1000,0.1,1.25,0.25,0.005,1000,0.1091
1500,0.1,1.25,0.25,0.005,1000,0.2028
2000,0.1,1.25,0.25,0.005,1000,0.2835
2500,0.1,1.25,0.25,0.005,1000,0.3636
3000,0.1,1.25,0.25,0.005,1000,0.4408
