n,p,or,r,alpha,n.sim,prop.drivers
600,0.1,1.25,0.25,0.005,50,0.066
1200,0.1,1.25,0.25,0.005,50,0.202
1800,0.1,1.25,0.25,0.005,50,0.304
2400,0.1,1.25,0.25,0.005,50,0.43
3600,0.1,1.25,0.25,0.005,50,0.592
4800,0.1,1.25,0.25,0.005,50,0.688
6000,0.1,1.25,0.25,0.005,50,0.748
7200,0.1,1.25,0.25,0.005,50,0.796
8400,0.1,1.25,0.25,0.005,50,0.818
9600,0.1,1.25,0.25,0.005,50,0.804
600,0.2,1.25,0.25,0.005,50,0.13
1200,0.2,1.25,0.25,0.005,50,0.328
1800,0.2,1.25,0.25,0.005,50,0.502
2400,0.2,1.25,0.25,0.005,50,0.642
3600,0.2,1.25,0.25,0.005,50,0.734
4800,0.2,1.25,0.25,0.005,50,0.794
6000,0.2,1.25,0.25,0.005,50,0.836
7200,0.2,1.25,0.25,0.005,50,0.848
8400,0.2,1.25,0.25,0.005,50,0.884
9600,0.2,1.25,0.25,0.005,50,0.916
600,0.3,1.25,0.25,0.005,50,0.184
1200,0.3,1.25,0.25,0.005,50,0.428
1800,0.3,1.25,0.25,0.005,50,0.598
2400,0.3,1.25,0.25,0.005,50,0.7
3600,0.3,1.25,0.25,0.005,50,0.784
4800,0.3,1.25,0.25,0.005,50,0.836
6000,0.3,1.25,0.25,0.005,50,0.866
7200,0.3,1.25,0.25,0.005,50,0.894
8400,0.3,1.25,0.25,0.005,50,0.95
9600,0.3,1.25,0.25,0.005,50,0.928
600,0.1,1.5,0.25,0.005,50,0.336
1200,0.1,1.5,0.25,0.005,50,0.646
1800,0.1,1.5,0.25,0.005,50,0.72
2400,0.1,1.5,0.25,0.005,50,0.802
3600,0.1,1.5,0.25,0.005,50,0.858
4800,0.1,1.5,0.25,0.005,50,0.896
6000,0.1,1.5,0.25,0.005,50,0.932
7200,0.1,1.5,0.25,0.005,50,0.946
8400,0.1,1.5,0.25,0.005,50,0.978
9600,0.1,1.5,0.25,0.005,50,0.976
600,0.2,1.5,0.25,0.005,50,0.524
1200,0.2,1.5,0.25,0.005,50,0.734
1800,0.2,1.5,0.25,0.005,50,0.826
2400,0.2,1.5,0.25,0.005,50,0.844
3600,0.2,1.5,0.25,0.005,50,0.932
4800,0.2,1.5,0.25,0.005,50,0.954
6000,0.2,1.5,0.25,0.005,50,0.984
7200,0.2,1.5,0.25,0.005,50,0.994
8400,0.2,1.5,0.25,0.005,50,0.992
9600,0.2,1.5,0.25,0.005,50,0.998
600,0.3,1.5,0.25,0.005,50,0.57
1200,0.3,1.5,0.25,0.005,50,0.782
1800,0.3,1.5,0.25,0.005,50,0.844
2400,0.3,1.5,0.25,0.005,50,0.882
3600,0.3,1.5,0.25,0.005,50,0.926
4800,0.3,1.5,0.25,0.005,50,0.984
6000,0.3,1.5,0.25,0.005,50,0.99
7200,0.3,1.5,0.25,0.005,50,0.996
8400,0.3,1.5,0.25,0.005,50,0.998
9600,0.3,1.5,0.25,0.005,50,1
600,0.1,1.75,0.25,0.005,50,0.596
1200,0.1,1.75,0.25,0.005,50,0.782
1800,0.1,1.75,0.25,0.005,50,0.842
2400,0.1,1.75,0.25,0.005,50,0.89
3600,0.1,1.75,0.25,0.005,50,0.942
4800,0.1,1.75,0.25,0.005,50,0.974
6000,0.1,1.75,0.25,0.005,50,0.99
7200,0.1,1.75,0.25,0.005,50,0.998
8400,0.1,1.75,0.25,0.005,50,1
9600,0.1,1.75,0.25,0.005,50,1
600,0.2,1.75,0.25,0.005,50,0.692
1200,0.2,1.75,0.25,0.005,50,0.826
1800,0.2,1.75,0.25,0.005,50,0.892
2400,0.2,1.75,0.25,0.005,50,0.934
3600,0.2,1.75,0.25,0.005,50,0.978
4800,0.2,1.75,0.25,0.005,50,0.99
6000,0.2,1.75,0.25,0.005,50,0.998
7200,0.2,1.75,0.25,0.005,50,1
8400,0.2,1.75,0.25,0.005,50,1
9600,0.2,1.75,0.25,0.005,50,1
600,0.3,1.75,0.25,0.005,50,0.736
1200,0.3,1.75,0.25,0.005,50,0.842
1800,0.3,1.75,0.25,0.005,50,0.92
2400,0.3,1.75,0.25,0.005,50,0.954
3600,0.3,1.75,0.25,0.005,50,0.996
4800,0.3,1.75,0.25,0.005,50,0.996
6000,0.3,1.75,0.25,0.005,50,1
7200,0.3,1.75,0.25,0.005,50,1
8400,0.3,1.75,0.25,0.005,50,1
9600,0.3,1.75,0.25,0.005,50,1
600,0.1,2,0.25,0.005,50,0.726
1200,0.1,2,0.25,0.005,50,0.836
1800,0.1,2,0.25,0.005,50,0.896
2400,0.1,2,0.25,0.005,50,0.954
3600,0.1,2,0.25,0.005,50,0.974
4800,0.1,2,0.25,0.005,50,1
6000,0.1,2,0.25,0.005,50,1
7200,0.1,2,0.25,0.005,50,1
8400,0.1,2,0.25,0.005,50,1
9600,0.1,2,0.25,0.005,50,1
600,0.2,2,0.25,0.005,50,0.772
1200,0.2,2,0.25,0.005,50,0.87
1800,0.2,2,0.25,0.005,50,0.926
2400,0.2,2,0.25,0.005,50,0.962
3600,0.2,2,0.25,0.005,50,0.994
4800,0.2,2,0.25,0.005,50,0.998
6000,0.2,2,0.25,0.005,50,1
7200,0.2,2,0.25,0.005,50,1
8400,0.2,2,0.25,0.005,50,1
9600,0.2,2,0.25,0.005,50,1
600,0.3,2,0.25,0.005,50,0.804
1200,0.3,2,0.25,0.005,50,0.92
1800,0.3,2,0.25,0.005,50,0.954
2400,0.3,2,0.25,0.005,50,0.994
3600,0.3,2,0.25,0.005,50,0.996
4800,0.3,2,0.25,0.005,50,1
6000,0.3,2,0.25,0.005,50,1
7200,0.3,2,0.25,0.005,50,1
8400,0.3,2,0.25,0.005,50,1
9600,0.3,2,0.25,0.005,50,1
