n,n.communities,p,community.var,or,r,alpha,n.sim,n.per.community,prop.drivers,or.margin.of.error
1500,50,0.5,2.73,1.75,0.25,0.0125,5,30,0.425,0.717948193770727
2000,50,0.5,2.73,1.75,0.25,0.0125,5,40,0.3,0.646027298548181
500,10,0.1,2.73,2,0.25,0.0125,5,50,0.175,7.72751122813345
1000,10,0.1,2.73,2,0.25,0.0125,5,100,0.25,1.80923566662899
1500,10,0.1,2.73,2,0.25,0.0125,5,150,0.325,1.86814665172818
2000,10,0.1,2.73,2,0.25,0.0125,5,200,0.275,3.79095738644912
500,25,0.1,2.73,2,0.25,0.0125,5,20,0.225,1.636096254767
1000,25,0.1,2.73,2,0.25,0.0125,5,40,0.325,1.27946800514587
1500,25,0.1,2.73,2,0.25,0.0125,5,60,0.175,1.22625188562367
2000,25,0.1,2.73,2,0.25,0.0125,5,80,0.325,1.08630651588381
500,50,0.1,2.73,2,0.25,0.0125,5,10,0.325,0.947619839845776
1000,50,0.1,2.73,2,0.25,0.0125,5,20,0.5,0.798159999526854
1500,50,0.1,2.73,2,0.25,0.0125,5,30,0.4,0.813319188251513
2000,50,0.1,2.73,2,0.25,0.0125,5,40,0.575,0.763865423478571
500,10,0.5,2.73,2,0.25,0.0125,5,50,0.3,1.40508124139044
1000,10,0.5,2.73,2,0.25,0.0125,5,100,0.225,3.59462722674048
1500,10,0.5,2.73,2,0.25,0.0125,5,150,0.325,2.20949844287834
2000,10,0.5,2.73,2,0.25,0.0125,5,200,0.3,2.22941678406023
500,25,0.5,2.73,2,0.25,0.0125,5,20,0.3,1.26442422744442
1000,25,0.5,2.73,2,0.25,0.0125,5,40,0.25,1.09926732943533
1500,25,0.5,2.73,2,0.25,0.0125,5,60,0.225,1.13618931855539
2000,25,0.5,2.73,2,0.25,0.0125,5,80,0.4,0.976442713270435
500,50,0.5,2.73,2,0.25,0.0125,5,10,0.5,0.779511263214183
1000,50,0.5,2.73,2,0.25,0.0125,5,20,0.525,0.767577078304685
1500,50,0.5,2.73,2,0.25,0.0125,5,30,0.525,0.720861131733388
2000,50,0.5,2.73,2,0.25,0.0125,5,40,0.5,0.691652670480452
