n,p,or,r,alpha,n.sim,prop.drivers
2500,0.3,1.25,0.25,0.005,10,0.59
3000,0.3,1.25,0.25,0.005,10,0.67
500,0.05,1.5,0.25,0.005,10,0.15
1000,0.05,1.5,0.25,0.005,10,0.29
1500,0.05,1.5,0.25,0.005,10,0.55
2000,0.05,1.5,0.25,0.005,10,0.56
2500,0.05,1.5,0.25,0.005,10,0.62
3000,0.05,1.5,0.25,0.005,10,0.67
500,0.1,1.5,0.25,0.005,10,0.25
1000,0.1,1.5,0.25,0.005,10,0.47
1500,0.1,1.5,0.25,0.005,10,0.6
2000,0.1,1.5,0.25,0.005,10,0.65
2500,0.1,1.5,0.25,0.005,10,0.73
3000,0.1,1.5,0.25,0.005,10,0.72
500,0.15,1.5,0.25,0.005,10,0.3
1000,0.15,1.5,0.25,0.005,10,0.51
1500,0.15,1.5,0.25,0.005,10,0.67
2000,0.15,1.5,0.25,0.005,10,0.68
2500,0.15,1.5,0.25,0.005,10,0.79
3000,0.15,1.5,0.25,0.005,10,0.79
500,0.2,1.5,0.25,0.005,10,0.31
1000,0.2,1.5,0.25,0.005,10,0.65
1500,0.2,1.5,0.25,0.005,10,0.68
2000,0.2,1.5,0.25,0.005,10,0.75
2500,0.2,1.5,0.25,0.005,10,0.76
3000,0.2,1.5,0.25,0.005,10,0.81
500,0.25,1.5,0.25,0.005,10,0.41
1000,0.25,1.5,0.25,0.005,10,0.68
1500,0.25,1.5,0.25,0.005,10,0.73
2000,0.25,1.5,0.25,0.005,10,0.76
2500,0.25,1.5,0.25,0.005,10,0.84
3000,0.25,1.5,0.25,0.005,10,0.89
500,0.3,1.5,0.25,0.005,10,0.49
1000,0.3,1.5,0.25,0.005,10,0.63
1500,0.3,1.5,0.25,0.005,10,0.72
2000,0.3,1.5,0.25,0.005,10,0.78
2500,0.3,1.5,0.25,0.005,10,0.86
3000,0.3,1.5,0.25,0.005,10,0.94
500,0.05,1.75,0.25,0.005,10,0.3
1000,0.05,1.75,0.25,0.005,10,0.55
1500,0.05,1.75,0.25,0.005,10,0.65
2000,0.05,1.75,0.25,0.005,10,0.74
2500,0.05,1.75,0.25,0.005,10,0.75
3000,0.05,1.75,0.25,0.005,10,0.81
500,0.1,1.75,0.25,0.005,10,0.47
1000,0.1,1.75,0.25,0.005,10,0.64
1500,0.1,1.75,0.25,0.005,10,0.72
2000,0.1,1.75,0.25,0.005,10,0.77
2500,0.1,1.75,0.25,0.005,10,0.83
3000,0.1,1.75,0.25,0.005,10,0.92
500,0.15,1.75,0.25,0.005,10,0.55
1000,0.15,1.75,0.25,0.005,10,0.71
1500,0.15,1.75,0.25,0.005,10,0.78
2000,0.15,1.75,0.25,0.005,10,0.88
2500,0.15,1.75,0.25,0.005,10,0.85
3000,0.15,1.75,0.25,0.005,10,0.92
500,0.2,1.75,0.25,0.005,10,0.59
1000,0.2,1.75,0.25,0.005,10,0.67
1500,0.2,1.75,0.25,0.005,10,0.83
2000,0.2,1.75,0.25,0.005,10,0.85
2500,0.2,1.75,0.25,0.005,10,0.95
3000,0.2,1.75,0.25,0.005,10,0.95
500,0.25,1.75,0.25,0.005,10,0.59
1000,0.25,1.75,0.25,0.005,10,0.75
1500,0.25,1.75,0.25,0.005,10,0.87
2000,0.25,1.75,0.25,0.005,10,0.92
2500,0.25,1.75,0.25,0.005,10,0.88
3000,0.25,1.75,0.25,0.005,10,0.94
500,0.3,1.75,0.25,0.005,10,0.61
1000,0.3,1.75,0.25,0.005,10,0.81
1500,0.3,1.75,0.25,0.005,10,0.83
2000,0.3,1.75,0.25,0.005,10,0.94
2500,0.3,1.75,0.25,0.005,10,0.93
3000,0.3,1.75,0.25,0.005,10,1
500,0.05,2,0.25,0.005,10,0.5
1000,0.05,2,0.25,0.005,10,0.7
1500,0.05,2,0.25,0.005,10,0.7
2000,0.05,2,0.25,0.005,10,0.78
2500,0.05,2,0.25,0.005,10,0.87
3000,0.05,2,0.25,0.005,10,0.84
500,0.1,2,0.25,0.005,10,0.6
1000,0.1,2,0.25,0.005,10,0.73
1500,0.1,2,0.25,0.005,10,0.82
2000,0.1,2,0.25,0.005,10,0.87
2500,0.1,2,0.25,0.005,10,0.88
3000,0.1,2,0.25,0.005,10,0.93
500,0.15,2,0.25,0.005,10,0.66
1000,0.15,2,0.25,0.005,10,0.76
1500,0.15,2,0.25,0.005,10,0.85
2000,0.15,2,0.25,0.005,10,0.91
2500,0.15,2,0.25,0.005,10,0.96
3000,0.15,2,0.25,0.005,10,0.98
500,0.2,2,0.25,0.005,10,0.6
1000,0.2,2,0.25,0.005,10,0.79
1500,0.2,2,0.25,0.005,10,0.87
2000,0.2,2,0.25,0.005,10,0.92
2500,0.2,2,0.25,0.005,10,0.97
3000,0.2,2,0.25,0.005,10,0.97
500,0.25,2,0.25,0.005,10,0.64
1000,0.25,2,0.25,0.005,10,0.79
1500,0.25,2,0.25,0.005,10,0.88
2000,0.25,2,0.25,0.005,10,0.95
2500,0.25,2,0.25,0.005,10,0.99
3000,0.25,2,0.25,0.005,10,1
500,0.3,2,0.25,0.005,10,0.72
1000,0.3,2,0.25,0.005,10,0.84
1500,0.3,2,0.25,0.005,10,0.93
2000,0.3,2,0.25,0.005,10,0.95
2500,0.3,2,0.25,0.005,10,0.98
3000,0.3,2,0.25,0.005,10,0.99
