n,p,or,r,alpha,n.sim,prop.drivers
3000,0.15,1.25,0.25,0.005,2000,0.6439
1000,0.2,1.25,0.25,0.005,2000,0.265
1500,0.2,1.25,0.25,0.005,2000,0.4253
2000,0.2,1.25,0.25,0.005,2000,0.5546
2500,0.2,1.25,0.25,0.005,2000,0.64465
3000,0.2,1.25,0.25,0.005,2000,0.6988
1000,0.25,1.25,0.25,0.005,2000,0.30235
1500,0.25,1.25,0.25,0.005,2000,0.4822
2000,0.25,1.25,0.25,0.005,2000,0.60525
2500,0.25,1.25,0.25,0.005,2000,0.68725
3000,0.25,1.25,0.25,0.005,2000,0.736
1000,0.3,1.25,0.25,0.005,2000,0.3462
1500,0.3,1.25,0.25,0.005,2000,0.52845
2000,0.3,1.25,0.25,0.005,2000,0.6415
2500,0.3,1.25,0.25,0.005,2000,0.71145
3000,0.3,1.25,0.25,0.005,2000,0.7547
1000,0.05,1.5,0.25,0.005,2000,0.3983
1500,0.05,1.5,0.25,0.005,2000,0.5792
2000,0.05,1.5,0.25,0.005,2000,0.685
2500,0.05,1.5,0.25,0.005,2000,0.74175
3000,0.05,1.5,0.25,0.005,2000,0.77125
1000,0.1,1.5,0.25,0.005,2000,0.5711
1500,0.1,1.5,0.25,0.005,2000,0.71685
2000,0.1,1.5,0.25,0.005,2000,0.7734
2500,0.1,1.5,0.25,0.005,2000,0.80385
3000,0.1,1.5,0.25,0.005,2000,0.8346
1000,0.15,1.5,0.25,0.005,2000,0.65325
1500,0.15,1.5,0.25,0.005,2000,0.7584
2000,0.15,1.5,0.25,0.005,2000,0.80055
2500,0.15,1.5,0.25,0.005,2000,0.8352
3000,0.15,1.5,0.25,0.005,2000,0.86405
1000,0.2,1.5,0.25,0.005,2000,0.6961
1500,0.2,1.5,0.25,0.005,2000,0.7804
2000,0.2,1.5,0.25,0.005,2000,0.82545
2500,0.2,1.5,0.25,0.005,2000,0.86145
3000,0.2,1.5,0.25,0.005,2000,0.8863
1000,0.25,1.5,0.25,0.005,2000,0.71925
1500,0.25,1.5,0.25,0.005,2000,0.7988
2000,0.25,1.5,0.25,0.005,2000,0.8429
2500,0.25,1.5,0.25,0.005,2000,0.8759
3000,0.25,1.5,0.25,0.005,2000,0.9055
1000,0.3,1.5,0.25,0.005,2000,0.7365
1500,0.3,1.5,0.25,0.005,2000,0.8102
2000,0.3,1.5,0.25,0.005,2000,0.85515
2500,0.3,1.5,0.25,0.005,2000,0.89045
3000,0.3,1.5,0.25,0.005,2000,0.9212
1000,0.05,1.75,0.25,0.005,2000,0.68565
1500,0.05,1.75,0.25,0.005,2000,0.77145
2000,0.05,1.75,0.25,0.005,2000,0.81235
2500,0.05,1.75,0.25,0.005,2000,0.84115
3000,0.05,1.75,0.25,0.005,2000,0.8715
1000,0.1,1.75,0.25,0.005,2000,0.75735
1500,0.1,1.75,0.25,0.005,2000,0.8188
2000,0.1,1.75,0.25,0.005,2000,0.85845
2500,0.1,1.75,0.25,0.005,2000,0.8952
3000,0.1,1.75,0.25,0.005,2000,0.9209
1000,0.15,1.75,0.25,0.005,2000,0.7859
1500,0.15,1.75,0.25,0.005,2000,0.8405
2000,0.15,1.75,0.25,0.005,2000,0.88915
2500,0.15,1.75,0.25,0.005,2000,0.92155
3000,0.15,1.75,0.25,0.005,2000,0.94585
1000,0.2,1.75,0.25,0.005,2000,0.80125
1500,0.2,1.75,0.25,0.005,2000,0.8602
2000,0.2,1.75,0.25,0.005,2000,0.90595
2500,0.2,1.75,0.25,0.005,2000,0.93685
3000,0.2,1.75,0.25,0.005,2000,0.9611
1000,0.25,1.75,0.25,0.005,2000,0.8111
1500,0.25,1.75,0.25,0.005,2000,0.87705
2000,0.25,1.75,0.25,0.005,2000,0.91975
2500,0.25,1.75,0.25,0.005,2000,0.9498
3000,0.25,1.75,0.25,0.005,2000,0.96845
1000,0.3,1.75,0.25,0.005,2000,0.81885
1500,0.3,1.75,0.25,0.005,2000,0.88435
2000,0.3,1.75,0.25,0.005,2000,0.9282
2500,0.3,1.75,0.25,0.005,2000,0.9589
3000,0.3,1.75,0.25,0.005,2000,0.97405
1000,0.05,2,0.25,0.005,2000,0.77835
1500,0.05,2,0.25,0.005,2000,0.8335
2000,0.05,2,0.25,0.005,2000,0.8745
2500,0.05,2,0.25,0.005,2000,0.90665
3000,0.05,2,0.25,0.005,2000,0.9356
1000,0.1,2,0.25,0.005,2000,0.81595
1500,0.1,2,0.25,0.005,2000,0.8755
2000,0.1,2,0.25,0.005,2000,0.91675
2500,0.1,2,0.25,0.005,2000,0.9477
3000,0.1,2,0.25,0.005,2000,0.96545
1000,0.15,2,0.25,0.005,2000,0.83205
1500,0.15,2,0.25,0.005,2000,0.8974
2000,0.15,2,0.25,0.005,2000,0.9392
2500,0.15,2,0.25,0.005,2000,0.9659
3000,0.15,2,0.25,0.005,2000,0.98005
1000,0.2,2,0.25,0.005,2000,0.848
1500,0.2,2,0.25,0.005,2000,0.9102
2000,0.2,2,0.25,0.005,2000,0.9503
2500,0.2,2,0.25,0.005,2000,0.97175
3000,0.2,2,0.25,0.005,2000,0.98775
1000,0.25,2,0.25,0.005,2000,0.85955
1500,0.25,2,0.25,0.005,2000,0.92375
2000,0.25,2,0.25,0.005,2000,0.95985
2500,0.25,2,0.25,0.005,2000,0.9787
3000,0.25,2,0.25,0.005,2000,0.99165
1000,0.3,2,0.25,0.005,2000,0.86975
1500,0.3,2,0.25,0.005,2000,0.93185
2000,0.3,2,0.25,0.005,2000,0.96645
2500,0.3,2,0.25,0.005,2000,0.98425
3000,0.3,2,0.25,0.005,2000,0.9926
