n,p,or,r,alpha,n.sim,prop.drivers
1000,0.05,1,0.25,0.005,2000,0.0056
1500,0.05,1,0.25,0.005,2000,0.0039
2000,0.05,1,0.25,0.005,2000,0.00565
2500,0.05,1,0.25,0.005,2000,0.00455
3000,0.05,1,0.25,0.005,2000,0.0049
1000,0.1,1,0.25,0.005,2000,0.0043
1500,0.1,1,0.25,0.005,2000,0.00555
2000,0.1,1,0.25,0.005,2000,0.0052
2500,0.1,1,0.25,0.005,2000,0.00555
3000,0.1,1,0.25,0.005,2000,0.0046
1000,0.15,1,0.25,0.005,2000,0.005
1500,0.15,1,0.25,0.005,2000,0.0056
2000,0.15,1,0.25,0.005,2000,0.0046
2500,0.15,1,0.25,0.005,2000,0.0045
3000,0.15,1,0.25,0.005,2000,0.0047
1000,0.2,1,0.25,0.005,2000,0.0048
1500,0.2,1,0.25,0.005,2000,0.0055
2000,0.2,1,0.25,0.005,2000,0.00495
2500,0.2,1,0.25,0.005,2000,0.0047
3000,0.2,1,0.25,0.005,2000,0.0058
1000,0.25,1,0.25,0.005,2000,0.00395
1500,0.25,1,0.25,0.005,2000,0.00455
2000,0.25,1,0.25,0.005,2000,0.0044
2500,0.25,1,0.25,0.005,2000,0.0047
3000,0.25,1,0.25,0.005,2000,0.00495
1000,0.3,1,0.25,0.005,2000,0.0048
1500,0.3,1,0.25,0.005,2000,0.005
2000,0.3,1,0.25,0.005,2000,0.0052
2500,0.3,1,0.25,0.005,2000,0.0042
3000,0.3,1,0.25,0.005,2000,0.00595
1000,0.05,1.25,0.25,0.005,2000,0.07005
1500,0.05,1.25,0.25,0.005,2000,0.11705
2000,0.05,1.25,0.25,0.005,2000,0.17295
2500,0.05,1.25,0.25,0.005,2000,0.2336
3000,0.05,1.25,0.25,0.005,2000,0.2936
1000,0.1,1.25,0.25,0.005,2000,0.13885
1500,0.1,1.25,0.25,0.005,2000,0.24055
2000,0.1,1.25,0.25,0.005,2000,0.3542
2500,0.1,1.25,0.25,0.005,2000,0.4472
3000,0.1,1.25,0.25,0.005,2000,0.5304
1000,0.15,1.25,0.25,0.005,2000,0.2105
1500,0.15,1.25,0.25,0.005,2000,0.34655
2000,0.15,1.25,0.25,0.005,2000,0.47595
2500,0.15,1.25,0.25,0.005,2000,0.57115
