n,p,or,r,alpha,n.sim,prop.drivers
3000,0.1,1.5,0.25,0.005,500,0.8318
1000,0.15,1.5,0.25,0.005,500,0.6516
1500,0.15,1.5,0.25,0.005,500,0.7624
2000,0.15,1.5,0.25,0.005,500,0.81
2500,0.15,1.5,0.25,0.005,500,0.8398
3000,0.15,1.5,0.25,0.005,500,0.8616
1000,0.2,1.5,0.25,0.005,500,0.6898
1500,0.2,1.5,0.25,0.005,500,0.7872
2000,0.2,1.5,0.25,0.005,500,0.8254
2500,0.2,1.5,0.25,0.005,500,0.8614
3000,0.2,1.5,0.25,0.005,500,0.8926
1000,0.25,1.5,0.25,0.005,500,0.7214
1500,0.25,1.5,0.25,0.005,500,0.7938
2000,0.25,1.5,0.25,0.005,500,0.8346
2500,0.25,1.5,0.25,0.005,500,0.8704
3000,0.25,1.5,0.25,0.005,500,0.9082
1000,0.3,1.5,0.25,0.005,500,0.728
1500,0.3,1.5,0.25,0.005,500,0.8036
2000,0.3,1.5,0.25,0.005,500,0.8534
2500,0.3,1.5,0.25,0.005,500,0.888
3000,0.3,1.5,0.25,0.005,500,0.917
1000,0.05,1.75,0.25,0.005,500,0.686
1500,0.05,1.75,0.25,0.005,500,0.7746
2000,0.05,1.75,0.25,0.005,500,0.8178
2500,0.05,1.75,0.25,0.005,500,0.8436
3000,0.05,1.75,0.25,0.005,500,0.8704
1000,0.1,1.75,0.25,0.005,500,0.7572
1500,0.1,1.75,0.25,0.005,500,0.815
2000,0.1,1.75,0.25,0.005,500,0.8652
2500,0.1,1.75,0.25,0.005,500,0.8986
3000,0.1,1.75,0.25,0.005,500,0.9244
1000,0.15,1.75,0.25,0.005,500,0.784
1500,0.15,1.75,0.25,0.005,500,0.8498
2000,0.15,1.75,0.25,0.005,500,0.8872
2500,0.15,1.75,0.25,0.005,500,0.9206
3000,0.15,1.75,0.25,0.005,500,0.9422
1000,0.2,1.75,0.25,0.005,500,0.7988
1500,0.2,1.75,0.25,0.005,500,0.859
2000,0.2,1.75,0.25,0.005,500,0.905
2500,0.2,1.75,0.25,0.005,500,0.9396
3000,0.2,1.75,0.25,0.005,500,0.961
1000,0.25,1.75,0.25,0.005,500,0.808
1500,0.25,1.75,0.25,0.005,500,0.8702
2000,0.25,1.75,0.25,0.005,500,0.9234
2500,0.25,1.75,0.25,0.005,500,0.9466
3000,0.25,1.75,0.25,0.005,500,0.9652
1000,0.3,1.75,0.25,0.005,500,0.82
1500,0.3,1.75,0.25,0.005,500,0.8896
2000,0.3,1.75,0.25,0.005,500,0.928
2500,0.3,1.75,0.25,0.005,500,0.957
3000,0.3,1.75,0.25,0.005,500,0.974
1000,0.05,2,0.25,0.005,500,0.7778
1500,0.05,2,0.25,0.005,500,0.8396
2000,0.05,2,0.25,0.005,500,0.873
2500,0.05,2,0.25,0.005,500,0.9032
3000,0.05,2,0.25,0.005,500,0.9374
1000,0.1,2,0.25,0.005,500,0.8106
1500,0.1,2,0.25,0.005,500,0.8778
2000,0.1,2,0.25,0.005,500,0.9158
2500,0.1,2,0.25,0.005,500,0.9448
3000,0.1,2,0.25,0.005,500,0.9682
1000,0.15,2,0.25,0.005,500,0.8324
1500,0.15,2,0.25,0.005,500,0.8928
2000,0.15,2,0.25,0.005,500,0.9368
2500,0.15,2,0.25,0.005,500,0.9608
3000,0.15,2,0.25,0.005,500,0.9784
1000,0.2,2,0.25,0.005,500,0.8454
1500,0.2,2,0.25,0.005,500,0.9016
2000,0.2,2,0.25,0.005,500,0.9502
2500,0.2,2,0.25,0.005,500,0.9726
3000,0.2,2,0.25,0.005,500,0.9868
1000,0.25,2,0.25,0.005,500,0.8606
1500,0.25,2,0.25,0.005,500,0.9242
2000,0.25,2,0.25,0.005,500,0.9568
2500,0.25,2,0.25,0.005,500,0.9808
3000,0.25,2,0.25,0.005,500,0.992
1000,0.3,2,0.25,0.005,500,0.8712
1500,0.3,2,0.25,0.005,500,0.9246
2000,0.3,2,0.25,0.005,500,0.966
2500,0.3,2,0.25,0.005,500,0.9816
3000,0.3,2,0.25,0.005,500,0.9914
