n,p,or,r,alpha,n.sim,prop.drivers
1000,0.05,1,0.25,0.005,500,0.005
1500,0.05,1,0.25,0.005,500,0.0058
2000,0.05,1,0.25,0.005,500,0.0048
2500,0.05,1,0.25,0.005,500,0.0044
3000,0.05,1,0.25,0.005,500,0.0056
1000,0.1,1,0.25,0.005,500,0.0048
1500,0.1,1,0.25,0.005,500,0.0042
2000,0.1,1,0.25,0.005,500,0.0054
2500,0.1,1,0.25,0.005,500,0.004
3000,0.1,1,0.25,0.005,500,0.0056
1000,0.15,1,0.25,0.005,500,0.0044
1500,0.15,1,0.25,0.005,500,0.0052
2000,0.15,1,0.25,0.005,500,0.0056
2500,0.15,1,0.25,0.005,500,0.0074
3000,0.15,1,0.25,0.005,500,0.0044
1000,0.2,1,0.25,0.005,500,0.0054
1500,0.2,1,0.25,0.005,500,0.0038
2000,0.2,1,0.25,0.005,500,0.0044
2500,0.2,1,0.25,0.005,500,0.0038
3000,0.2,1,0.25,0.005,500,0.0056
1000,0.25,1,0.25,0.005,500,0.0044
1500,0.25,1,0.25,0.005,500,0.007
2000,0.25,1,0.25,0.005,500,0.0048
2500,0.25,1,0.25,0.005,500,0.0028
3000,0.25,1,0.25,0.005,500,0.0048
1000,0.3,1,0.25,0.005,500,0.005
1500,0.3,1,0.25,0.005,500,0.005
2000,0.3,1,0.25,0.005,500,0.0058
2500,0.3,1,0.25,0.005,500,0.0064
3000,0.3,1,0.25,0.005,500,0.0054
1000,0.05,1.25,0.25,0.005,500,0.0648
1500,0.05,1.25,0.25,0.005,500,0.1172
2000,0.05,1.25,0.25,0.005,500,0.1736
2500,0.05,1.25,0.25,0.005,500,0.2276
3000,0.05,1.25,0.25,0.005,500,0.2956
1000,0.1,1.25,0.25,0.005,500,0.1398
1500,0.1,1.25,0.25,0.005,500,0.2466
2000,0.1,1.25,0.25,0.005,500,0.348
2500,0.1,1.25,0.25,0.005,500,0.4348
3000,0.1,1.25,0.25,0.005,500,0.5242
1000,0.15,1.25,0.25,0.005,500,0.2078
1500,0.15,1.25,0.25,0.005,500,0.3446
2000,0.15,1.25,0.25,0.005,500,0.4672
2500,0.15,1.25,0.25,0.005,500,0.5666
3000,0.15,1.25,0.25,0.005,500,0.6436
1000,0.2,1.25,0.25,0.005,500,0.2672
1500,0.2,1.25,0.25,0.005,500,0.4258
2000,0.2,1.25,0.25,0.005,500,0.5574
2500,0.2,1.25,0.25,0.005,500,0.6452
3000,0.2,1.25,0.25,0.005,500,0.7042
1000,0.25,1.25,0.25,0.005,500,0.311
1500,0.25,1.25,0.25,0.005,500,0.4816
2000,0.25,1.25,0.25,0.005,500,0.6032
2500,0.25,1.25,0.25,0.005,500,0.6862
3000,0.25,1.25,0.25,0.005,500,0.734
1000,0.3,1.25,0.25,0.005,500,0.3462
1500,0.3,1.25,0.25,0.005,500,0.5196
2000,0.3,1.25,0.25,0.005,500,0.6404
2500,0.3,1.25,0.25,0.005,500,0.7082
3000,0.3,1.25,0.25,0.005,500,0.7542
1000,0.05,1.5,0.25,0.005,500,0.3972
1500,0.05,1.5,0.25,0.005,500,0.58
2000,0.05,1.5,0.25,0.005,500,0.6822
2500,0.05,1.5,0.25,0.005,500,0.736
3000,0.05,1.5,0.25,0.005,500,0.7712
1000,0.1,1.5,0.25,0.005,500,0.575
1500,0.1,1.5,0.25,0.005,500,0.7134
2000,0.1,1.5,0.25,0.005,500,0.7716
2500,0.1,1.5,0.25,0.005,500,0.807
