n,p,or,r,alpha,n.sim,prop.drivers
2000,0.1,1.25,0.25,0.005,1000,0.2826
2500,0.1,1.25,0.25,0.005,1000,0.3613
3000,0.1,1.25,0.25,0.005,1000,0.4292
500,0.15,1.25,0.25,0.005,1000,0.0683
1000,0.15,1.25,0.25,0.005,1000,0.1722
1500,0.15,1.25,0.25,0.005,1000,0.2864
2000,0.15,1.25,0.25,0.005,1000,0.3962
2500,0.15,1.25,0.25,0.005,1000,0.4858
3000,0.15,1.25,0.25,0.005,1000,0.554
500,0.2,1.25,0.25,0.005,1000,0.0878
1000,0.2,1.25,0.25,0.005,1000,0.2273
1500,0.2,1.25,0.25,0.005,1000,0.3668
2000,0.2,1.25,0.25,0.005,1000,0.479
2500,0.2,1.25,0.25,0.005,1000,0.5599
3000,0.2,1.25,0.25,0.005,1000,0.6153
500,0.25,1.25,0.25,0.005,1000,0.1062
1000,0.25,1.25,0.25,0.005,1000,0.2691
1500,0.25,1.25,0.25,0.005,1000,0.4198
2000,0.25,1.25,0.25,0.005,1000,0.5299
2500,0.25,1.25,0.25,0.005,1000,0.6055
3000,0.25,1.25,0.25,0.005,1000,0.653
500,0.3,1.25,0.25,0.005,1000,0.1254
1000,0.3,1.25,0.25,0.005,1000,0.3031
1500,0.3,1.25,0.25,0.005,1000,0.4586
2000,0.3,1.25,0.25,0.005,1000,0.5674
2500,0.3,1.25,0.25,0.005,1000,0.6415
3000,0.3,1.25,0.25,0.005,1000,0.6779
500,0.05,1.5,0.25,0.005,1000,0.1138
1000,0.05,1.5,0.25,0.005,1000,0.2952
1500,0.05,1.5,0.25,0.005,1000,0.4482
2000,0.05,1.5,0.25,0.005,1000,0.5596
2500,0.05,1.5,0.25,0.005,1000,0.6205
3000,0.05,1.5,0.25,0.005,1000,0.6659
500,0.1,1.5,0.25,0.005,1000,0.2151
1000,0.1,1.5,0.25,0.005,1000,0.4744
1500,0.1,1.5,0.25,0.005,1000,0.6153
2000,0.1,1.5,0.25,0.005,1000,0.6816
2500,0.1,1.5,0.25,0.005,1000,0.7186
3000,0.1,1.5,0.25,0.005,1000,0.7505
500,0.15,1.5,0.25,0.005,1000,0.2956
1000,0.15,1.5,0.25,0.005,1000,0.5648
1500,0.15,1.5,0.25,0.005,1000,0.6739
2000,0.15,1.5,0.25,0.005,1000,0.7205
2500,0.15,1.5,0.25,0.005,1000,0.7677
3000,0.15,1.5,0.25,0.005,1000,0.8014
500,0.2,1.5,0.25,0.005,1000,0.3511
1000,0.2,1.5,0.25,0.005,1000,0.6081
1500,0.2,1.5,0.25,0.005,1000,0.7069
2000,0.2,1.5,0.25,0.005,1000,0.7553
2500,0.2,1.5,0.25,0.005,1000,0.8004
3000,0.2,1.5,0.25,0.005,1000,0.838
500,0.25,1.5,0.25,0.005,1000,0.3946
1000,0.25,1.5,0.25,0.005,1000,0.6407
1500,0.25,1.5,0.25,0.005,1000,0.7284
2000,0.25,1.5,0.25,0.005,1000,0.7796
2500,0.25,1.5,0.25,0.005,1000,0.8311
3000,0.25,1.5,0.25,0.005,1000,0.8667
500,0.3,1.5,0.25,0.005,1000,0.426
1000,0.3,1.5,0.25,0.005,1000,0.6614
1500,0.3,1.5,0.25,0.005,1000,0.7318
2000,0.3,1.5,0.25,0.005,1000,0.8009
2500,0.3,1.5,0.25,0.005,1000,0.852
3000,0.3,1.5,0.25,0.005,1000,0.887
500,0.05,1.75,0.25,0.005,1000,0.2974
1000,0.05,1.75,0.25,0.005,1000,0.5644
1500,0.05,1.75,0.25,0.005,1000,0.6672
2000,0.05,1.75,0.25,0.005,1000,0.7202
2500,0.05,1.75,0.25,0.005,1000,0.7578
3000,0.05,1.75,0.25,0.005,1000,0.7892
500,0.1,1.75,0.25,0.005,1000,0.4371
1000,0.1,1.75,0.25,0.005,1000,0.6676
1500,0.1,1.75,0.25,0.005,1000,0.7383
2000,0.1,1.75,0.25,0.005,1000,0.7951
2500,0.1,1.75,0.25,0.005,1000,0.8355
3000,0.1,1.75,0.25,0.005,1000,0.8776
500,0.15,1.75,0.25,0.005,1000,0.503
1000,0.15,1.75,0.25,0.005,1000,0.7065
1500,0.15,1.75,0.25,0.005,1000,0.7812
2000,0.15,1.75,0.25,0.005,1000,0.8325
2500,0.15,1.75,0.25,0.005,1000,0.8795
3000,0.15,1.75,0.25,0.005,1000,0.9164
500,0.2,1.75,0.25,0.005,1000,0.5578
1000,0.2,1.75,0.25,0.005,1000,0.7316
1500,0.2,1.75,0.25,0.005,1000,0.8091
2000,0.2,1.75,0.25,0.005,1000,0.8692
2500,0.2,1.75,0.25,0.005,1000,0.9139
3000,0.2,1.75,0.25,0.005,1000,0.9433
500,0.25,1.75,0.25,0.005,1000,0.5836
1000,0.25,1.75,0.25,0.005,1000,0.7425
1500,0.25,1.75,0.25,0.005,1000,0.8221
2000,0.25,1.75,0.25,0.005,1000,0.8887
2500,0.25,1.75,0.25,0.005,1000,0.9297
3000,0.25,1.75,0.25,0.005,1000,0.958
500,0.3,1.75,0.25,0.005,1000,0.6028
1000,0.3,1.75,0.25,0.005,1000,0.7611
1500,0.3,1.75,0.25,0.005,1000,0.8457
2000,0.3,1.75,0.25,0.005,1000,0.9044
2500,0.3,1.75,0.25,0.005,1000,0.9431
3000,0.3,1.75,0.25,0.005,1000,0.9674
500,0.05,2,0.25,0.005,1000,0.4758
1000,0.05,2,0.25,0.005,1000,0.6843
1500,0.05,2,0.25,0.005,1000,0.7467
2000,0.05,2,0.25,0.005,1000,0.8018
2500,0.05,2,0.25,0.005,1000,0.8431
3000,0.05,2,0.25,0.005,1000,0.8796
500,0.1,2,0.25,0.005,1000,0.5823
1000,0.1,2,0.25,0.005,1000,0.7367
1500,0.1,2,0.25,0.005,1000,0.8091
2000,0.1,2,0.25,0.005,1000,0.8734
2500,0.1,2,0.25,0.005,1000,0.9182
3000,0.1,2,0.25,0.005,1000,0.9451
500,0.15,2,0.25,0.005,1000,0.6297
1000,0.15,2,0.25,0.005,1000,0.7692
1500,0.15,2,0.25,0.005,1000,0.8465
2000,0.15,2,0.25,0.005,1000,0.9108
2500,0.15,2,0.25,0.005,1000,0.9456
3000,0.15,2,0.25,0.005,1000,0.9691
500,0.2,2,0.25,0.005,1000,0.6514
1000,0.2,2,0.25,0.005,1000,0.7915
1500,0.2,2,0.25,0.005,1000,0.8758
2000,0.2,2,0.25,0.005,1000,0.9337
2500,0.2,2,0.25,0.005,1000,0.9618
3000,0.2,2,0.25,0.005,1000,0.9834
500,0.25,2,0.25,0.005,1000,0.6672
1000,0.25,2,0.25,0.005,1000,0.8107
1500,0.25,2,0.25,0.005,1000,0.894
2000,0.25,2,0.25,0.005,1000,0.9442
2500,0.25,2,0.25,0.005,1000,0.9724
3000,0.25,2,0.25,0.005,1000,0.9874
500,0.3,2,0.25,0.005,1000,0.6836
1000,0.3,2,0.25,0.005,1000,0.8186
1500,0.3,2,0.25,0.005,1000,0.9115
2000,0.3,2,0.25,0.005,1000,0.9571
2500,0.3,2,0.25,0.005,1000,0.9761
3000,0.3,2,0.25,0.005,1000,0.9927
