n,p,or,r,alpha,n.sim,prop.drivers
3000,0.3,1.25,0.25,0.005,10,0.66
500,0.05,1.5,0.25,0.005,10,0.08
1000,0.05,1.5,0.25,0.005,10,0.26
1500,0.05,1.5,0.25,0.005,10,0.52
2000,0.05,1.5,0.25,0.005,10,0.61
2500,0.05,1.5,0.25,0.005,10,0.66
3000,0.05,1.5,0.25,0.005,10,0.68
500,0.1,1.5,0.25,0.005,10,0.24
1000,0.1,1.5,0.25,0.005,10,0.45
1500,0.1,1.5,0.25,0.005,10,0.64
2000,0.1,1.5,0.25,0.005,10,0.7
2500,0.1,1.5,0.25,0.005,10,0.73
3000,0.1,1.5,0.25,0.005,10,0.79
500,0.15,1.5,0.25,0.005,10,0.24
1000,0.15,1.5,0.25,0.005,10,0.51
1500,0.15,1.5,0.25,0.005,10,0.7
2000,0.15,1.5,0.25,0.005,10,0.72
2500,0.15,1.5,0.25,0.005,10,0.8
3000,0.15,1.5,0.25,0.005,10,0.85
500,0.2,1.5,0.25,0.005,10,0.32
1000,0.2,1.5,0.25,0.005,10,0.61
1500,0.2,1.5,0.25,0.005,10,0.66
2000,0.2,1.5,0.25,0.005,10,0.85
2500,0.2,1.5,0.25,0.005,10,0.79
3000,0.2,1.5,0.25,0.005,10,0.84
500,0.25,1.5,0.25,0.005,10,0.37
1000,0.25,1.5,0.25,0.005,10,0.69
1500,0.25,1.5,0.25,0.005,10,0.71
2000,0.25,1.5,0.25,0.005,10,0.8
2500,0.25,1.5,0.25,0.005,10,0.84
3000,0.25,1.5,0.25,0.005,10,0.85
500,0.3,1.5,0.25,0.005,10,0.38
1000,0.3,1.5,0.25,0.005,10,0.71
1500,0.3,1.5,0.25,0.005,10,0.75
2000,0.3,1.5,0.25,0.005,10,0.82
2500,0.3,1.5,0.25,0.005,10,0.82
3000,0.3,1.5,0.25,0.005,10,0.92
500,0.05,1.75,0.25,0.005,10,0.33
1000,0.05,1.75,0.25,0.005,10,0.52
1500,0.05,1.75,0.25,0.005,10,0.64
2000,0.05,1.75,0.25,0.005,10,0.7
2500,0.05,1.75,0.25,0.005,10,0.8
3000,0.05,1.75,0.25,0.005,10,0.8
500,0.1,1.75,0.25,0.005,10,0.49
1000,0.1,1.75,0.25,0.005,10,0.68
1500,0.1,1.75,0.25,0.005,10,0.7
2000,0.1,1.75,0.25,0.005,10,0.79
2500,0.1,1.75,0.25,0.005,10,0.85
3000,0.1,1.75,0.25,0.005,10,0.85
500,0.15,1.75,0.25,0.005,10,0.5
1000,0.15,1.75,0.25,0.005,10,0.68
1500,0.15,1.75,0.25,0.005,10,0.75
2000,0.15,1.75,0.25,0.005,10,0.86
2500,0.15,1.75,0.25,0.005,10,0.87
3000,0.15,1.75,0.25,0.005,10,0.91
500,0.2,1.75,0.25,0.005,10,0.56
1000,0.2,1.75,0.25,0.005,10,0.75
1500,0.2,1.75,0.25,0.005,10,0.84
2000,0.2,1.75,0.25,0.005,10,0.91
2500,0.2,1.75,0.25,0.005,10,0.89
3000,0.2,1.75,0.25,0.005,10,0.95
500,0.25,1.75,0.25,0.005,10,0.56
1000,0.25,1.75,0.25,0.005,10,0.7
1500,0.25,1.75,0.25,0.005,10,0.78
2000,0.25,1.75,0.25,0.005,10,0.92
2500,0.25,1.75,0.25,0.005,10,0.84
3000,0.25,1.75,0.25,0.005,10,0.93
500,0.3,1.75,0.25,0.005,10,0.6
1000,0.3,1.75,0.25,0.005,10,0.71
1500,0.3,1.75,0.25,0.005,10,0.88
2000,0.3,1.75,0.25,0.005,10,0.84
2500,0.3,1.75,0.25,0.005,10,0.93
3000,0.3,1.75,0.25,0.005,10,0.99
500,0.05,2,0.25,0.005,10,0.47
1000,0.05,2,0.25,0.005,10,0.68
1500,0.05,2,0.25,0.005,10,0.74
2000,0.05,2,0.25,0.005,10,0.78
2500,0.05,2,0.25,0.005,10,0.81
3000,0.05,2,0.25,0.005,10,0.92
500,0.1,2,0.25,0.005,10,0.6
1000,0.1,2,0.25,0.005,10,0.71
1500,0.1,2,0.25,0.005,10,0.77
2000,0.1,2,0.25,0.005,10,0.92
2500,0.1,2,0.25,0.005,10,0.89
3000,0.1,2,0.25,0.005,10,0.94
500,0.15,2,0.25,0.005,10,0.58
1000,0.15,2,0.25,0.005,10,0.75
1500,0.15,2,0.25,0.005,10,0.83
2000,0.15,2,0.25,0.005,10,0.92
2500,0.15,2,0.25,0.005,10,0.95
3000,0.15,2,0.25,0.005,10,0.99
500,0.2,2,0.25,0.005,10,0.64
1000,0.2,2,0.25,0.005,10,0.81
1500,0.2,2,0.25,0.005,10,0.92
2000,0.2,2,0.25,0.005,10,0.94
2500,0.2,2,0.25,0.005,10,0.97
3000,0.2,2,0.25,0.005,10,0.96
500,0.25,2,0.25,0.005,10,0.72
1000,0.25,2,0.25,0.005,10,0.73
1500,0.25,2,0.25,0.005,10,0.87
2000,0.25,2,0.25,0.005,10,0.95
2500,0.25,2,0.25,0.005,10,0.98
3000,0.25,2,0.25,0.005,10,1
500,0.3,2,0.25,0.005,10,0.66
1000,0.3,2,0.25,0.005,10,0.82
1500,0.3,2,0.25,0.005,10,0.88
2000,0.3,2,0.25,0.005,10,0.97
2500,0.3,2,0.25,0.005,10,0.97
3000,0.3,2,0.25,0.005,10,0.99
