n,p,or,r,alpha,n.sim,prop.drivers
3000,0.3,1.25,0.25,0.005,10,0.69
500,0.05,1.5,0.25,0.005,10,0.11
1000,0.05,1.5,0.25,0.005,10,0.22
1500,0.05,1.5,0.25,0.005,10,0.48
2000,0.05,1.5,0.25,0.005,10,0.59
2500,0.05,1.5,0.25,0.005,10,0.61
3000,0.05,1.5,0.25,0.005,10,0.67
500,0.1,1.5,0.25,0.005,10,0.19
1000,0.1,1.5,0.25,0.005,10,0.44
1500,0.1,1.5,0.25,0.005,10,0.62
2000,0.1,1.5,0.25,0.005,10,0.69
2500,0.1,1.5,0.25,0.005,10,0.71
3000,0.1,1.5,0.25,0.005,10,0.72
500,0.15,1.5,0.25,0.005,10,0.3
1000,0.15,1.5,0.25,0.005,10,0.57
1500,0.15,1.5,0.25,0.005,10,0.65
2000,0.15,1.5,0.25,0.005,10,0.73
2500,0.15,1.5,0.25,0.005,10,0.78
3000,0.15,1.5,0.25,0.005,10,0.79
500,0.2,1.5,0.25,0.005,10,0.35
1000,0.2,1.5,0.25,0.005,10,0.62
1500,0.2,1.5,0.25,0.005,10,0.72
2000,0.2,1.5,0.25,0.005,10,0.77
2500,0.2,1.5,0.25,0.005,10,0.77
3000,0.2,1.5,0.25,0.005,10,0.84
500,0.25,1.5,0.25,0.005,10,0.44
1000,0.25,1.5,0.25,0.005,10,0.71
1500,0.25,1.5,0.25,0.005,10,0.71
2000,0.25,1.5,0.25,0.005,10,0.81
2500,0.25,1.5,0.25,0.005,10,0.8
3000,0.25,1.5,0.25,0.005,10,0.87
500,0.3,1.5,0.25,0.005,10,0.47
1000,0.3,1.5,0.25,0.005,10,0.64
1500,0.3,1.5,0.25,0.005,10,0.81
2000,0.3,1.5,0.25,0.005,10,0.82
2500,0.3,1.5,0.25,0.005,10,0.86
3000,0.3,1.5,0.25,0.005,10,0.9
500,0.05,1.75,0.25,0.005,10,0.29
1000,0.05,1.75,0.25,0.005,10,0.56
1500,0.05,1.75,0.25,0.005,10,0.67
2000,0.05,1.75,0.25,0.005,10,0.77
2500,0.05,1.75,0.25,0.005,10,0.71
3000,0.05,1.75,0.25,0.005,10,0.79
500,0.1,1.75,0.25,0.005,10,0.48
1000,0.1,1.75,0.25,0.005,10,0.62
1500,0.1,1.75,0.25,0.005,10,0.79
2000,0.1,1.75,0.25,0.005,10,0.79
2500,0.1,1.75,0.25,0.005,10,0.85
3000,0.1,1.75,0.25,0.005,10,0.86
500,0.15,1.75,0.25,0.005,10,0.54
1000,0.15,1.75,0.25,0.005,10,0.71
1500,0.15,1.75,0.25,0.005,10,0.83
2000,0.15,1.75,0.25,0.005,10,0.85
2500,0.15,1.75,0.25,0.005,10,0.88
3000,0.15,1.75,0.25,0.005,10,1
500,0.2,1.75,0.25,0.005,10,0.6
1000,0.2,1.75,0.25,0.005,10,0.75
1500,0.2,1.75,0.25,0.005,10,0.78
2000,0.2,1.75,0.25,0.005,10,0.86
2500,0.2,1.75,0.25,0.005,10,0.9
3000,0.2,1.75,0.25,0.005,10,0.95
500,0.25,1.75,0.25,0.005,10,0.54
1000,0.25,1.75,0.25,0.005,10,0.79
1500,0.25,1.75,0.25,0.005,10,0.87
2000,0.25,1.75,0.25,0.005,10,0.9
2500,0.25,1.75,0.25,0.005,10,0.95
3000,0.25,1.75,0.25,0.005,10,0.91
500,0.3,1.75,0.25,0.005,10,0.54
1000,0.3,1.75,0.25,0.005,10,0.79
1500,0.3,1.75,0.25,0.005,10,0.87
2000,0.3,1.75,0.25,0.005,10,0.86
2500,0.3,1.75,0.25,0.005,10,0.93
3000,0.3,1.75,0.25,0.005,10,0.97
500,0.05,2,0.25,0.005,10,0.46
1000,0.05,2,0.25,0.005,10,0.66
1500,0.05,2,0.25,0.005,10,0.75
2000,0.05,2,0.25,0.005,10,0.82
2500,0.05,2,0.25,0.005,10,0.83
3000,0.05,2,0.25,0.005,10,0.85
500,0.1,2,0.25,0.005,10,0.56
1000,0.1,2,0.25,0.005,10,0.74
1500,0.1,2,0.25,0.005,10,0.79
2000,0.1,2,0.25,0.005,10,0.87
2500,0.1,2,0.25,0.005,10,0.88
3000,0.1,2,0.25,0.005,10,0.98
500,0.15,2,0.25,0.005,10,0.65
1000,0.15,2,0.25,0.005,10,0.74
1500,0.15,2,0.25,0.005,10,0.83
2000,0.15,2,0.25,0.005,10,0.9
2500,0.15,2,0.25,0.005,10,0.97
3000,0.15,2,0.25,0.005,10,0.95
500,0.2,2,0.25,0.005,10,0.67
1000,0.2,2,0.25,0.005,10,0.83
1500,0.2,2,0.25,0.005,10,0.87
2000,0.2,2,0.25,0.005,10,0.91
2500,0.2,2,0.25,0.005,10,0.97
3000,0.2,2,0.25,0.005,10,0.99
500,0.25,2,0.25,0.005,10,0.63
1000,0.25,2,0.25,0.005,10,0.82
1500,0.25,2,0.25,0.005,10,0.92
2000,0.25,2,0.25,0.005,10,0.95
2500,0.25,2,0.25,0.005,10,0.97
3000,0.25,2,0.25,0.005,10,0.98
500,0.3,2,0.25,0.005,10,0.66
1000,0.3,2,0.25,0.005,10,0.83
1500,0.3,2,0.25,0.005,10,0.93
2000,0.3,2,0.25,0.005,10,0.95
2500,0.3,2,0.25,0.005,10,0.98
3000,0.3,2,0.25,0.005,10,0.99
