n,n.communities,p,community.var,or,r,alpha,n.sim,n.per.community,prop.drivers,or.margin.of.error
8400,26,0.1,2.73,1.25,0.25,0.0125,500,323,0.0685,0.97235
9600,26,0.1,2.73,1.25,0.25,0.0125,500,369,0.06325,0.97693
600,22,0.5,2.73,1.25,0.25,0.0125,500,27,0.071,1.19793
1200,22,0.5,2.73,1.25,0.25,0.0125,500,55,0.0635,1.13144
1800,22,0.5,2.73,1.25,0.25,0.0125,500,82,0.0685,1.11269
2400,22,0.5,2.73,1.25,0.25,0.0125,500,109,0.06725,1.10785
3600,22,0.5,2.73,1.25,0.25,0.0125,500,164,0.071,1.07335
4800,22,0.5,2.73,1.25,0.25,0.0125,500,218,0.063,1.08943
6000,22,0.5,2.73,1.25,0.25,0.0125,500,273,0.06325,1.1106
7200,22,0.5,2.73,1.25,0.25,0.0125,500,327,0.06575,1.09698
8400,22,0.5,2.73,1.25,0.25,0.0125,500,382,0.069,1.07579
9600,22,0.5,2.73,1.25,0.25,0.0125,500,436,0.06475,1.10154
600,24,0.5,2.73,1.25,0.25,0.0125,500,25,0.05775,1.09623
1200,24,0.5,2.73,1.25,0.25,0.0125,500,50,0.058,1.0797
1800,24,0.5,2.73,1.25,0.25,0.0125,500,75,0.06175,1.04881
2400,24,0.5,2.73,1.25,0.25,0.0125,500,100,0.06825,1.0318
3600,24,0.5,2.73,1.25,0.25,0.0125,500,150,0.069,1.02284
4800,24,0.5,2.73,1.25,0.25,0.0125,500,200,0.059,1.02997
6000,24,0.5,2.73,1.25,0.25,0.0125,500,250,0.07375,1.0099
7200,24,0.5,2.73,1.25,0.25,0.0125,500,300,0.058,1.03547
8400,24,0.5,2.73,1.25,0.25,0.0125,500,350,0.06925,1.01419
9600,24,0.5,2.73,1.25,0.25,0.0125,500,400,0.06375,1.03224
600,26,0.5,2.73,1.25,0.25,0.0125,500,23,0.05725,1.0487
1200,26,0.5,2.73,1.25,0.25,0.0125,500,46,0.07375,1.01231
1800,26,0.5,2.73,1.25,0.25,0.0125,500,69,0.0625,0.9902
2400,26,0.5,2.73,1.25,0.25,0.0125,500,92,0.06125,0.98967
3600,26,0.5,2.73,1.25,0.25,0.0125,500,138,0.06275,0.98007
4800,26,0.5,2.73,1.25,0.25,0.0125,500,185,0.0595,0.98753
6000,26,0.5,2.73,1.25,0.25,0.0125,500,231,0.066,0.9749
7200,26,0.5,2.73,1.25,0.25,0.0125,500,277,0.06275,0.96202
8400,26,0.5,2.73,1.25,0.25,0.0125,500,323,0.064,0.97214
9600,26,0.5,2.73,1.25,0.25,0.0125,500,369,0.0735,0.95169
600,22,0.1,2.73,1.5,0.25,0.0125,500,27,0.108,1.31783
1200,22,0.1,2.73,1.5,0.25,0.0125,500,55,0.11975,1.23442
1800,22,0.1,2.73,1.5,0.25,0.0125,500,82,0.12425,1.19234
2400,22,0.1,2.73,1.5,0.25,0.0125,500,109,0.122,1.17602
3600,22,0.1,2.73,1.5,0.25,0.0125,500,164,0.12125,1.1346
4800,22,0.1,2.73,1.5,0.25,0.0125,500,218,0.12475,1.13125
6000,22,0.1,2.73,1.5,0.25,0.0125,500,273,0.12675,1.11601
7200,22,0.1,2.73,1.5,0.25,0.0125,500,327,0.1335,1.09924
8400,22,0.1,2.73,1.5,0.25,0.0125,500,382,0.13925,1.10252
9600,22,0.1,2.73,1.5,0.25,0.0125,500,436,0.1295,1.10583
600,24,0.1,2.73,1.5,0.25,0.0125,500,25,0.11025,1.26131
1200,24,0.1,2.73,1.5,0.25,0.0125,500,50,0.122,1.13565
1800,24,0.1,2.73,1.5,0.25,0.0125,500,75,0.11625,1.12198
2400,24,0.1,2.73,1.5,0.25,0.0125,500,100,0.12825,1.09245
3600,24,0.1,2.73,1.5,0.25,0.0125,500,150,0.1275,1.07792
4800,24,0.1,2.73,1.5,0.25,0.0125,500,200,0.133,1.05818
6000,24,0.1,2.73,1.5,0.25,0.0125,500,250,0.1245,1.04953
7200,24,0.1,2.73,1.5,0.25,0.0125,500,300,0.13225,1.04511
8400,24,0.1,2.73,1.5,0.25,0.0125,500,350,0.141,1.04348
9600,24,0.1,2.73,1.5,0.25,0.0125,500,400,0.14475,1.03504
600,26,0.1,2.73,1.5,0.25,0.0125,500,23,0.09375,1.20112
1200,26,0.1,2.73,1.5,0.25,0.0125,500,46,0.12425,1.09739
1800,26,0.1,2.73,1.5,0.25,0.0125,500,69,0.126,1.05369
2400,26,0.1,2.73,1.5,0.25,0.0125,500,92,0.135,1.04607
3600,26,0.1,2.73,1.5,0.25,0.0125,500,138,0.12075,1.02781
4800,26,0.1,2.73,1.5,0.25,0.0125,500,185,0.132,1.00929
6000,26,0.1,2.73,1.5,0.25,0.0125,500,231,0.1365,1.00278
7200,26,0.1,2.73,1.5,0.25,0.0125,500,277,0.1325,0.99748
8400,26,0.1,2.73,1.5,0.25,0.0125,500,323,0.13625,0.99331
9600,26,0.1,2.73,1.5,0.25,0.0125,500,369,0.14225,1.0017
600,22,0.5,2.73,1.5,0.25,0.0125,500,27,0.11475,1.20136
1200,22,0.5,2.73,1.5,0.25,0.0125,500,55,0.11975,1.16482
1800,22,0.5,2.73,1.5,0.25,0.0125,500,82,0.131,1.12153
2400,22,0.5,2.73,1.5,0.25,0.0125,500,109,0.13175,1.10357
3600,22,0.5,2.73,1.5,0.25,0.0125,500,164,0.137,1.09444
4800,22,0.5,2.73,1.5,0.25,0.0125,500,218,0.12675,1.10702
6000,22,0.5,2.73,1.5,0.25,0.0125,500,273,0.124,1.11434
7200,22,0.5,2.73,1.5,0.25,0.0125,500,327,0.1345,1.09588
8400,22,0.5,2.73,1.5,0.25,0.0125,500,382,0.13475,1.08498
9600,22,0.5,2.73,1.5,0.25,0.0125,500,436,0.1315,1.08468
600,24,0.5,2.73,1.5,0.25,0.0125,500,25,0.11725,1.11932
1200,24,0.5,2.73,1.5,0.25,0.0125,500,50,0.12825,1.07846
1800,24,0.5,2.73,1.5,0.25,0.0125,500,75,0.13425,1.0575
2400,24,0.5,2.73,1.5,0.25,0.0125,500,100,0.1365,1.04156
3600,24,0.5,2.73,1.5,0.25,0.0125,500,150,0.13625,1.02939
4800,24,0.5,2.73,1.5,0.25,0.0125,500,200,0.14075,1.01471
6000,24,0.5,2.73,1.5,0.25,0.0125,500,250,0.13875,1.02225
7200,24,0.5,2.73,1.5,0.25,0.0125,500,300,0.136,1.02168
8400,24,0.5,2.73,1.5,0.25,0.0125,500,350,0.1295,1.03304
9600,24,0.5,2.73,1.5,0.25,0.0125,500,400,0.131,1.02029
600,26,0.5,2.73,1.5,0.25,0.0125,500,23,0.11725,1.0922
1200,26,0.5,2.73,1.5,0.25,0.0125,500,46,0.1235,1.03137
1800,26,0.5,2.73,1.5,0.25,0.0125,500,69,0.1295,1.01458
2400,26,0.5,2.73,1.5,0.25,0.0125,500,92,0.13275,0.99639
3600,26,0.5,2.73,1.5,0.25,0.0125,500,138,0.1385,0.98887
4800,26,0.5,2.73,1.5,0.25,0.0125,500,185,0.13625,0.97959
6000,26,0.5,2.73,1.5,0.25,0.0125,500,231,0.1405,0.97057
7200,26,0.5,2.73,1.5,0.25,0.0125,500,277,0.14,0.97985
8400,26,0.5,2.73,1.5,0.25,0.0125,500,323,0.14,0.97763
9600,26,0.5,2.73,1.5,0.25,0.0125,500,369,0.13625,0.97529
600,22,0.1,2.73,1.75,0.25,0.0125,500,27,0.16575,1.35432
1200,22,0.1,2.73,1.75,0.25,0.0125,500,55,0.1865,1.25028
1800,22,0.1,2.73,1.75,0.25,0.0125,500,82,0.19575,1.21266
2400,22,0.1,2.73,1.75,0.25,0.0125,500,109,0.194,1.19006
3600,22,0.1,2.73,1.75,0.25,0.0125,500,164,0.20025,1.1628
4800,22,0.1,2.73,1.75,0.25,0.0125,500,218,0.21125,1.13273
6000,22,0.1,2.73,1.75,0.25,0.0125,500,273,0.2035,1.14497
7200,22,0.1,2.73,1.75,0.25,0.0125,500,327,0.2145,1.12474
8400,22,0.1,2.73,1.75,0.25,0.0125,500,382,0.20875,1.12046
9600,22,0.1,2.73,1.75,0.25,0.0125,500,436,0.20825,1.13038
600,24,0.1,2.73,1.75,0.25,0.0125,500,25,0.1725,1.28907
1200,24,0.1,2.73,1.75,0.25,0.0125,500,50,0.179,1.20167
1800,24,0.1,2.73,1.75,0.25,0.0125,500,75,0.2,1.14223
2400,24,0.1,2.73,1.75,0.25,0.0125,500,100,0.196,1.14384
3600,24,0.1,2.73,1.75,0.25,0.0125,500,150,0.211,1.09651
4800,24,0.1,2.73,1.75,0.25,0.0125,500,200,0.22075,1.07903
6000,24,0.1,2.73,1.75,0.25,0.0125,500,250,0.214,1.05955
7200,24,0.1,2.73,1.75,0.25,0.0125,500,300,0.2195,1.04765
8400,24,0.1,2.73,1.75,0.25,0.0125,500,350,0.2155,1.0566
9600,24,0.1,2.73,1.75,0.25,0.0125,500,400,0.22675,1.05681
600,26,0.1,2.73,1.75,0.25,0.0125,500,23,0.1745,1.22169
1200,26,0.1,2.73,1.75,0.25,0.0125,500,46,0.19375,1.13292
1800,26,0.1,2.73,1.75,0.25,0.0125,500,69,0.2105,1.09818
2400,26,0.1,2.73,1.75,0.25,0.0125,500,92,0.2205,1.05908
3600,26,0.1,2.73,1.75,0.25,0.0125,500,138,0.226,1.04222
4800,26,0.1,2.73,1.75,0.25,0.0125,500,185,0.21825,1.02539
6000,26,0.1,2.73,1.75,0.25,0.0125,500,231,0.22925,1.00211
7200,26,0.1,2.73,1.75,0.25,0.0125,500,277,0.23075,0.99807
8400,26,0.1,2.73,1.75,0.25,0.0125,500,323,0.2275,0.99803
9600,26,0.1,2.73,1.75,0.25,0.0125,500,369,0.23,0.9981
600,22,0.5,2.73,1.75,0.25,0.0125,500,27,0.19925,1.21762
1200,22,0.5,2.73,1.75,0.25,0.0125,500,55,0.20125,1.17036
1800,22,0.5,2.73,1.75,0.25,0.0125,500,82,0.211,1.13918
2400,22,0.5,2.73,1.75,0.25,0.0125,500,109,0.203,1.13483
3600,22,0.5,2.73,1.75,0.25,0.0125,500,164,0.219,1.118
4800,22,0.5,2.73,1.75,0.25,0.0125,500,218,0.2135,1.09292
6000,22,0.5,2.73,1.75,0.25,0.0125,500,273,0.21125,1.09841
7200,22,0.5,2.73,1.75,0.25,0.0125,500,327,0.20975,1.08201
8400,22,0.5,2.73,1.75,0.25,0.0125,500,382,0.20675,1.09824
9600,22,0.5,2.73,1.75,0.25,0.0125,500,436,0.228,1.09075
600,24,0.5,2.73,1.75,0.25,0.0125,500,25,0.194,1.15953
1200,24,0.5,2.73,1.75,0.25,0.0125,500,50,0.2135,1.10985
1800,24,0.5,2.73,1.75,0.25,0.0125,500,75,0.22025,1.06647
2400,24,0.5,2.73,1.75,0.25,0.0125,500,100,0.228,1.04336
3600,24,0.5,2.73,1.75,0.25,0.0125,500,150,0.2205,1.07294
4800,24,0.5,2.73,1.75,0.25,0.0125,500,200,0.2335,1.03605
6000,24,0.5,2.73,1.75,0.25,0.0125,500,250,0.22525,1.0446
7200,24,0.5,2.73,1.75,0.25,0.0125,500,300,0.22675,1.03359
8400,24,0.5,2.73,1.75,0.25,0.0125,500,350,0.2275,1.02875
9600,24,0.5,2.73,1.75,0.25,0.0125,500,400,0.232,1.01994
600,26,0.5,2.73,1.75,0.25,0.0125,500,23,0.1965,1.10052
1200,26,0.5,2.73,1.75,0.25,0.0125,500,46,0.21375,1.04908
1800,26,0.5,2.73,1.75,0.25,0.0125,500,69,0.23175,1.034
2400,26,0.5,2.73,1.75,0.25,0.0125,500,92,0.22975,0.99844
3600,26,0.5,2.73,1.75,0.25,0.0125,500,138,0.2305,0.99139
4800,26,0.5,2.73,1.75,0.25,0.0125,500,185,0.23475,1.00026
6000,26,0.5,2.73,1.75,0.25,0.0125,500,231,0.2365,0.98534
7200,26,0.5,2.73,1.75,0.25,0.0125,500,277,0.233,0.99864
8400,26,0.5,2.73,1.75,0.25,0.0125,500,323,0.226,0.97998
9600,26,0.5,2.73,1.75,0.25,0.0125,500,369,0.2365,0.98149
600,22,0.1,2.73,2,0.25,0.0125,500,27,0.23775,1.38569
1200,22,0.1,2.73,2,0.25,0.0125,500,55,0.25375,1.28055
1800,22,0.1,2.73,2,0.25,0.0125,500,82,0.25925,1.22972
2400,22,0.1,2.73,2,0.25,0.0125,500,109,0.28,1.2172
3600,22,0.1,2.73,2,0.25,0.0125,500,164,0.27475,1.19516
4800,22,0.1,2.73,2,0.25,0.0125,500,218,0.29,1.17641
6000,22,0.1,2.73,2,0.25,0.0125,500,273,0.29175,1.15529
7200,22,0.1,2.73,2,0.25,0.0125,500,327,0.28825,1.13643
8400,22,0.1,2.73,2,0.25,0.0125,500,382,0.2925,1.11871
9600,22,0.1,2.73,2,0.25,0.0125,500,436,0.29925,1.11749
600,24,0.1,2.73,2,0.25,0.0125,500,25,0.2405,1.32106
1200,24,0.1,2.73,2,0.25,0.0125,500,50,0.27225,1.21826
1800,24,0.1,2.73,2,0.25,0.0125,500,75,0.2905,1.16397
2400,24,0.1,2.73,2,0.25,0.0125,500,100,0.30125,1.14238
3600,24,0.1,2.73,2,0.25,0.0125,500,150,0.31075,1.10459
4800,24,0.1,2.73,2,0.25,0.0125,500,200,0.2965,1.09421
6000,24,0.1,2.73,2,0.25,0.0125,500,250,0.30425,1.08132
7200,24,0.1,2.73,2,0.25,0.0125,500,300,0.30675,1.08067
8400,24,0.1,2.73,2,0.25,0.0125,500,350,0.326,1.05558
9600,24,0.1,2.73,2,0.25,0.0125,500,400,0.311,1.06937
600,26,0.1,2.73,2,0.25,0.0125,500,23,0.242,1.26653
1200,26,0.1,2.73,2,0.25,0.0125,500,46,0.273,1.16258
1800,26,0.1,2.73,2,0.25,0.0125,500,69,0.29025,1.11579
2400,26,0.1,2.73,2,0.25,0.0125,500,92,0.2995,1.08388
3600,26,0.1,2.73,2,0.25,0.0125,500,138,0.3205,1.05018
4800,26,0.1,2.73,2,0.25,0.0125,500,185,0.336,1.0305
6000,26,0.1,2.73,2,0.25,0.0125,500,231,0.33,1.02283
7200,26,0.1,2.73,2,0.25,0.0125,500,277,0.331,1.00618
8400,26,0.1,2.73,2,0.25,0.0125,500,323,0.3335,1.02313
9600,26,0.1,2.73,2,0.25,0.0125,500,369,0.3465,1.00805
600,22,0.5,2.73,2,0.25,0.0125,500,27,0.2615,1.27433
1200,22,0.5,2.73,2,0.25,0.0125,500,55,0.28675,1.19355
1800,22,0.5,2.73,2,0.25,0.0125,500,82,0.288,1.17629
2400,22,0.5,2.73,2,0.25,0.0125,500,109,0.28525,1.15306
3600,22,0.5,2.73,2,0.25,0.0125,500,164,0.30125,1.13337
4800,22,0.5,2.73,2,0.25,0.0125,500,218,0.31225,1.09689
6000,22,0.5,2.73,2,0.25,0.0125,500,273,0.31025,1.09189
7200,22,0.5,2.73,2,0.25,0.0125,500,327,0.306,1.10873
8400,22,0.5,2.73,2,0.25,0.0125,500,382,0.3035,1.10688
9600,22,0.5,2.73,2,0.25,0.0125,500,436,0.307,1.08671
600,24,0.5,2.73,2,0.25,0.0125,500,25,0.27525,1.19385
1200,24,0.5,2.73,2,0.25,0.0125,500,50,0.30375,1.0917
1800,24,0.5,2.73,2,0.25,0.0125,500,75,0.3075,1.08783
2400,24,0.5,2.73,2,0.25,0.0125,500,100,0.316,1.084
3600,24,0.5,2.73,2,0.25,0.0125,500,150,0.3215,1.05162
4800,24,0.5,2.73,2,0.25,0.0125,500,200,0.325,1.04328
6000,24,0.5,2.73,2,0.25,0.0125,500,250,0.31825,1.05771
7200,24,0.5,2.73,2,0.25,0.0125,500,300,0.31975,1.03313
8400,24,0.5,2.73,2,0.25,0.0125,500,350,0.335,1.04417
9600,24,0.5,2.73,2,0.25,0.0125,500,400,0.3145,1.04503
600,26,0.5,2.73,2,0.25,0.0125,500,23,0.2855,1.14656
1200,26,0.5,2.73,2,0.25,0.0125,500,46,0.3125,1.07032
1800,26,0.5,2.73,2,0.25,0.0125,500,69,0.32825,1.03757
2400,26,0.5,2.73,2,0.25,0.0125,500,92,0.32775,1.02724
3600,26,0.5,2.73,2,0.25,0.0125,500,138,0.33225,1.01376
4800,26,0.5,2.73,2,0.25,0.0125,500,185,0.3405,1.0006
6000,26,0.5,2.73,2,0.25,0.0125,500,231,0.3495,0.99989
7200,26,0.5,2.73,2,0.25,0.0125,500,277,0.3395,0.99721
8400,26,0.5,2.73,2,0.25,0.0125,500,323,0.34775,0.98097
9600,26,0.5,2.73,2,0.25,0.0125,500,369,0.34825,0.97175
